group	journal	year	work_id	title	term_type	term	occurrences
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3159190624	Cyberformalism: Histories of Linguistic Forms in the Digital Archive. Daniel Shore	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3208386860	Eclectic <i>mimēsis</i> in Imperial Greek oratory: Topological metrics for syntactical quantification using wavelets	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4285801609	The Digital Humanities Coursebook: An Introduction to Digital Methods for Research and Scholarship. Johanna Drucker	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4288041005	An approach to enhance topic modeling by using paratext and nonnegative matrix factorizations	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4306722865	Text as Data: A New Framework for Machine Learning and the Social Sciences. Justin Grimmer, Margaret E. Roberts, and Brandon M. Stewart	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4308381305	The discourse of awe in the traditions recorded in the name of the Baal Shem Tov in<i>Sefer Degel Mahaneh Ephraim</i>: A distant reading leading to a close reading	strong	distant reading	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4317000013	What gets categorized counts: Controlled vocabularies, digital affordances, and the international digital humanities conference	strong	digital humanities	5
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4381481351	Des corpus aux bases de données… et retour. Quelle architecture pour une base de données socioterminologiques?	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4381848435	Revealing ‘invisible’ poetry by W. H. Auden through computer vision: Using photometric stereo to visualize indented impressions	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389108717	Principal components analysis in stylometry	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4400161616	Ancient classical theatre from the digital humanities: a systematic review 2010–21	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2121419042	A Brazilian contribution to teaching Geolinguistics from a tool for generating and for visualizing linguistic maps	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2536877322	Literary Detective Work on the Computer. Michael P. Oakes.	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2605247446	Digital Classics outside the echo-chamber: Teaching, Knowledge Exchange &amp; Public Engagement, Gabriel Bodard and Matteo Romanello (eds).	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767496751	At the crossroads of digital humanities and historical lexicography: The Middle Dutch ‘seemly play (abel spel) of Winter and Summer’ as a research case	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767496751	At the crossroads of digital humanities and historical lexicography: The Middle Dutch ‘seemly play (abel spel) of Winter and Summer’ as a research case	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2767496751	At the crossroads of digital humanities and historical lexicography: The Middle Dutch ‘seemly play (abel spel) of Winter and Summer’ as a research case	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2810393426	Beyond validation: Using programmed diagnostics to learn about, monitor, and successfully complete your DH project	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2810674742	Shelf life: Identifying the abandonment of online digital humanities projects	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2898428878	Johnson, ‘Misargyrus’, and Richard Bathurst	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2961155726	Research Methods for the Digital Humanities. Lewis Levenberg, Tai Neilson and David Rheams (eds.).	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W2990151465	Metre as a stylometric feature in Latin hexameter poetry	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3043521099	Keynote: Digital experimentation, courageous citizenship, and Caribbean futurism	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3106247171	A project review under the focus of ‘complexities’ on the example of exploreAT!	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3138670362	Semiotically-grounded distant viewing of diagrams: insights from two multimodal corpora	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3166212419	Digital humanities and new ways of teaching. Anna Wing-bo Tso (ed.)	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3189972978	Linguistic discourse in gifted students’ historical education	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3197415666	‘too beautiful’: useless art and the queerly optimistic Make Your Own Brainard Project	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3199179222	Visualizing second world war violence through an Atlas of Nazi–Fascist Repression	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4200525337	Erratum to: Digital humanities and digital social reading	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4205471046	An approach to complex texts in multiple documents	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4214810120	Towards a linked open data resource for direct speech acts in Greek and Latin epic	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W4231458610	Introduction	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2005	https://openalex.org/W4238959597	Protokoll des 82. Kolloquiums über die Anwendung der EDV in den Geisteswissenschaften 14 Juli 2001	review_only	electronic text	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4239658062	Erratum to: Toward a new generation of databases and database applications for describing ancient manuscripts	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4249437052	Mapping Black London in World War II: A staged approach to digital spatial history	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4285154068	<i>Bitstreams</i>: The Future of Digital Literary Heritage. Matthew Kirschenbaum	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4307137693	Global Debates in the Digital Humanities. Domenico Fiormonte, Sukanta Chaudhuri, and Paola Ricaurte (eds)	strong	digital humanities	9
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4311401739	Stylometry analysis of the French presidential election	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313910037	A statistical analysis of the catalogues and criticism of the 19th-century Paris Fine Art Salon: The emergence of titling in the French art world	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4362706507	Sagas and genre: A case for application of network analysis to manuscripts preserving Old Norse-Icelandic saga literature	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4366248446	The Fundamental Principles of Corpus Linguistics. Tony McEnery and Vaclav Brezina	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4379932104	Introduction to Digital Humanities: Enhancing Scholarship with the Use of Technology. Kathryn C. Wymer	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387358361	Introduction to Digital Humanities: Enhancing Scholarship with the Use of Technology. Kathryn C. Wymer	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387393521	Corpus Linguistics and Translation Tools for Digital Humanities: Research Methods and Applications. Stefania M. Maci &amp; Michele Sala	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387516735	Transmission problems? An embedded approach for unification of Latin prefixes and text variants during text matching	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387516735	Transmission problems? An embedded approach for unification of Latin prefixes and text variants during text matching	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387516744	What can digital humanities do for literary adaptation studies: distant reading of children’s editions of <i>Robinson Crusoe</i>	strong	digital humanities	7
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387516744	What can digital humanities do for literary adaptation studies: distant reading of children’s editions of <i>Robinson Crusoe</i>	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387609530	Exploring Digital Humanities in India Pedagogies Practices and Institutional Possibilities. Maya Dodd and Nidhi Kalra (eds)	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387955084	The combination of the Song Dynasty patterns and digital technology	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389779577	Mining for meaning: how text mining can uncover the French Liberal School’s key ideas	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389779577	Mining for meaning: how text mining can uncover the French Liberal School’s key ideas	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389779577	Mining for meaning: how text mining can uncover the French Liberal School’s key ideas	strong	word embedding	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390531259	Digital Humanities and Modern Chinese Literature (Shuzi Renwen yu Zhonguo Xiandai Wenxue). He Wang	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390696511	The Digital Humanities and Literary Studies. Martin Paul Eve	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390718229	Mapping Germanness in early 20th century USA: topic modeling and GIS within a small corpus framework	strong	topic modeling	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390718246	The internal structure of medieval Latin legendaries: a computational analysis	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4392286352	Using deep learning to analyse the times of the UN Security Council	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4392286352	Using deep learning to analyse the times of the UN Security Council	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4399262523	Who wrote the first <i>Constitutions</i> of Freemasonry?	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4399476201	“The heavens, the earth and all their hosts” (Gen 2,1). The inventory of the supernatural entities in the Hebrew Bible created with the <i>Elyonim veTachtonim</i> system	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4400801448	Social network analysis of the Babylonian Talmud	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4401842413	Multilingual Digital Humanities. Lorella Viola and Paul Spence	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403151573	Data analytics for discourse analysis with Python—The case of therapy talk. Dennis Tay	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403151573	Data analytics for discourse analysis with Python—The case of therapy talk. Dennis Tay	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4403625377	From parliamentary history to digital and computational history: a NLP-friendly TEI model for historical parliamentary proceedings	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4404127600	Using digital humanities in the classroom: a practical introduction for teachers, lecturers, and students. Claire Battershill and Shawna Ross	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4405844614	The many voices of Duying: revisiting the disputed essays between Lu Xun and Zhou Zuoren	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4405844657	Stylometry at the service of history of science: the Renaissance of Copernicus	strong	stylometry	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4406306139	Special issue: “Digital Humanities 2022: Responding to Asian Diversity”	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4407397900	Improving topic modeling for literary studies: a hybrid model combined with Word2Vec visualization in the case of <i>Robinson Crusoe</i>	strong	topic modeling	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4407676467	The construction of thematic platforms for Chinese old maps: a global overview	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4408140044	Modeling “worth by association” in US book reviews, 1905–25	strong	cultural analytics	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4408178930	Literary Simulation and the Digital Humanities: Reading, Editing, Writing. Manuel Portela	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4409033410	The most important affairs of the state are sacrifice and war: digital visualization of the scattered early Zhou epics in the <i>Book of Songs</i>	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410080969	Historical analysis using topic modelling: insights from Khevenhüller’s diary 1742–76	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410458440	Sibling-texts keyword analysis: exploring topic and register keywords	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410458440	Sibling-texts keyword analysis: exploring topic and register keywords	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410458440	Sibling-texts keyword analysis: exploring topic and register keywords	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410979438	A Dunhuang mural restoration network based on mask guidance and Transformer architecture	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4411075031	Historical evolution of Chinese music aesthetics in the digital age	review_only	digitization	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412097369	Construction and application of knowledge graph in digital humanities: a case study of Qiaokan	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412131006	Linked Data for Digital Humanities. Terhi Nurmikko-Fuller	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412406565	Classification of Saikaku’s works using topic modelling	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412655184	Graph schema validation at last? Work towards a StemmaREST ontology with Neo4J, RDF-STAR, and SHACL	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4413859341	Report on the Development of Digital Humanities in China (first volume) （Zhongguo Shuzi Renwen Fazhan Baogao (Diyiji)). Huiling Feng	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414043201	Revolution or evolution? AI-driven retrieval of nature representations in historical prints	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414140961	Text mining Nahdawi discourses: topic modeling Taha Hussein’s reformist legacy	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414140961	Text mining Nahdawi discourses: topic modeling Taha Hussein’s reformist legacy	strong	topic modeling	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414140961	Text mining Nahdawi discourses: topic modeling Taha Hussein’s reformist legacy	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414347808	From theoretical texts to concept maps: an annotation approach for a distant reading of argumentative text structures	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414365795	Digital humanities and social justice: a case-based approach	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414532283	Who are the users in multilingual digital humanities?	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414794330	Modern Manuscripts and the Pre-History of Digital Humanities: Paper Processors. Alex Christie	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4415217144	Is Franz Kafka’s style simple, and Thomas Mann’s style complex? A quantitative comparative analysis	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4415283267	Mapping the intersection of digital technologies and humanities: a multidisciplinary scoping review of the digital humanities movement in Thailand	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4415531536	Can digital humanities use microwork crowdsourcing in a fair manner? The effect of pedagogical training and multimodal instructions on annotation quality	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416055328	Enriching exhibition scholarship	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416060091	Enhancing research and teaching capacity through collaboration: building a UK–Ireland Digital Humanities Association	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416099651	Opening the black box of EEBO	review_only	digital archive	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416133425	Mind the gap: word-embedding and multi-layered literary networks	strong	computational literary studies	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416196077	Cultural Analytics and the Politics of Representation: Mapping the Jewish Presence in Egypt’s al-Risālah (1933–1953)	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416196077	Cultural Analytics and the Politics of Representation: Mapping the Jewish Presence in Egypt’s al-Risālah (1933–1953)	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416196077	Cultural Analytics and the Politics of Representation: Mapping the Jewish Presence in Egypt’s al-Risālah (1933–1953)	strong	cultural analytics	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416255083	A bibliographic database of Chinese translations of foreign literature in modern periodicals (1896–1949)	review_only	database	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4417073820	Consensus communities: emergent literary communities and the challenge to genre	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4417073820	Consensus communities: emergent literary communities and the challenge to genre	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4417088088	Reframing human–AI relations in Japanese robot anime: a sociopolitical and thematic analysis	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7117141194	Metricizing diaspora dualities: a comparative quantitative analysis of poetry and prose in Southeast Asian Chinese literature	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7117596660	Making trans-regional, cross-platform streaming catalogues a reality: Arguing for linked SVOD open data	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7118406133	Exploring the cross-cultural influence of song Jiangnan Chan Buddhist poetry on Goryeo Han poetry through text visualization	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7119534995	Measuring sounds from the East: digital approaches to commonality and specificity in Chinese Mandarin pop lyrics	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7119534995	Measuring sounds from the East: digital approaches to commonality and specificity in Chinese Mandarin pop lyrics	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7122524080	Early modern translation and the digital humanities. Hilary Brown, Regina Toepfer, and Jörg Wesche (eds.)	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7124166972	Movers and haters: dynamic network visualization and analysis of an historical French controversy	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7124176709	From romance to reality: lexical and topic evolution in Chinese popular lyrics through digital humanities approaches	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7124176709	From romance to reality: lexical and topic evolution in Chinese popular lyrics through digital humanities approaches	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7125372955	ShipSafe: linguistic and conceptual representation in a corpus-based domain ontology-informed e-glossary of shipboard life-saving appliances	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7127575678	Exploring the application of artificial intelligence in English literary criticism: a Delphi and AHP-based thematic analysis	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7127575678	Exploring the application of artificial intelligence in English literary criticism: a Delphi and AHP-based thematic analysis	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7154594266	Crossing linguistic frontiers: a digital comparative analysis of Eliot’s and Machado’s poetic evolution	strong	topic modeling	2
Comparanda	American Historical Review	2016	https://openalex.org/W28080241	The Transnational and the Text-Searchable: Digitized Sources and the Shadows They Cast	strong	distant reading	1
Comparanda	American Historical Review	2016	https://openalex.org/W28080241	The Transnational and the Text-Searchable: Digitized Sources and the Shadows They Cast	review_only	database	1
Comparanda	American Historical Review	2003	https://openalex.org/W2017668051	"Disability History: Why We Need Another ""Other"""	review_only	database	1
Comparanda	American Historical Review	2001	https://openalex.org/W2041618057	The Trans-Atlantic Slave Trade: A Database on CD-ROM	review_only	database	1
Comparanda	American Historical Review	2017	https://openalex.org/W2606248832	Historical Research in a Digital Age: Reflections from the Mapping the Republic of Letters Project	review_only	database	1
Comparanda	American Historical Review	2005	https://openalex.org/W2012444411	:Men of Blood: Violence, Manliness, and Criminal Justice in Victorian England	review_only	database	1
Comparanda	American Historical Review	2005	https://openalex.org/W2765949253	:Witch Craze: Terror and Fantasy in Baroque Germany	review_only	database	1
Comparanda	American Historical Review	2005	https://openalex.org/W2126353671	:Periodical Literature in Eighteenth‐Century America	review_only	database	1
Comparanda	American Historical Review	2010	https://openalex.org/W2165365529	Africa and Africans in the African Diaspora: The Uses of Relational Databases	review_only	database	1
Comparanda	American Historical Review	2021	https://openalex.org/W3214440331	Critical Digital Archives: A Review from Archival Studies	review_only	digital archive	2
Comparanda	American Historical Review	2019	https://openalex.org/W2935371433	Peering down the Memory Hole: Censorship, Digitization, and the Fragility of Our Knowledge Base	review_only	digitization	1
Comparanda	American Historical Review	2012	https://openalex.org/W1990605522	The Kids Are All Right: On the “Turning” of Cultural History	review_only	database	1
Comparanda	American Historical Review	2017	https://openalex.org/W2607147106	British Travelers in Eighteenth-Century Italy: The Grand Tour and the Profession of Architecture	review_only	database	1
Comparanda	American Historical Review	2020	https://openalex.org/W3094078357	History’s Future in the Age of the Internet	review_only	digital archive	1
Comparanda	American Historical Review	2021	https://openalex.org/W3159313545	Cuban Racial Politics in Nineteenth-Century New York: A Critical Digital Approach	strong	digital humanities	1
Comparanda	American Historical Review	2022	https://openalex.org/W4296472214	Making Whiffstory	review_only	database	1
Comparanda	American Historical Review	2024	https://openalex.org/W4399657012	The Revolution in Text Mining for Historical Analysis is Here	strong	text mining	2
Comparanda	American Historical Review	2025	https://openalex.org/W4409728068	Teaching Historical Thinking Through a Primary Source Database	review_only	database	1
Comparanda	American Historical Review	2019	https://openalex.org/W2995222531	Networks and Opportunities: A Digital History of Ireland’s Great Famine Refugees in New York	strong	digital humanities	1
Comparanda	American Historical Review	2019	https://openalex.org/W2995222531	Networks and Opportunities: A Digital History of Ireland’s Great Famine Refugees in New York	review_only	database	3
Comparanda	American Historical Review	2016	https://openalex.org/W2327820518	Narrative Interface for New Media History:<i>Slave Revolt in Jamaica, 1760–1761</i>	review_only	database	1
Comparanda	American Historical Review	2020	https://openalex.org/W4249399733	The Georgetown Slavery Archive. http://slaveryarchive.georgetown.edu/.	strong	digital humanities	4
Comparanda	American Historical Review	2020	https://openalex.org/W3093948707	How Can We Be Ready to Study History in the Age of Abundance? A Response	review_only	digital archive	1
Comparanda	American Historical Review	2023	https://openalex.org/W4387081923	Relating to Historical Sources	strong	digital humanities	1
Comparanda	American Historical Review	2024	https://openalex.org/W4392739166	Out of the Shadowlands	review_only	digitization	1
Comparanda	American Historical Review	2016	https://openalex.org/W2321095486	Reading the Rebels and Mining the Maps: Digital Humanities and Cartographic Narratives	strong	digital humanities	1
Comparanda	American Historical Review	2016	https://openalex.org/W2321095486	Reading the Rebels and Mining the Maps: Digital Humanities and Cartographic Narratives	review_only	database	1
Comparanda	American Historical Review	2009	https://openalex.org/W2282389702	:A Respectable Woman: The Public Roles of African American Women in Nineteenth-Century New York	review_only	database	1
Comparanda	American Historical Review	2014	https://openalex.org/W2317857848	Mark Salber Phillips. On Historical Distance.	strong	distant reading	1
Comparanda	American Historical Review	2016	https://openalex.org/W2530455929	Lisa Gitelman.<i>Paper Knowledge: Toward a Media History of Documents</i>.	strong	digital humanities	1
Comparanda	American Historical Review	2018	https://openalex.org/W2903180061	D<scp>aniel</scp> B. D<scp>omingues da</scp> S<scp>ilva</scp>. <i>The Atlantic Slave Trade from West Central Africa, 1780–1867</i>.	review_only	database	1
Comparanda	American Historical Review	2014	https://openalex.org/W4250695939	Jack Dougherty and Kristen Nawrotzki, editors. Writing History in the Digital Age	strong	digital humanities	1
Comparanda	American Historical Review	2013	https://openalex.org/W1988696272	CARLOS F. NORENA. Imperial Ideals in the Roman West: Representation, Circulation, Power.	review_only	database	1
Comparanda	American Historical Review	2011	https://openalex.org/W2011966859	Sarah Gwyneth Ross . The Birth of Feminism: Woman as Intellect in Renaissance Italy and England . Cambridge, Mass. : Harvard University Press . 2009 . Pp. 405. $49.95.	review_only	database	2
Comparanda	American Historical Review	2006	https://openalex.org/W2045047294	FREDERICK COOPER. Colonialism in Question: Theory, Knowledge, History. Berkeley and Los Angeles: University of California Press. 2005. Pp. xii, 327. $19.95.	review_only	database	1
Comparanda	American Historical Review	2010	https://openalex.org/W2071881553	Quentin Van Doosselaere . Commercial Agreements and Social Dynamics in Medieval Genoa . New York : Cambridge University Press . 2009 . Pp. xvi, 262. $95.00.	review_only	database	1
Comparanda	American Historical Review	2009	https://openalex.org/W2081061308	David Eltis and David Richardson , editors. Extending the Frontiers: Essays on the New Transatlantic Slave Trade Database . New Haven : Yale University Press . 2008 . Pp. xiii, 377. $90.00.	review_only	database	3
Comparanda	American Historical Review	2009	https://openalex.org/W2090255525	Howard W. Allen and Jerome M. Clubb . Race, Class, and the Death Penalty: Capital Punishment in American History. Assisted by Vincent A. Lacey. Albany : State University of New York Press . 2008 . Pp. xiii, 239. $65.00.	review_only	database	1
Comparanda	American Historical Review	2014	https://openalex.org/W2120363626	Robert B. Townsend. History's Babel: Scholarship, Professionalization, and the Historical Enterprise in the United States, 1880–1940.	review_only	database	1
Comparanda	American Historical Review	2008	https://openalex.org/W2315646396	KATE FISHER. Birth Control, Sex and Marriage in Britain, 1918-1960. New York: Oxford University Press. 2006. Pp. vi, 294. $90.00	review_only	database	1
Comparanda	American Historical Review	2016	https://openalex.org/W2318594800	Joseph M. Beilein Jr. and Matthew C. Hulbert, editors.<i>The Civil War Guerrilla: Unfolding the Black Flag in History, Memory, and Myth</i>.	strong	digital humanities	1
Comparanda	American Historical Review	2012	https://openalex.org/W2319334896	Ruth Mostern. “Dividing the Realm in Order to Govern”: The Spatial Organization of the Song State (960–1276 CE).	review_only	database	1
Comparanda	American Historical Review	2011	https://openalex.org/W2321948623	Steven W. Hackel , editor. Alta California: Peoples in Motion, Identities in Formation, 1769–1850 . (Western Histories, number 2.) Berkeley and Los Angeles: University of California Press, in association with the Huntington Library, for the Huntington‐USC Institute on California and the West. 2010. Pp. vii, 357. $55.00.	review_only	database	1
Comparanda	American Historical Review	2011	https://openalex.org/W2327909261	Ronald E. Butchart . Schooling the Freed People: Teaching, Learning, and the Struggle for Black Freedom, 1861–1876 . Chapel Hill: University of North Carolina Press. 2010. Pp. xxii, 314. $39.95.	review_only	database	2
Comparanda	American Historical Review	2016	https://openalex.org/W2417687651	Alexandra Shepard.<i>Accounting for Oneself: Worth, Status, and the Social Order in Early Modern England</i>.	review_only	database	1
Comparanda	American Historical Review	2016	https://openalex.org/W2417992734	Gregor Kalas.<i>The Restoration of the Roman Forum in Late Antiquity: Transforming Public Space</i>.	strong	digital humanities	1
