review_priority	group	journal	year	title	dh_terms	dh_term_occurrences	review_candidate_reason	duplicate_count	work_id	doi	type	has_abstract	manual_class	manual_note
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Text mining Nahdawi discourses: topic modeling Taha Hussein’s reformist legacy	digital humanities; topic modeling; text mining	6		1	https://openalex.org/W4414140961	https://doi.org/10.1093/llc/fqaf085	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	The construction of thematic platforms for Chinese old maps: a global overview	digital humanities	1		1	https://openalex.org/W4407676467	https://doi.org/10.1093/llc/fqaf004	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Topic counts and quality in topic models for historic corpora	topic modeling	6		1	https://openalex.org/W7124137331	https://doi.org/10.1093/llc/fqaf150	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Who are the users in multilingual digital humanities?	digital humanities	2		1	https://openalex.org/W4414532283	https://doi.org/10.1093/llc/fqaf091	article	1		
ordinary_hit	Literary / critical	ELH	2015	Ways of Not Reading Gertrude Stein	distant reading	2		1	https://openalex.org/W1966986837	https://doi.org/10.1353/elh.2015.0005	article	1		
ordinary_hit	Literary / critical	ELH	2016	“A Scientifical View of the Whole”: Adam Smith, Indexing, and Technologies of Abstraction	topic modeling	1		1	https://openalex.org/W2301040871	https://doi.org/10.1353/elh.2016.0001	article	1		
ordinary_hit	Literary / critical	ELH	2019	Essays from The English Institute 2017: Scale	distant reading	1		1	https://openalex.org/W2948328435	https://doi.org/10.1353/elh.2019.0014	article	1		
ordinary_hit	Literary / critical	ELH	2019	Extreme Reading: Josephine Miles and the Scale of the Pre-Digital Digital Humanities	digital humanities; distant reading	7		1	https://openalex.org/W2948139473	https://doi.org/10.1353/elh.2019.0018	article	1		
ordinary_hit	Literary / critical	ELH	2019	Science Fiction and the Time Scales of the Anthropocene	distant reading	2		1	https://openalex.org/W2948104474	https://doi.org/10.1353/elh.2019.0015	article	1		
ordinary_hit	Literary / critical	ELH	2020	"Data as Poetry in Cowper's Statistical ""Effusions"""	digital humanities	2		1	https://openalex.org/W3110904151	https://doi.org/10.1353/elh.2020.0036	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2007	Raising the Wind	digital humanities	1		1	https://openalex.org/W4237660717	https://doi.org/10.1353/jjq.2008.0016	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2011	“Changed, Eh?”: A Report on the XXIII International James Joyce Symposium, Dublin, Ireland, 10–16 June 2012	digital humanities	1		1	https://openalex.org/W2073527920	https://doi.org/10.1353/jjq.2011.0091	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2015	"""From Genesis to Revelations"": The 2016 Zurich James Joyce Foundation Workshop, 31 July-6 August 2016"	digital humanities	2		1	https://openalex.org/W2607049461	https://doi.org/10.1353/jjq.2015.0001	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2015	Robert Scholes 1929-2016	digital humanities	1		1	https://openalex.org/W2607279206	https://doi.org/10.1353/jjq.2015.0000	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2016	Raising the Wind	digital humanities	1		1	https://openalex.org/W4252788701	https://doi.org/10.1353/jjq.2016.0000	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2016	Regarding the Joyce Word Dictionary	digital humanities	1		1	https://openalex.org/W2777166165	https://doi.org/10.1353/jjq.2015.0053	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2018	“A Portrait of the Artist as a Young Man”: Digital Multimedia Edition of James Joyce’s 1916 Novel by James Joyce	digital humanities; distant reading	2		1	https://openalex.org/W2808473882	https://doi.org/10.1353/jjq.2018.0016	article	1		
ordinary_hit	Specialist	James Joyce Quarterly	2022	Loweringthe Wind	digital humanities	1		1	https://openalex.org/W4312468358	https://doi.org/10.1353/jjq.2022.0000	article	1		
ordinary_hit	Literary / critical	Journal of Modern Literature	2016	Digital Modernism as Method: Recent Publications in Digital Humanities	digital humanities	3		1	https://openalex.org/W2520738500	https://doi.org/10.2979/jmodelite.39.3.13	article	1		
ordinary_hit	Literary / critical	Journal of Modern Literature	2020	Aesthetics and Politics Again?	digital humanities	1		1	https://openalex.org/W3042162375	https://doi.org/10.2979/jmodelite.43.3.12	article	1		
ordinary_hit	Literary / critical	Modern Philology	2022	Intertextuality and Sociolectal Differentiation in Old Saxon and Old English Verse: A Stylometric Analysis Using N-grams	stylometry	2		1	https://openalex.org/W4224443219	https://doi.org/10.1086/719239	article	1		
ordinary_hit	Literary / critical	Modernism/modernity	2018	The Weak Powers of Digital Modernist Studies	distant reading	1		1	https://openalex.org/W2893147988	https://doi.org/10.1353/mod.2018.0040	article	1		
ordinary_hit	Literary / critical	New Literary History	2013	How the French Read	distant reading	1		1	https://openalex.org/W2051427077	https://doi.org/10.1353/nlh.2013.0014	article	1		
ordinary_hit	Literary / critical	New Literary History	2014	Introduction	distant reading	1		1	https://openalex.org/W4230663727	https://doi.org/10.1353/nlh.2014.0015	article	1		
ordinary_hit	Literary / critical	New Literary History	2015	Statistical Analysis at the Birth of Close Reading	digital humanities; distant reading	3		1	https://openalex.org/W2175952335	https://doi.org/10.1353/nlh.2015.0023	article	1		
ordinary_hit	Literary / critical	New Literary History	2015	The Bechdel Test and the Social Form of Character Networks	digital humanities	1		1	https://openalex.org/W2174414172	https://doi.org/10.1353/nlh.2015.0024	article	1		
ordinary_hit	Literary / critical	New Literary History	2016	Latour, the Digital Humanities, and the Divided Kingdom of Knowledge	digital humanities	1		1	https://openalex.org/W2522286634	https://doi.org/10.1353/nlh.2016.0018	article	1		
ordinary_hit	Literary / critical	New Literary History	2017	"""Hey! What's the Big Idea?"": Ruminations on the Question of Scale in Intellectual History"	distant reading	1		1	https://openalex.org/W2786103434	https://doi.org/10.1353/nlh.2017.0032	article	1		
ordinary_hit	Literary / critical	New Literary History	2017	Afterword: Why Big, Why Now?	digital humanities	1		1	https://openalex.org/W2786674909	https://doi.org/10.1353/nlh.2017.0039	article	1		
ordinary_hit	Literary / critical	New Literary History	2017	Distributed Character: Quantitative Models of the English Stage, 1550–1900	digital humanities	1		1	https://openalex.org/W2786433726	https://doi.org/10.1353/nlh.2017.0038	article	1		
ordinary_hit	Literary / critical	New Literary History	2017	Tragedy, for Example: Distant Reading and Exemplary Reading (Moretti)	digital humanities; distant reading	3		1	https://openalex.org/W2762399625	https://doi.org/10.1353/nlh.2017.0021	article	1		
ordinary_hit	Literary / critical	New Literary History	2018	Cosmopolitan Curiosity in an Open City: Notes on Reading Teju Cole by way of Kwame Anthony Appiah	digital humanities	1		1	https://openalex.org/W2888169455	https://doi.org/10.1353/nlh.2018.0012	article	1		
ordinary_hit	Literary / critical	New Literary History	2021	The Scale of Genre	digital humanities	1		1	https://openalex.org/W3193705176	https://doi.org/10.1353/nlh.2021.0012	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	A Queer Way of Counting: Bibliography and Computational Approaches to the Queer Novel	text mining	1		1	https://openalex.org/W4379410711	https://doi.org/10.1353/nlh.2022.a898334	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	But Why Always the Novel? Midrange Reading Samples of Persons and Texts	digital humanities; distant reading	2		1	https://openalex.org/W4379410714	https://doi.org/10.1353/nlh.2022.a898321	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	Content's Forms	computational literary criticism	1		1	https://openalex.org/W4379410729	https://doi.org/10.1353/nlh.2022.a898330	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	Doing (Computational) Literary Studies	computational literary studies	1		1	https://openalex.org/W4379410757	https://doi.org/10.1353/nlh.2022.a898320	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	Our Paratextual Presents, Our Computational Literary Futures	computational literary studies	1		1	https://openalex.org/W4379410765	https://doi.org/10.1353/nlh.2022.a898335	article	1		
ordinary_hit	Literary / critical	New Literary History	2022	Why Distant Reading Works	digital humanities; distant reading; cultural analytics	5		1	https://openalex.org/W4379410780	https://doi.org/10.1353/nlh.2022.a898323	article	1		
ordinary_hit	Literary / critical	New Literary History	2023	Introduction, Literary Cybernetics: History, Theory, Post-Disciplinarity	digital humanities	2		1	https://openalex.org/W4386890820	https://doi.org/10.1353/nlh.2023.a907164	article	1		
ordinary_hit	Literary / critical	Novel	2015	(Re)Born Digital	distant reading	1		1	https://openalex.org/W2768474000	https://doi.org/10.1215/00295132-3150413	article	1		
ordinary_hit	Literary / critical	Novel	2016	Cultivating a Curriculum	digital humanities; distant reading; macroanalysis	4		1	https://openalex.org/W2770096464	https://doi.org/10.1215/00295132-3458438	article	1		
ordinary_hit	Literary / critical	Novel	2016	The New Contentism	distant reading	2		1	https://openalex.org/W2770286402	https://doi.org/10.1215/00295132-3458357	article	1		
ordinary_hit	Literary / critical	Novel	2017	Social Imperatives	distant reading	2		1	https://openalex.org/W4236100398	https://doi.org/10.1215/00295132-4150319	article	1		
ordinary_hit	Literary / critical	Novel	2019	The Consolation of Critique	distant reading	1		1	https://openalex.org/W2942939891	https://doi.org/10.1215/00295132-7330290	article	1		
ordinary_hit	Literary / critical	Novel	2020	The Matter of Aesthetic Experience	digital humanities; distant reading	5		1	https://openalex.org/W3080289611	https://doi.org/10.1215/00295132-8309641	article	1		
ordinary_hit	Literary / critical	Novel	2021	Close Reading on a Global Scale	distant reading	1		1	https://openalex.org/W4206205001	https://doi.org/10.1215/00295132-9353971	article	1		
ordinary_hit	Literary / critical	Novel	2021	Differences that Make No Difference and Ambiguities that Do	digital humanities	1		1	https://openalex.org/W3201304416	https://doi.org/10.1215/00295132-9004657	article	1		
ordinary_hit	Literary / critical	Novel	2021	Keywords, Structures of Feeling, and the Novel	distant reading	2		1	https://openalex.org/W3177124185	https://doi.org/10.1215/00295132-8868869	article	1		
ordinary_hit	Literary / critical	Novel	2025	Victorians, Digitized	digital humanities	7		1	https://openalex.org/W7154450666	https://doi.org/10.1215/00295132-12157330	article	1		
ordinary_hit	Literary / critical	PMLA	2013	The Meaning of the Digital Humanities	digital humanities	11		1	https://openalex.org/W2137002059	https://doi.org/10.1632/pmla.2013.128.2.409	article	1		
ordinary_hit	Literary / critical	PMLA	2016	Dawnland Voices 2.0: Sovereignty and Sustainability Online	digital humanities	2		1	https://openalex.org/W2515500677	https://doi.org/10.1632/pmla.2016.131.2.392	article	1		
ordinary_hit	Literary / critical	PMLA	2016	Ecological Media Studies and the Matter of Digital Technologies	digital humanities	3		1	https://openalex.org/W2511525449	https://doi.org/10.1632/pmla.2016.131.2.364	article	1		
ordinary_hit	Literary / critical	PMLA	2016	Introduction: Assembling the Ecological Digital Humanities	digital humanities	5		1	https://openalex.org/W3120931414	https://doi.org/10.1632/pmla.2016.131.2.340	article	1		
ordinary_hit	Literary / critical	PMLA	2016	Resource Operations of the Ecological Digital Humanities	digital humanities	1		1	https://openalex.org/W2514695220	https://doi.org/10.1632/pmla.2016.131.2.401	article	1		
ordinary_hit	Literary / critical	PMLA	2016	Talking French	distant reading	1		1	https://openalex.org/W4235218721	https://doi.org/10.1632/pmla.2016.131.5.1489	article	1		
ordinary_hit	Literary / critical	PMLA	2016	The Digital Humanities, Inc.: Literary Criticism and the Fate of a Profession	digital humanities	3		1	https://openalex.org/W2515883732	https://doi.org/10.1632/pmla.2016.131.2.324	article	1		
ordinary_hit	Literary / critical	PMLA	2016	The Ecology of Art-iculation and Aggregate Reading	digital humanities	2		1	https://openalex.org/W2516373914	https://doi.org/10.1632/pmla.2016.131.2.356	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Algorithm and Analogy: Distant Reading in 1598	distant reading	1		1	https://openalex.org/W2766214655	https://doi.org/10.1632/pmla.2017.132.3.643	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Franco Moretti as Satirist	distant reading	2		1	https://openalex.org/W2766308824	https://doi.org/10.1632/pmla.2017.132.3.681	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Franco Moretti: A Response	distant reading	2		1	https://openalex.org/W2765821043	https://doi.org/10.1632/pmla.2017.132.3.686	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Mid-Range Reading: Not a Manifesto	digital humanities; distant reading	3		1	https://openalex.org/W2759867731	https://doi.org/10.1632/pmla.2017.132.3.620	article	1		
ordinary_hit	Literary / critical	PMLA	2017	On Disciplinary Finitude	digital humanities	1		1	https://openalex.org/W2767114749	https://doi.org/10.1632/pmla.2017.132.3.505	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Theology Still?	distant reading	4		1	https://openalex.org/W4242234473	https://doi.org/10.1632/pmla.2017.132.3.674	article	1		
ordinary_hit	Literary / critical	PMLA	2017	Why Distant Reading Isn't	distant reading	2		1	https://openalex.org/W2766736723	https://doi.org/10.1632/pmla.2017.132.3.628	article	1		
ordinary_hit	Literary / critical	PMLA	2017	“The Figure in the Carpet”	distant reading	1		1	https://openalex.org/W2766979173	https://doi.org/10.1632/pmla.2017.132.3.613	article	1		
ordinary_hit	Literary / critical	PMLA	2018	Aggregation, Public Criticism, and the History of Reading Big Data	digital humanities; distant reading; macroanalysis	4		1	https://openalex.org/W2900451816	https://doi.org/10.1632/pmla.2018.133.5.1207	article	1		
ordinary_hit	Literary / critical	PMLA	2018	Editor's Column	digital humanities	2		1	https://openalex.org/W2796574576	https://doi.org/10.1632/pmla.2018.133.1.9	article	1		
ordinary_hit	Literary / critical	PMLA	2018	Introduction to “How We Write Now”	distant reading	1		1	https://openalex.org/W2796720236	https://doi.org/10.1632/pmla.2018.133.1.124	article	1		
ordinary_hit	Literary / critical	PMLA	2020	African American Scholars and the Margins of DH	digital humanities	1		1	https://openalex.org/W3010064944	https://doi.org/10.1632/pmla.2020.135.1.152	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Anthropocene and Empire: Discourse Networks of the Human Record	digital humanities	1		1	https://openalex.org/W3009091177	https://doi.org/10.1632/pmla.2020.135.1.110	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Categorically Provisional	digital humanities	1		1	https://openalex.org/W4229761838	https://doi.org/10.1632/pmla.2020.135.1.165	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Dimensions of Scale: Invisible Labor, Editorial Work, and the Future of Quantitative Literary Studies	topic modeling	1		1	https://openalex.org/W3009813350	https://doi.org/10.1632/pmla.2020.135.1.23	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Media and Cultural Hybridity in the Digital Humanities	digital humanities	2		1	https://openalex.org/W3009285214	https://doi.org/10.1632/pmla.2020.135.1.159	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Picture This: The Screenshot's Use in Digital Humanities Scholarship	digital humanities	1		1	https://openalex.org/W3009147094	https://doi.org/10.1632/pmla.2020.135.1.203	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Race and Distant Reading	distant reading	4		1	https://openalex.org/W3010059704	https://doi.org/10.1632/pmla.2020.135.1.59	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Reading Distance: Port Louis, Cairo, Beijing	distant reading	1		1	https://openalex.org/W3115114058	https://doi.org/10.1632/pmla.2020.135.5.859	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Situating the Method Debates	distant reading	1		1	https://openalex.org/W3117134318	https://doi.org/10.1632/pmla.2020.135.5.1002	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Texturing the Digital Humanities: A Manifesto	digital humanities	2		1	https://openalex.org/W3010462175	https://doi.org/10.1632/pmla.2020.135.1.74	article	1		
ordinary_hit	Literary / critical	PMLA	2020	The Experimental Turn	digital humanities	1		1	https://openalex.org/W3010255380	https://doi.org/10.1632/pmla.2020.135.1.180	article	1		
ordinary_hit	Literary / critical	PMLA	2020	Toward a Diversity Stack: Digital Humanities and Diversity as Technical Problem	digital humanities	2		1	https://openalex.org/W3009972996	https://doi.org/10.1632/pmla.2020.135.1.130	article	1		
ordinary_hit	Literary / critical	PMLA	2025	Theorizing Public Digital Humanities: A Model for Collaborative Knowledge Production	digital humanities	1		1	https://openalex.org/W4409457449	https://doi.org/10.1632/s0030812925000057	article	0		
ordinary_hit	Specialist	Shakespeare Quarterly	2010	Disciplining Digital Humanities, 2010: Shakespeare's Staging, XMAS, Shakespeare Performance in Asia, Shakespeare Quartos Archive, and BardBox	digital humanities	2		1	https://openalex.org/W1985233499	https://doi.org/10.1353/shq.2010.0003	article	1		
ordinary_hit	Specialist	Shakespeare Quarterly	2017	Moving Parts: Digital Modeling and the Infrastructures of Shakespeare Editing	digital humanities	1		1	https://openalex.org/W2759745148	https://doi.org/10.1353/shq.2017.0002	article	1		
ordinary_hit	Specialist	Victorian Studies	2011	&lt;em&gt;The Affective Life of the Average Man: The Victorian Novel and the Stock-Market Graph&lt;/em&gt;, by Audrey Jaffe	distant reading	1		1	https://openalex.org/W1489801617	https://doi.org/10.2979/victorianstudies.53.4.779	article	1		
ordinary_hit	Specialist	Victorian Studies	2011	A Conversation with Data: Prospecting Victorian Words and Ideas	distant reading; text mining	4		1	https://openalex.org/W2009272360	https://doi.org/10.2979/victorianstudies.54.1.69	article	1		
ordinary_hit	Specialist	Victorian Studies	2011	Learning to Read Data: Bringing out the Humanistic in the Digital Humanities	digital humanities	10		1	https://openalex.org/W2017562899	https://doi.org/10.2979/victorianstudies.54.1.79	article	1		
ordinary_hit	Specialist	Victorian Studies	2012	&lt;em&gt;Poetics en Passant: Redefining the Relationship between Victorian and Modern Poetry&lt;/em&gt;, by Anne Jamison	distant reading	1		1	https://openalex.org/W1543997079	https://doi.org/10.2979/victorianstudies.54.3.521	article	1		
ordinary_hit	Specialist	Victorian Studies	2013	The Ends of History: Introduction	distant reading	1		1	https://openalex.org/W2061549488	https://doi.org/10.2979/victorianstudies.55.4.591	article	1		
ordinary_hit	Specialist	Victorian Studies	2016	Present Tense Futures of the Past	digital humanities	1		1	https://openalex.org/W2592921055	https://doi.org/10.2979/victorianstudies.59.1.07	article	1		
ordinary_hit	Specialist	Victorian Studies	2016	Response	digital humanities; distant reading	3		1	https://openalex.org/W4256510331	https://doi.org/10.2979/victorianstudies.58.2.09	article	1		
ordinary_hit	Specialist	Victorian Studies	2016	Spectrally Illuminating the Hidden Material History of David Livingstone's 1870 Field Diary	digital humanities	1		1	https://openalex.org/W2465090958	https://doi.org/10.2979/victorianstudies.58.2.06	article	1		
ordinary_hit	Specialist	Victorian Studies	2017	Slavery's Intertextual Harvest	distant reading	1		1	https://openalex.org/W2792202096	https://doi.org/10.2979/victorianstudies.60.1.04	article	1		
ordinary_hit	Specialist	Victorian Studies	2019	Reductive Reading: A Syntax of Victorian Moralizing, by Sarah Allison	digital humanities	1		1	https://openalex.org/W4365808233	https://doi.org/10.2979/victorianstudies.61.4.31	article	1		
ordinary_hit	Specialist	Victorian Studies	2019	Response: Reading Outward	distant reading	1		1	https://openalex.org/W2953313393	https://doi.org/10.2979/victorianstudies.61.2.09	article	1		
ordinary_hit	Specialist	Victorian Studies	2022	Sara Ahmed’s Politics of Citation and Student Scholarship: Uncovering Indigenous Co-authors of British Folklore Collections	digital humanities	1		1	https://openalex.org/W4365800696	https://doi.org/10.2979/victorianstudies.64.2.12	article	1		
ordinary_hit	Specialist	Victorian Studies	2024	Thousands of Canvases: Bernard Bosanquet's Aesthetics of the Extraneous	distant reading	2		1	https://openalex.org/W4411781486	https://doi.org/10.2979/vic.00229	article	1		
ordinary_hit	Specialist	Victorian Studies	2025	"Spotting Rossetti in the Newspaper: A Proposal for ""Neuro-Genre"""	digital humanities	1		1	https://openalex.org/W7119201190	https://doi.org/10.2979/vic.00295	article	1		
review_candidate	Comparanda	American Historical Review	2016	Gregor Kalas.<i>The Restoration of the Roman Forum in Late Antiquity: Transforming Public Space</i>.	digital humanities	1	italic_metadata	1	https://openalex.org/W2417992734	https://doi.org/10.1093/ahr/121.3.1007	article	1		
review_candidate	Comparanda	American Historical Review	2016	Joseph M. Beilein Jr. and Matthew C. Hulbert, editors.<i>The Civil War Guerrilla: Unfolding the Black Flag in History, Memory, and Myth</i>.	digital humanities	1	italic_metadata	1	https://openalex.org/W2318594800	https://doi.org/10.1093/ahr/121.2.570	article	1		
review_candidate	Comparanda	American Historical Review	2016	Lisa Gitelman.<i>Paper Knowledge: Toward a Media History of Documents</i>.	digital humanities	1	italic_metadata	1	https://openalex.org/W2530455929	https://doi.org/10.1093/ahr/121.4.1248	article	1		
review_candidate	Comparanda	American Historical Review	2017	Jason D. Hansen. Mapping the Germans: Statistical Science, Cartography, and the Visualization of the German Nation, 1848–1914.	digital humanities	1	book_review_bibliographic_pattern	1	https://openalex.org/W2626496660	https://doi.org/10.1093/ahr/122.3.943	article	1		
review_candidate	Comparanda	American Historical Review	2025	Todd Presner. <i>Ethics of the Algorithm: Digital Humanities and Holocaust Memory</i>	digital humanities	1	italic_metadata	1	https://openalex.org/W4414314132	https://doi.org/10.1093/ahr/rhaf275	article	0		
review_candidate	Comparanda	Cultural Analytics	2020	Gender Dynamics and Critical Reception: A Study of Early 20th-century Book Reviews from The New York Times	cultural analytics	1	review_marker	1	https://openalex.org/W3003714380	https://doi.org/10.22148/001c.11831	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2015	<i>ProppLearner</i>: Deeply Annotating a Corpus of Russian Folktales to Enable the Machine Learning of a Russian Formalist Theory	digital humanities	1	italic_metadata	1	https://openalex.org/W2325553602	https://doi.org/10.1093/llc/fqv067	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2015	Metaphor, Popular Science, and Semantic Tagging: Distant reading with the<i>Historical Thesaurus of English</i>	distant reading	2	italic_metadata	1	https://openalex.org/W1863916568	https://doi.org/10.1093/llc/fqv045	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2015	Semantic Enrichment for Recommendation of Primary Studies in a Systematic Literature Review	text mining	1	review_marker	1	https://openalex.org/W2113905872	https://doi.org/10.1093/llc/fqv031	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2016	Is It Time to Re-think<i>King John</i>?	stylometry	1	italic_metadata	1	https://openalex.org/W2397706671	https://doi.org/10.1093/llc/fqw018	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2016	Text mining<i>War and Peace</i>: Automatic extraction of character traits from literary pieces	text mining	1	italic_metadata	1	https://openalex.org/W2562449188	https://doi.org/10.1093/llc/fqw052	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2019	Epic social networks and Eve's centrality in Milton’s<i>Paradise Lost</i>	digital humanities	1	italic_metadata	1	https://openalex.org/W2917375926	https://doi.org/10.1093/llc/fqz001	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2020	<i>Arden of Faversham</i>, the authorship problem: Shakespeare, Watson, or Kyd?	stylometry	1	italic_metadata	1	https://openalex.org/W3205988523	https://doi.org/10.1093/llc/fqaa067	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2020	Big data or not enough? Zeta test reliability and the attribution of <i>Henry VI</i>	stylometry	1	italic_metadata	1	https://openalex.org/W3107685290	https://doi.org/10.1093/llc/fqaa041	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2020	Citational politics: Quantifying the influence of gender on citation in <i>Digital Scholarship in the Humanities</i>	digital humanities	3	italic_metadata	1	https://openalex.org/W3047342523	https://doi.org/10.1093/llc/fqaa011	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2020	Lemmatization in the collaborative editorial workflow of a medieval French text: The digital edition of the <i>Histoire ancienne jusqu’à César</i>	digital humanities	1	italic_metadata	1	https://openalex.org/W3214140736	https://doi.org/10.1093/llc/fqaa060	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2020	Who wrote <i>Wuthering Heights</i>?	stylometry	2	italic_metadata	1	https://openalex.org/W3037647250	https://doi.org/10.1093/llc/fqaa031	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2021	A project review under the focus of ‘complexities’ on the example of exploreAT!	digital humanities	1	review_marker	1	https://openalex.org/W3106247171	https://doi.org/10.1093/llc/fqab004	review	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2021	Medicine in the<i>Monthly Review</i>: Revealing public medical discourse with topic modelling	topic modeling	2	review_marker;italic_metadata	1	https://openalex.org/W3215720427	https://doi.org/10.1093/llc/fqab034	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	<i>Bitstreams</i>: The Future of Digital Literary Heritage. Matthew Kirschenbaum	digital humanities	1	italic_metadata	1	https://openalex.org/W4285154068	https://doi.org/10.1093/llc/fqac031	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	A systematic review of Wikidata in Digital Humanities projects	digital humanities	2	review_marker	1	https://openalex.org/W4313418192	https://doi.org/10.1093/llc/fqac083	review	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Are translated Chinese <i>Wuxia</i> fiction and western heroic literature similar? A stylometric analysis based on stylistic panoramas	stylometry	4	italic_metadata	1	https://openalex.org/W4225957042	https://doi.org/10.1093/llc/fqac019	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Are<i>Daojing</i>and<i>Dejing</i>stylistically independent of each other: A stylometric analysis with activity and descriptivity	stylometry	2	italic_metadata	1	https://openalex.org/W4293068951	https://doi.org/10.1093/llc/fqac042	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Challenging stylometry: The authorship of the baroque play <i>La Segunda Celestina</i>	stylometry	4	italic_metadata	1	https://openalex.org/W3105140683	https://doi.org/10.1093/llc/fqac063	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Did Mary Shelley write<i>Frankenstein</i>? A stylometric analysis	stylometry	3	italic_metadata	1	https://openalex.org/W4307220528	https://doi.org/10.1093/llc/fqac061	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Digital Humanities and disability: A systematic literature review of cultural accessibility for people with disability	digital humanities	2	review_marker	1	https://openalex.org/W4288801862	https://doi.org/10.1093/llc/fqac045	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Seeing various adventures through a mirror: Detecting translator’s stylistic visibility in Chinese translations of<i>Alice’s Adventure in Wonderland</i>	stylometry	2	italic_metadata	1	https://openalex.org/W4225716654	https://doi.org/10.1093/llc/fqac024	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	Stylometric similarity in literary corpora: Non-authorship clustering and<i>Deutscher Novellenschatz</i>	stylometry	4	italic_metadata	1	https://openalex.org/W4292457759	https://doi.org/10.1093/llc/fqac039	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2022	The discourse of awe in the traditions recorded in the name of the Baal Shem Tov in<i>Sefer Degel Mahaneh Ephraim</i>: A distant reading leading to a close reading	distant reading	2	italic_metadata	1	https://openalex.org/W4308381305	https://doi.org/10.1093/llc/fqac070	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	Great lengths: a review of website preservation activities at three American Universities with digital humanities centers	digital humanities	3	review_marker	1	https://openalex.org/W4388636836	https://doi.org/10.1093/llc/fqad080	review	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	Personality recognition in Digital Humanities: A review of computational approaches in the humanities	digital humanities	4	review_marker	1	https://openalex.org/W4381848420	https://doi.org/10.1093/llc/fqad047	review	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	R Stylo and the authorship determination of <i>Henry V</i>	stylometry	1	italic_metadata	1	https://openalex.org/W4387494170	https://doi.org/10.1093/llc/fqad067	article	1		
review_candidate	Comparanda	Digital Scholarship in the Humanities	2023	Retranslated Chinese classical canon <i>Journey to the West</i>: a stylometric comparison between Julia Lovell’s retranslation and Arthur Waley’s translation	stylometry	3	italic_metadata	1	https://openalex.org/W4388964122	https://doi.org/10.1093/llc/fqad085	article	1		
