ol_work_id	original_decision	original_wikidata_qid	corrected_decision	corrected_wikidata_qid	correction_type	evidence_status	reason
OL69043W	MATCH	Q301517	NO_MATCH		SAME_TITLE_DIFFERENT_WORK	SOURCE_SUPPORTED	OL69043W is the 1906 anthology Under the sunset edited by William Dean Howells and Henry Mills Alden; it is distinct from Bram Stoker's Under the Sunset represented by OL85885W and Wikidata Q301517.
