openlibrary_work_key	selection_title	selection_author	search_author_variant	ia_identifier	ia_title	ia_creator	ia_date	ia_year	ia_mediatype	ia_language	ia_publisher	ia_subject	ia_description	ia_collection	review_label	review_note
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	the-great-gatsby-431-1	The Great Gatsby 431 ( 1)	F. Scott Fitzgerald	1925-04-10T00:00:00Z	1925.0	texts	eng		Gatsby	"In 1922, F. Scott Fitzgerald announced his decision to write ""something new--something extraordinary and beautiful and simple + intricately patterned."" That extraordinary, beautiful, intricately patterned, and above all, simple novel became The Great Gatsby, arguably Fitzgerald's finest work and certainly the book for which he is best known. A portrait of the Jazz Age in all of its decadence and excess, Gatsby captured the spirit of the author's generation and earned itself a permanent place in American mythology. Self-made, self-invented millionaire Jay Gatsby embodies some of Fitzgerald's--and his country's--most abiding obsessions: money, ambition, greed, and the promise of new beginnings. ""Gatsby believed in the green light, the orgiastic future that year by year recedes before us. It eluded us then, but that's no matter--tomorrow we will run faster, stretch out our arms farther.... And one fine morning--"" Gatsby's rise to glory and eventual fall from grace becomes a kind of cautionary tale about the American Dream. It's also a love story, of sorts, the narrative of Gatsby's quixotic passion for Daisy Buchanan. The pair meet five years before the novel begins, when Daisy is a legendary young Louisville beauty and Gatsby an impoverished officer. They fall in love, but while Gatsby serves overseas, Daisy marries the brutal, bullying, but extremely rich Tom Buchanan. After the war, Gatsby devotes himself blindly to the pursuit of wealth by whatever means--and to the pursuit of Daisy, which amounts to the same thing. ""Her voice is full of money,"" Gatsby says admiringly, in one of the novel's more famous descriptions. His millions made, Gatsby buys a mansion across Long Island Sound from Daisy's patrician East Egg address, throws lavish parties, and waits for her to appear. When she does, events unfold with all the tragic inevitability of a Greek drama, with detached, cynical neighbor Nick Carraway acting as chorus throughout. Spare, elegantly plotted, and written in crystalline prose, The Great Gatsby is as perfectly satisfying as the best kind of poem."	['emptyfiles', 'community']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_S0-DHV-794	the great gatsby	F. Scott Fitzgerald	1953-01-01T00:00:00Z	1953.0	texts					['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_Y0-BWD-924	the great gatsby	f. scott fitzgerald	1953-01-01T00:00:00Z	1953.0	texts	eng	charles scribner's sons			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	FrancisScottFitzgeraldTheGreatGatsby	The Great Gatsby by F. Scott Fitzgerald Feedbooks	F. Scott Fitzgerald			texts	eng	feedbooks	fiction	"This work is available for countries where copyright is Life+70. In 1922, F. Scott Fitzgerald announced his decision to write ""something new--something extraordinary and beautiful and simple + intricately patterned."" That extraordinary, beautiful, intricately patterned, and above all, simple novel became The Great Gatsby, arguably Fitzgerald's finest work and certainly the book for which he is best known. A portrait of the Jazz Age in all of its decadence and excess, Gatsby captured the spirit of the author's generation and earned itself a permanent place in American mythology. Self-made, self-invented millionaire Jay Gatsby embodies some of Fitzgerald's--and his country's--most abiding obsessions: money, ambition, greed, and the promise of new beginnings. ""Gatsby believed in the green light, the orgiastic future that year by year recedes before us. It eluded us then, but that's no matter--tomorrow we will run faster, stretch out our arms farther.... And one fine morning--"" Gatsby's rise to glory and eventual fall from grace becomes a kind of cautionary tale about the American Dream. It's also a love story, of sorts, the narrative of Gatsby's quixotic passion for Daisy Buchanan. The pair meet five years before the novel begins, when Daisy is a legendary young Louisville beauty and Gatsby an impoverished officer. They fall in love, but while Gatsby serves overseas, Daisy marries the brutal, bullying, but extremely rich Tom Buchanan. After the war, Gatsby devotes himself blindly to the pursuit of wealth by whatever means--and to the pursuit of Daisy, which amounts to the same thing. ""Her voice is full of money,"" Gatsby says admiringly, in one of the novel's more famous descriptions. His millions made, Gatsby buys a mansion across Long Island Sound from Daisy's patrician East Egg address, throws lavish parties, and waits for her to appear. When she does, events unfold with all the tragic inevitability of a Greek drama, with detached, cynical neighbor Nick Carraway acting as chorus throughout. Spare, elegantly plotted, and written in crystalline prose, The Great Gatsby is as perfectly satisfying as the best kind of poem. * * * ""Now we have an American masterpiece in its final form: the original crystal has shaped itself into the true diamond. This is the novel as Fitzgerald wished it to be, and so it is what we have dreamed of, sleeping and waking."" -- James Dickey * * * The Great Gatsby is a novel by the American author F. Scott Fitzgerald. First published on April 10, 1925, it is set on Long Island's North Shore and in New York City during the summer of 1922. The novel takes place following the First World War. American society enjoyed prosperity during the ""roaring"" 1920s as the economy soared. At the same time, Prohibition, the ban on the sale and manufacture of alcohol as mandated by the Eighteenth Amendment, made millionaires out of bootleggers. After its republishing in 1945 and 1953, it quickly found a wide readership and is today widely regarded as a paragon of the Great American Novel, and a literary classic. The Great Gatsby has become a standard text in high school and university courses on American literature in countries around the world, and is ranked second in the Modern Library's lists of the 100 Best Novels of the 20th Century. --Wikipedia"	['opensource', 'community', 'fav-haight1968', 'fav-rhouse24', 'fav-swswswswsw']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsby0000fsco_s8u1	THe Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng				['internetarchivebooks']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_Y0-DKL-275	The great gatsby	F. Scott Fitzgerald	1953-01-01T00:00:00Z	1953.0	texts	eng	Charles Scribner's Sons			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsby0000fsco_i8x2	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng	Charles Scribner's Sons			['internetarchivebooks']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	the-great-gatsby_1922	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng		['Great', 'Gatsby', 'novel', 'Scott', 'Fitzgerald']	The Great Gatsby is a 1925 novel written by American author F. Scott Fitzgerald that follows a cast of characters living in the fictional towns of West Egg and East Egg on prosperous Long Island in the summer of 1922.	['opensource', 'community', 'fav-abhinish_singh', 'fav-adamw653', 'fav-alexis_gomez410', 'fav-ann-elizabeth_ezeala', 'fav-anne_sophie507', 'fav-braxton_bradley', 'fav-cargopantsss', 'fav-carolina_sayago', 'fav-christine_casey426', 'fav-cinefilonyc', 'fav-combattlerv', 'fav-dmengel', 'fav-doodle_spy', 'fav-dulce_hern_ndez705', 'fav-e_sousa', 'fav-eri469', 'fav-haight1968', 'fav-imad_ox', 'fav-jakewysocky', 'fav-kanishk_arige_25byb1109', 'fav-kantorock', 'fav-katr_ne_frickausa578', 'fav-kaygojr', 'fav-kristabelle7754', 'fav-ksvo7584', 'fav-librarian95', 'fav-maureen_laneski', 'fav-meglynn', 'fav-milliethesilly', 'fav-missribbonmilk1996', 'fav-moonlight_karma', 'fav-nanadeb72', 'fav-ngoc_vu849', 'fav-nitesh_vox', 'fav-r_im', 'fav-rahma_hamid', 'fav-ravendon', 'fav-ravenrose_15', 'fav-rb_-_11zz_799566_fletchers_meadow_ss', 'fav-redwheelmedia', 'fav-ri_mika', 'fav-sayko975', 'fav-shubh_khare166', 'fav-smj_64', 'fav-somdutt_kulhari', 'fav-thatschmuckyouhate', 'fav-the_steel_man', 'fav-thefictionsystem', 'fav-turquoixe', 'fav-ultra_d-rex', 'fav-valentina_bravo678', 'fav-wj_h770', 'fav-xxajay456']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	isbn_9786847176030	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	English	Charles Scribner's Sons			['internetarchivebooks', 'fav-bosoroshi', 'fav-giulio_de_menis', 'fav-misterpopcereal']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_W9-ABG-619	The Great Gatsby	F. Scott Fitzgerald	1953-01-01T00:00:00Z	1953.0	texts	eng	Charles Scribner's Sons			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_KU-336-391	The Great Gatsby	F. Scott Fitzgerald	1969-01-01T00:00:00Z	1969.0	texts					['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_Y0-CIP-400	the great gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng				['internetarchivebooks']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_S0-CCU-128	Three Novels : The Great Gatsby, Tender is the Night, The Last Tycoon	F. Scott Fitzgerald	1953-01-01T00:00:00Z	1953.0	texts	eng	Charles Scribner's Sons			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsby0000unse_v0i9	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng				['internetarchivebooks', 'fav-ahmedsebak', 'fav-boingercat']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	the-great-gatsby_planet_ebook	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng		['The Great Gatsby', 'F. Scott Fitzgerald', 'Planet EBook', 'PlanetEbook.com', 'Free eBooks at Planet eBook.com']	The Great Gatsby is a 1925 novel by American writer F. Scott Fitzgerald. Set in the Jazz Age on Long Island, near New York City, the novel depicts first-person narrator Nick Carraway's interactions with Jay Gatsby, the mysterious millionaire with an obsession to reunite with his former lover, Daisy Buchanan.	['opensource', 'fav-mzrrye186']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_Y0-CGY-045	The Great Gatsby	F. Scott Fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng	Grosset & Dunlap			['internetarchivebooks', 'fav-drfromhades']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	isbn_9788124801468	The Great Gatsby	F. SCOTT FITZGERALD	1925-01-01T00:00:00Z	1925.0	texts	eng				['internetarchivebooks', 'fav-meryem_bulut112']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsby0000fsco_c2m3	the great gatsby	f. scott fitzgerald	1925-01-01T00:00:00Z	1925.0	texts	eng	new york: charles scribners sons			['internetarchivebooks', 'fav-cyrusfryback']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_O9-BWJ-110	THE GREAT GATSBY	F. SCOTT FITZGERALD	1925-01-01T00:00:00Z	1925.0	texts	eng				['internetarchivebooks', 'fav-chapalan', 'fav-grizou823']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	the-great-gatsby-f.-scott-fitzgerald_202507	The Great Gatsby | F. Scott Fitzgerald	F. Scott Fitzgerald			texts			The Great Gatsby | F. Scott Fitzgerald	The Great Gatsby | F. Scott Fitzgerald	['opensource']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	bwb_T5-CUT-852	THE GREAT GATSBY	F. SCOTT FITZGERALD	1953-01-01T00:00:00Z	1953.0	texts	eng				['internetarchivebooks', 'printdisabled', 'inlibrary', 'fav-thomas_fitzpatrick261']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsbyscrib0000fsco	The Great Gatsby THE SCRIBNER LIBRARY # SL 1	F. Scott Fitzgerald	1953-01-01T00:00:00Z	1953.0	texts	eng	Charles Scribner's Sons			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	isbn_9783852722962	The Great Gatsby, Class Set. Level 5 (B1)	F. Scott Fitzgerald	2011-01-01T00:00:00Z	2011.0	texts	eng	Helbling Verlag Gmbh			['internetarchivebooks', 'inlibrary', 'printdisabled', 'fav-cinlettre', 'fav-gerardo_gomez841', 'fav-kwenzyg', 'fav-randy_g_mez']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsbypengu0000fsco	The Great Gatsby (penguin Books 746)	F. Scott Fitzgerald	1950-01-01T00:00:00Z	1950.0	texts	eng	Penguin Books			['internetarchivebooks', 'inlibrary', 'printdisabled', 'fav-adetola_gafar', 'fav-aksa921', 'fav-aron734', 'fav-ayat_hamdi', 'fav-bahadir_koc', 'fav-calie_chatelain', 'fav-cherrypitts', 'fav-deema_mattar', 'fav-diana_rodriguez186', 'fav-dnl87', 'fav-hopeunion', 'fav-iloveubakamitai', 'fav-jackyax748', 'fav-kittykatb', 'fav-meu270', 'fav-moneerah_06', 'fav-nwolisa_chiazokam', 'fav-sabitsuki', 'fav-stockingpuppet69', 'fav-taylor_stone', 'fav-unknown_p877', 'fav-vitorneiva', 'fav-wanroyo', 'fav-zanab_swati']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	greatgatsbyfitzg0000fsco	The Great Gatsby Fitzgerald, Francis Scott	F. Scott Fitzgerald	2017-02-01T00:00:00Z	2017.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'inlibrary', 'printdisabled', 'fav-alfred_tan632', 'fav-bunnyaiden', 'fav-gibsonlau1991', 'fav-iliakimia', 'fav-ivandreyar', 'fav-kayleigh_johnson', 'fav-noemi_rizzuti', 'fav-roxy0972', 'fav-sjnieman']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	isbn_9788172344566	The Great Gatsby	F Scott Fitzgerald	2016-01-01T00:00:00Z	2016.0	texts	eng	['Fingerprint', 'Prakash Book Depot']			['internetarchivebooks', 'inlibrary', 'printdisabled', 'fav-jeanne_lawson']		
/works/OL35353208W	The Great Gatsby	F Scott Fitzgerald	F Scott Fitzgerald	isbn_9781781396834	The Great Gatsby	F Scott Fitzgerald	2016-08-31T00:00:00Z	2016.0	texts	eng	Benediction Books			['internetarchivebooks', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	youthheartofdark00conr	Youth; Heart of Darkness; The End of the Tether (Penguin Classics)	['Joseph Conrad', 'John Lyon']	1995-11-01T00:00:00Z	1995.0	texts	eng	Penguin Classics	['Classic fiction', 'Modern fiction', 'Novels, other prose & writers: from c 1900 -', 'Short stories', 'Conrad, Joseph, 1857-1924', 'Literature - Classics / Criticism', 'German', 'Literature: Classics', 'General', 'Fiction / Classics']		['internetarchivebooks', 'printdisabled', 'fav-bahadir_koc', 'fav-chloe_duncan316', 'fav-jecko696', 'fav-madihamandcheese', 'fav-renana_levi', 'fav-seouljiji', 'binghamton-ol', 'framingham-ol', 'openlibrary-d-ol']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessa00conr_1	Heart of darkness	Joseph Conrad	1997-01-01T00:00:00Z	1997.0	texts	eng	Signet Classic	['Fugitives from justice -- Fiction', 'Ship captains -- Fiction', 'Europeans -- Africa -- Fiction', 'Trading posts -- Fiction', 'Degeneration -- Fiction', 'Imperialism -- Fiction', 'Africa -- Fiction']		['internetarchivebooks', 'printdisabled', 'fav-777353', 'fav-certainty', 'fav-magnesamdal', 'binghamton-ol', 'johnshopkins-ol', 'stmaryscountylibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-DNJ-645	Heart of Darkness	Joseph Conrad	1966-01-01T00:00:00Z	1966.0	texts	eng				['internetarchivebooks', 'printdisabled', 'inlibrary', 'fav-sarkar99']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknesss0000unse	heart of darkness & the secret sharer	Joseph Conrad	1950-01-01T00:00:00Z	1950.0	texts	eng				['internetarchivebooks', 'fav-jahanzeb_shah']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	isbn_9781466222274	Heart of Darkness	['Joseph Conrad', 'C. Wade Naney']	2011-01-01T00:00:00Z	2011.0	texts	English	Grindl Press			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_W6-BPO-451	Joseph Conrad's Heart of darkness: backgrounds and criticisms	Joseph Conrad	1960-01-01T00:00:00Z	1960.0	texts	eng	Prentice-Hall			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_C0-BNX-088	Heart Of Darkness The Secret Sharer	Joseph Conrad	1910-01-01T00:00:00Z	1910.0	texts	eng				['internetarchivebooks', 'fav-bryant_hollifield592', 'fav-kavya_sharma661']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heart-of-darkness_joseph-conrad	Heart Of Darkness	Joseph Conrad	1899-01-01T00:00:00Z	1899.0	texts	eng		['Book', 'Action']	Heart Of Darkness by Joseph Conrad	['opensource', 'community']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-ELE-285	Heart of Darkness	Joseph Conrad	1969-01-01T00:00:00Z	1969.0	texts		The Heritage Press			['internetarchivebooks', 'printdisabled', 'inlibrary', 'fav-kylebrooke']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessh0000jose	Heart of Darkness. (Heritage Club Series)	Joseph Conrad	1969-01-01T00:00:00Z	1969.0	texts	eng	Limited Editions Club			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_W9-CKE-054	Heart of Darkness	Joseph Conrad	1969-01-01T00:00:00Z	1969.0	texts	eng	The George Macy Companies, Inc.			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	isbn_9781453609859	Heart of Darkness: 'As Powerful a Condemnation of Imperialism as Has Ever Been Written'	Joseph Conrad	2010-01-01T00:00:00Z	2010.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'openlibrary-d-ol']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessi0000jose	Heart of Darkness in Slipbox	Joseph Conrad	1969-01-01T00:00:00Z	1969.0	texts	eng	The Heritage Press			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknesss0000jose_e8s8	Heart of Darkness and the Secret Sharer	Joseph Conrad	1910-01-01T00:00:00Z	1910.0	texts	eng	Signet Classic			['internetarchivebooks', 'fav-dmitry_sikorsky', 'fav-irohamca', 'fav-jag09m']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_P3-EGW-540	Heart of Darkness and The Secret Sharer (Signet Classics) by Joseph Conrad (1997-09-01)	Joseph Conrad	1781-01-01T00:00:00Z	1781.0	texts	eng	Signet Classics			['internetarchivebooks', 'fav-adrianveidt', 'fav-andrew_kozelka', 'fav-dreamqueen', 'fav-gerardo_gallegos_ochoa_gaog680518', 'fav-irohamca', 'fav-jahanzeb_shah', 'fav-rho_lan_ram', 'fav-taylor895']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessa0000unse	Heart of Darkness; Almayer's Folly; The Lagoon	Joseph Conrad	1960-01-01T00:00:00Z	1960.0	texts	eng	DELL			['internetarchivebooks', 'printdisabled', 'inlibrary', 'fav-flora_low']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	isbn_9781495944666	Heart of Darkness	Joseph Conrad	2014-02-14T00:00:00Z	2014.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknesss0000jose_e7r1	heart of darkness and the secret sharer	joseph conrad	1910-01-01T00:00:00Z	1910.0	texts	eng				['internetarchivebooks', 'fav-cristinapinkvarela', 'fav-schlagger', 'fav-supermega12']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	in.ernet.dli.2015.176661	Youth Heart Of Darkness The End Or The Tether	Joseph Conrad	1902-01-01T00:00:00Z	1902.0	texts	eng		City	Book Source: Digital Library of India Item 2015.176661 dc.contributor.author: Joseph Conrad dc.contributor.other: Ccl dc.date.accessioned: 2015-07-07T04:56:18Z dc.date.available: 2015-07-07T04:56:18Z dc.date.copyrightexpirydate: 0000-00-00 dc.date.digitalpublicationdate: 2029-07-03 dc.date.citation: 1902 dc.identifier.barcode: 2020120012526 dc.identifier.origpath: /data/upload/0012/531 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/176661 dc.description.scanningcentre: City Central Library, Hyderabad dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 356 dc.format.mimetype: application/pdf dc.language.iso: English dc.publisher.digitalrepublisher: Par Informatics, Hyderabad dc.publisher: J.m.den Amp Sons Ltd (london) dc.rights: Out_of_copyright dc.source.library: Scl dc.title: Youth Heart Of Darkness The End Or The Tether dc.rights.holder: Enter Name Of The Copyright Owner	['digitallibraryindia', 'JaiGyan', 'fav-chs2017', 'fav-gregswaeg', 'fav-rickrhude', 'fav-weee0603']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-ABM-520	Heart of Darkness Almayer's Folly the Lagoon	Joseph Conrad	1960-01-01T00:00:00Z	1960.0	texts	eng				['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessa00conr_0	Heart of darkness	Joseph Conrad	1988-01-01T00:00:00Z	1988.0	texts	eng	Norton	['Conrad, Joseph, 1857-1924', 'Europeans -- Africa -- Fiction', 'Trading posts -- Fiction', 'Degeneration -- Fiction', 'Imperialism -- Fiction', 'Africa -- Fiction']		['internetarchivebooks', 'printdisabled', 'fav-al_haas', 'fav-amishen', 'fav-anoushka_literature_student', 'fav-arctorus', 'fav-axisbee', 'fav-benmac', 'fav-bigboyjohnson', 'fav-blanka568', 'fav-catry07', 'fav-d_smith2939', 'fav-despgian', 'fav-e_blackadder', 'fav-global1999', 'fav-hollstes', 'fav-jessica_neri', 'fav-lauravir', 'fav-mokream', 'fav-nathansr', 'fav-rafytarar', 'fav-sbhh', 'fav-yana_potemkin', 'phillipsacademy-preview']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarkness0000jose	heart of darkness	Joseph conrad	1966-01-01T00:00:00Z	1966.0	texts	eng	Airmont Publishing Company, Inc.			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarkness0000unse_v5z8	Heart of Darkness	Joseph Conrad	2020-01-01T00:00:00Z	2020.0	texts		Independent			['internetarchivebooks', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-DNN-146	youth heart of darkness and the end of the tether	joseph conrad	1902-01-01T00:00:00Z	1902.0	texts	eng	j.m. dent and sons ltd			['internetarchivebooks', 'fav-kokigay108']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessa0000jose_r6c4	Heart of Darkness (AmazonClassics Edition)	Joseph Conrad	2017-10-08T00:00:00Z	2017.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	isbn_9780760717769	Heart of Darkness and Other Stories	Joseph Conrad	1995-01-01T00:00:00Z	1995.0	texts	English	Wordsworth Editions Limited			['internetarchivebooks', 'inlibrary', 'printdisabled', 'fav-elznix', 'fav-ratbuffalo', 'fav-sarkar99', 'fav-sof_a_di_nubila']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-BGP-951	Heart of Darkness and the Secret Sharer	JOseph Conrad	1910-01-01T00:00:00Z	1910.0	texts	eng				['internetarchivebooks', 'fav-az_grizzly', 'fav-taylor895']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknessn0000jose	HEART OF DARKNESS, New Edition	Joseph Conrad	2015-02-06T00:00:00Z	2015.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'inlibrary', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heart-of-darkness-joseph-conrad	Heart Of Darkness | Joseph Conrad	Joseph Conrad			texts			Heart Of Darkness | Joseph Conrad	Heart Of Darkness | Joseph Conrad	['opensource', 'fav-haight1968']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknesso0000jose_s1q0	Heart of Darkness an Outpost of Progress the Lagoon	Joseph Conrad	1966-01-01T00:00:00Z	1966.0	texts		J. M. Dent & Sons (Canada) Limited			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_KU-999-817	YOUTH HEART OF DARKNESS	Joseph Conrad	1967-01-01T00:00:00Z	1967.0	texts	Eng	J.M. Dent and Sons Ltd			['internetarchivebooks', 'printdisabled', 'inlibrary']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_S0-ECA-702	Heart of Darkness and The Secret Sharer	Joseph Conrad	1910-01-01T00:00:00Z	1910.0	texts	eng				['internetarchivebooks', 'fav-d_nermeister2000']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heart-of-darkness-joseph-conrad_202511	Heart Of Darkness - Joseph Conrad	Joseph Conrad			texts	eng		['Heart Of Darkness', 'Joseph Conrad']	Heart Of Darkness Joseph Conrad	['opensource', 'fav-knuckleshedgehog88']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	YouthHeartOfDarknessTheEndOrTheTether	Youth, Heart Of Darkness, The End Of The Tether	Joseph Conrad	1902-01-01T00:00:00Z	1902.0	texts	English				['millionbooks', 'universallibrary', 'fav-eee321', 'fav-mrdefleur', 'fav-ramap', 'fav-weee0603']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	heartofdarknesss0000unse_v4x2	Heart of darkness and the secret sharer	Joseph Conrad	1950-01-01T00:00:00Z	1950.0	texts	eng	The New American Library			['internetarchivebooks', 'printdisabled']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	isbn_9781494787738	Heart of Darkness	Joseph Conrad	2013-12-24T00:00:00Z	2013.0	texts	eng	CreateSpace Independent Publishing Platform			['internetarchivebooks', 'printdisabled', 'fav-emrecaliskana', 'fav-jeunej']		
/works/OL31971259W	Heart of Darkness	Joseph Conrad	Joseph Conrad	bwb_C0-ACB-623	Heart of Darkness: Almayer's Folly: The Lagoon	Joseph Conrad	1960-01-01T00:00:00Z	1960.0	texts					['internetarchivebooks', 'printdisabled', 'inlibrary']		
