ol_work_key	goodreads_work_id	wikidata_work_qid	conceptual_author_qid	conceptual_author_name	ol_attributed_name	verified_role	evidence_status	source_1	source_1_url	source_2	source_2_url
/works/OL14942914W	2078313	Q13181913	Q12706	Maxim Gorky	C. J. Hogarth	translator	SOURCE_SUPPORTED_AUTHOR_ROLE_CONFLICT	Project Gutenberg	https://www.gutenberg.org/ebooks/2288	Open Library	https://openlibrary.org/authors/OL2913162A/Charles_James_Hogarth
