ol_work_key	ol_title	ol_author_name	goodreads_work_id	title_match_type	combined_identity_status	matched_person_qid	wikidata_work_qid	ol_evidence_name	wikidata_person_name	resolved_gr_name	name_similarity	gr_original_title	gr_original_publication_year	goodreads_candidate_count	crosswalk_decision	crosswalk_confidence	promotion_eligible	proposed_resolution_status
/works/OL313923W	Srikanta	Śaratcandra Caṭṭopādhyāya	1257386	BOOK_FULL	SAME_PERSON_WIKIDATA_P50_TRANSLITERATION	Q404622	Q16346752	Saratchandra Chattopadhyaya	Sarat Chandra Chattopadhyay	Sarat Chandra Chattopadhyay	0.980392	shriikaant	1917	1	MATCH	high	1	AUTO_MATCH_WIKIDATA_P50_TRANSLITERATION
