work_key	jstor_mentions	openalex_snapshot_mentions	ol_edition_counts	htrc_ol_dump_match_summary_v2	canonical	title	author	type_threshold	type_kmeans
/works/OL10421504W	0.0	0.0	6	0.0	0.0	Winter's Day	Netta Muskett	B_popular_unscholarly	
/works/OL10421508W	0.0	0.0	8	0.0	0.0	Love in Amber	Netta Muskett	B_popular_unscholarly	
/works/OL10421923W	0.0	0.0	3	0.0	0.0	The surprising adventures of Baron Munchausen	Rudolf Erich Raspe	B_popular_unscholarly	
/works/OL10421924W	0.0	2.0	4	0.0	0.0	The adventures of Baron Munchausen	Rudolf Erich Raspe	A_true_canon	
/works/OL10421926W	0.0	1.0	5	0.0	0.0	Singular travels, campaigns and adventures of Baron Munchausen	Rudolf Erich Raspe	A_true_canon	
/works/OL104222W	0.0	0.0	6	0.0	0.0	Iris in winter	Elizabeth Cadell	B_popular_unscholarly	
/works/OL10422475W	0.0	0.0	15	0.0	0.0	La Debacle	Emile Zola	B_popular_unscholarly	
/works/OL10423227W	0.0	1.0	2	0.0	0.0	A father's curse	Honoré de Balzac	A_true_canon	
/works/OL104233W	0.0	0.0	6	0.0	0.0	Sun in the morning	Elizabeth Cadell	B_popular_unscholarly	
/works/OL10424072W	0.0	1.0	2	0.0	0.0	The gentleman from San Francisco and other stories	Ivan Alekseevich Bunin	A_true_canon	
/works/OL10424136W	0.0	0.0	4	0.0	0.0	Colonel Botcherby, M.S.H	Fox Russell	B_popular_unscholarly	
/works/OL10424164W	0.0	0.0	2	0.0				B_popular_unscholarly	
/works/OL10424304W	0.0	1.0	10	0.0	0.0	Among the Turks	Verney Lovett Cameron	A_true_canon	
/works/OL10424568W	0.0	0.0	2	0.0				B_popular_unscholarly	
/works/OL10424864W	0.0	0.0	5	21.0	0.0	Novels of the sisters Bronte (Agnes Grey / Jane Eyre / Professor / Shirley / Tenant of Wildfell Hall / Villete / Wuthering Heights)	Anne Brontë	B_popular_unscholarly	
/works/OL10425647W	1.0	0.0	36	0.0	0.0	Tikhii Don	Sholokhov, Mikhail Aleksandrovich	B_popular_unscholarly	
/works/OL10427163W	0.0	0.0	2	0.0	0.0	Notions in garrison	E. OE Somerville	B_popular_unscholarly	
/works/OL10427174W	0.0	0.0	12	0.0	0.0	All on the Irish shore	E. OE Somerville	B_popular_unscholarly	
/works/OL10427176W	0.0	4.0	9	0.0				A_true_canon	
/works/OL10427177W	0.0	2.0	8	4.0	0.0	Further experiences of an Irish R.M.	E. OE Somerville	A_true_canon	
/works/OL10427178W	0.0	0.0	6	0.0	0.0	The Irish R.M. and his experiences	E. OE Somerville	B_popular_unscholarly	
/works/OL10427461W	0.0	1.0	2	0.0	0.0	The beautiful visit	Howard, Elizabeth Jane.	A_true_canon	
/works/OL10427527W	0.0	0.0	2	0.0	0.0	Wuthering Heights, Agnes Grey, and Poems	Brontë, Emily	B_popular_unscholarly	
/works/OL10427552W	0.0	0.0	2	0.0				B_popular_unscholarly	
/works/OL10429257W	0.0	5.0	5	0.0				A_true_canon	
/works/OL10429258W	0.0	141.0	5	0.0				A_true_canon	
/works/OL10429259W	0.0	8.0	5	0.0				A_true_canon	
/works/OL10429260W	0.0	23.0	4	0.0				A_true_canon	
/works/OL10429461W	0.0	0.0	1	0.0	0.0	The re  se, a portrait in four parts	François Mauriac	D_forgotten	
/works/OL10431323W	0.0	0.0	9	0.0	0.0	Cuentos valencianos	Vicente Blasco Ibáñez	B_popular_unscholarly	
/works/OL10432709W	0.0	0.0	312	0.0				B_popular_unscholarly	
/works/OL10433928W	0.0	1.0	8	0.0				A_true_canon	
/works/OL104377W	0.0	0.0	2	1.0	0.0	The twenty-fourth of June, midsummer's day	Grace S. Richmond	B_popular_unscholarly	
/works/OL10441356W	0.0	0.0	3	0.0	0.0	The image of a drawn sword	Jocelyn Brooke	B_popular_unscholarly	
/works/OL10443714W	1.0	2.0	6	0.0	0.0	Angústia	Ramos, Graciliano	A_true_canon	
