work_key	title	author	canonical	jstor_mentions	openalex_snapshot_mentions	ol_edition_counts	htrc_ol_dump_match_summary_v2	type_threshold	type_kmeans
/works/OL1004273W	Macunaíma, o, herói sem nenhum caráter	Mário de Andrade	0.0	0.0	0.0	14	0.0	B_popular_unscholarly	
/works/OL100431W	Quaderni di Serafino Gubbio operatore	Pirandello, Luigi	0.0	0.0	1.0	12	0.0	A_true_canon	
/works/OL100434W	Il fu Mattia Pascal	Pirandello, Luigi	0.0	1.0	5.0	38	0.0	A_true_canon	
/works/OL10059W				0.0	2.0	5	1.0	A_true_canon	
/works/OL100635W				0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL100664W				0.0	0.0	1	0.0	D_forgotten	
/works/OL100925W	Kentucky of Kentucky	Thomas Henderson Kniffin	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL101015W	Rivers of Damascus	Byrne, Donn	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL101016W	The strangers' banquet	Byrne, Donn	0.0	0.0	0.0	2	2.0	B_popular_unscholarly	
/works/OL101017W	An alley of flashing spears	Byrne, Donn	0.0	0.0	1.0	3	0.0	A_true_canon	
/works/OL101018W	Brother Saul	Byrne, Donn	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101019W				0.0	1.0	3	0.0	A_true_canon	
/works/OL101020W	Destiny Bay	Byrne, Donn	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101022W	The hound of Ireland and other stories	Byrne, Donn	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101024W	Sargasso sea and other stories	Byrne, Donn	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101026W	Crusade	Byrne, Donn	0.0	4.0	0.0	4	0.0	A_true_canon	
/works/OL101027W	The foolish matrons	Byrne, Donn	0.0	0.0	0.0	4	1.0	B_popular_unscholarly	
/works/OL101029W	Rivers of Damascus and other stories	Byrne, Donn	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL101031W	Stories without women (and a few with women)	Byrne, Donn	0.0	0.0	1.0	5	0.0	A_true_canon	
/works/OL101033W	Hangman's house	Byrne, Donn	0.0	0.0	1.0	8	0.0	A_true_canon	
/works/OL101034W	Messer Marco Polo	Byrne, Donn	0.0	0.0	2.0	10	4.0	A_true_canon	
/works/OL101063W	Black and blue	Octavus Roy Cohen	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL101106W	Virginia of Virginia	Amélie Rives	0.0	0.0	0.0	17	1.0	B_popular_unscholarly	
/works/OL101167W	The inverted pyramid	Bertrand W. Sinclair	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101172W				0.0	0.0	8	2.0	B_popular_unscholarly	
/works/OL101173W	The Hidden Places	Bertrand W. Sinclair	0.0	0.0	0.0	12	0.0	B_popular_unscholarly	
/works/OL101174W	Burned Bridges	Bertrand W. Sinclair	0.0	0.0	0.0	10	2.0	B_popular_unscholarly	
/works/OL101181W	The root and the flower	Myers, L. H.	0.0	0.0	1.0	4	0.0	A_true_canon	
/works/OL101316W	As a man sows, and other stories	Litchfield, Grace Denio	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL101318W	Little Venice, and other stories	Litchfield, Grace Denio	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL101509W				0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL101680W	"Portia; or, ""By passions rocked."""	Margaret Wolfe (Hamilton) Hungerford	0.0	0.0	0.0	3	1.0	B_popular_unscholarly	
/works/OL101695W	A little rebel	Margaret Wolfe (Hamilton) Hungerford	0.0	0.0	0.0	11	1.0	B_popular_unscholarly	
/works/OL101930W	Nights Black Agent	Fritz Leiber	0.0	0.0	0.0	9	0.0	B_popular_unscholarly	
/works/OL101949W	Gather, darkness!	Fritz Leiber	0.0	0.0	0.0	24	0.0	B_popular_unscholarly	
/works/OL10215W				0.0	0.0	210	0.0	B_popular_unscholarly	
/works/OL10233W	The Artamonov business	Maksim Gorky	0.0	0.0	1.0	6	0.0	A_true_canon	
/works/OL102381W	Never come morning	Nelson Algren	0.0	0.0	1.0	21	0.0	A_true_canon	
/works/OL102382W	The neon wilderness	Nelson Algren	0.0	0.0	0.0	18	0.0	B_popular_unscholarly	
/works/OL102384W	The man with the golden arm	Nelson Algren	0.0	1.0	0.0	38	0.0	B_popular_unscholarly	
/works/OL10252004W	Sonata de primavera	Ramón del Valle Inclán	0.0	0.0	0.0	62	0.0	B_popular_unscholarly	
/works/OL10263W	Le petit prince	Antoine de Saint-Exupéry	0.0	2.0	31.0	688	0.0	A_true_canon	
/works/OL102653W	Great Short Works of Herman Melville	Herman Melville	0.0	0.0	1.0	10	0.0	A_true_canon	
/works/OL10267W	Vol de nuit	Antoine de Saint-Exupéry	0.0	3.0	18.0	128	0.0	A_true_canon	
/works/OL102707W	Billy Budd and other stories	Herman Melville	0.0	0.0	1.0	4	0.0	A_true_canon	
/works/OL102709W	The Complete Stories of Herman Melville	Herman Melville	0.0	1.0	1.0	5	0.0	A_true_canon	
/works/OL102725W	Selected Tales and Poems	Herman Melville	0.0	0.0	1.0	8	0.0	A_true_canon	
/works/OL102726W	The Works of Herman Melville	Herman Melville	0.0	6.0	3.0	5	0.0	A_true_canon	
/works/OL10272W	Citadelle	Antoine de Saint-Exupéry	0.0	1.0	6.0	34	0.0	A_true_canon	
/works/OL102733W				0.0	11.0	28	0.0	A_true_canon	
/works/OL102746W	Billy Budd	Herman Melville	0.0	35.0	28.0	90	0.0	A_true_canon	
/works/OL10302790W	Anna Livia Plurabelle	Joyce, James	0.0	3.0	7.0	9	0.0	A_true_canon	
/works/OL10306370W	The Bodley grandchildren and their journey in Holland	Scudder, Horace Elisha	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10307197W	The hero of Manila	Johnson, Rossiter	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10307364W	Little people and their homes in meadows, woods and water	Stella Louise Hook	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10307531W	In good old colony times	William H. Sayward	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10310635W	Guilty men	Cato.	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL103118W	Dandelion Wine	Ray Bradbury	0.0	3.0	1.0	61	0.0	A_true_canon	
/works/OL103134W	The Martian Chronicles	Ray Bradbury	0.0	2.0	0.0	138	0.0	A_true_canon	
/works/OL10323207W	A catalogue of books in first editions	Grolier Club	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10323746W	Fortuna	James Blanchard Clews	0.0	0.0	0.0	3	2.0	B_popular_unscholarly	
/works/OL10324222W	The joyous friar; the story of Fra Filippo Lippi	Arthur James Anderson	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10325176W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10326441W	The story of Antonio	Antonio Andrea Arrighi	0.0	1.0	0.0	3	2.0	B_popular_unscholarly	
/works/OL10326788W	Supposed diary of President Lincoln from the repeal of the Missouri compromise in 1854 until April 14, 1865	Milton Robison Scott	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10327497W				0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10328517W	Schubert fantasies adapted from the German of Ottfried [pseud.]	Gottfried Jolsdorf	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10329068W	The murder of Edwin Drood recounted by John Jasper	Percy T. Carden	0.0	0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10329220W	Daphnis & Chloe	Longus.	0.0	0.0	1.0	13	0.0	A_true_canon	
/works/OL10329910W				0.0	0.0	1	3.0	B_popular_unscholarly	
/works/OL10330023W	Re-told tales of the hills and shores of Maine	Henrietta Gould Rowe	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10330049W	Woodbourne	Mayo, Joseph	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10330131W	Off to Klondyke	William Gordon Stables	0.0	0.0	1.0	1	2.0	A_true_canon	
/works/OL10330137W	Lang syne	Mary Stuart Harrison Smith	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10330192W	Border lances	E. L. Seeley	0.0	0.0	0.0	2	1.0	B_popular_unscholarly	
/works/OL10331254W				0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10334277W	The romance of Tristan & Iseult	Joseph Bédier	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10334338W	Flor de santidad	Ramón del Valle Inclán	0.0	0.0	0.0	41	0.0	B_popular_unscholarly	
/works/OL10334362W	Gerifaltes de antaño	Ramón del Valle Inclán	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10334626W	Wander birds	Eric Walter White	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10335849W	Camino de perfección	Pío Baroja	0.0	5.0	1.0	6	0.0	A_true_canon	
/works/OL10335999W	Prince imperial	Martha Bibescu	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10336879W				0.0	0.0	14	0.0	B_popular_unscholarly	
/works/OL10337125W	The knife behind you .	James Walker Benét	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL103374W	The Copperhead and other stories of the North during the American War	Harold Frederic	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL103375W	The damnation of Theron Ware, or, Illumination	Harold Frederic	0.0	1.0	1.0	118	2.0	A_true_canon	
/works/OL103378W	The Copperhead	Harold Frederic	0.0	1.0	2.0	3	4.0	A_true_canon	
/works/OL103380W	Marsena	Harold Frederic	0.0	0.0	0.0	4	2.0	B_popular_unscholarly	
/works/OL10338391W	Geroĭ nashego vremeni	Mikhail I︠U︡rʹevich Lermontov	0.0	0.0	0.0	21	0.0	B_popular_unscholarly	
/works/OL103385W	Marsena, and other stories of the wartime	Harold Frederic	0.0	0.0	0.0	6	2.0	B_popular_unscholarly	
/works/OL103386W	In the sixties	Harold Frederic	0.0	2.0	0.0	16	2.0	A_true_canon	
/works/OL103390W	Seth's brother's wife	Harold Frederic	0.0	3.0	1.0	9	2.0	A_true_canon	
/works/OL10339102W				0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL103391W	The deserter, and other stories	Harold Frederic	0.0	0.0	1.0	12	0.0	A_true_canon	
/works/OL103393W	The market-place	Harold Frederic	0.0	4.0	0.0	18	2.0	A_true_canon	
/works/OL10340765W				0.0	1.0	2	0.0	A_true_canon	
/works/OL10340782W				0.0	1.0	20	0.0	A_true_canon	
/works/OL10343094W				0.0	0.0	1	0.0	D_forgotten	
/works/OL10343109W	Realism and reality	Anaïs Nin	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10343282W	Anton Reiser	Moritz, Karl Philipp	0.0	4.0	8.0	9	0.0	A_true_canon	
/works/OL10343415W	On the marble cliffs	Ernst Jünger	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10343423W	Auf den Marmorklippen	Ernst Jünger	0.0	0.0	0.0	16	0.0	B_popular_unscholarly	
/works/OL10343876W	Journey cake	Isabella McLennan McMeekin	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10343877W	Kentucky Derby winner	Isabella McLennan McMeekin	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10343892W	Chucklebait	Margaret Clara Scoggin	0.0	0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10343901W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10343944W	Junior miss	Sally Benson	0.0	0.0	0.0	8	0.0	B_popular_unscholarly	
/works/OL10343945W	Meet me in St. Louis	Sally Benson	0.0	0.0	2.0	4	0.0	A_true_canon	
/works/OL10345283W				0.0	0.0	1	0.0	D_forgotten	
/works/OL10345580W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10345805W	Lucrece	Obey, André	0.0	0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10347019W	The adventures of Captain Mago	Léon Cahun	0.0	0.0	0.0	1	2.0	B_popular_unscholarly	
/works/OL10349702W				0.0	0.0	13	0.0	B_popular_unscholarly	
/works/OL10351264W	Mosume Sets Yo: Or Woman's Sacrifice	Kentarō Kaneko	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10353532W	Among Jews	M. Salmonsen	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10353586W	Imperium in imperio	Sutton E. Griggs	0.0	5.0	2.0	3	0.0	A_true_canon	
/works/OL10353945W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10353947W				0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10353949W	The recuyell of the historyes of Troy	Raoul Lefèvre	0.0	0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10353960W				0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10355846W	Der Wehrwolf	Hermann Löns	0.0	0.0	2.0	17	0.0	A_true_canon	
/works/OL10355853W	Lover of life	Harsányi, Zsolt	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10355858W	The star-gazer	Harsányi, Zsolt	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10356096W	La femme et le pantin	Pierre Louÿs	0.0	0.0	0.0	64	0.0	B_popular_unscholarly	
/works/OL10359683W	Faraon	Bolesław Prus	0.0	0.0	8.0	18	0.0	A_true_canon	
/works/OL10362039W	Gift of the forest	Reginald Lal Singh	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10365583W	The land of gold	George G. Spurr	0.0	0.0	0.0	1	1.0	D_forgotten	
/works/OL10365604W	A cross of gold	Donald R. Barnett	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10366283W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10366346W	Come slowly, Eden	Laura Benét	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10366355W	Washington Irving	Laura Benét	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL10366388W	Perez and Martina	Pura Belpré	0.0	0.0	1.0	3	0.0	A_true_canon	
/works/OL10367841W				0.0	0.0	1	0.0	D_forgotten	
/works/OL103884W	America in English fiction, 1760-1800	Robert Bechtold Heilman	0.0	3.0	2.0	5	0.0	A_true_canon	
/works/OL10405486W	Let's play postman	Ruth E. Newton	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10405487W	Let's play store	Ruth E. Newton	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10405488W	Let's play train	Ruth E. Newton	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10411919W				0.0	1.0	1	0.0	C_scholarly_obscure	
/works/OL10412205W				0.0	1.0	4	0.0	A_true_canon	
/works/OL10413566W	Cranford/Cousin Phillis	Gaskell, Elizabeth Cleghorn	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL10413W	Dwarf nose	Wilhelm Hauff	0.0	0.0	0.0	5	0.0	B_popular_unscholarly	
/works/OL10415698W	The crystal hunters	George Manville Fenn	0.0	0.0	0.0	13	0.0	B_popular_unscholarly	
/works/OL10416678W	The green child	Read, Herbert Edward	0.0	2.0	1.0	6	0.0	A_true_canon	
/works/OL10416772W	Evgeny Onegin	Aleksandr Sergeevich Pushkin	0.0	6.0	0.0	7	0.0	A_true_canon	
/works/OL10416779W	The Captain's daughter and other stories	Aleksandr Sergeevich Pushkin	0.0	0.0	0.0	16	0.0	B_popular_unscholarly	
/works/OL10417543W	Tales of Italy	Maksim Gorky	0.0	0.0	1.0	11	0.0	A_true_canon	
/works/OL10417844W				0.0	1.0	29	0.0	A_true_canon	
/works/OL10418511W				0.0	0.0	1	0.0	D_forgotten	
/works/OL10419085W				0.0	0.0	78	0.0	B_popular_unscholarly	
/works/OL10420127W	The Willoughby captains	Talbot Baines Reed	0.0	0.0	0.0	11	0.0	B_popular_unscholarly	
/works/OL10420431W	Arthur O'Leary, his wanderings and ponderings in many lands	Charles James Lever	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10420910W	The clever woman of the family	Yonge, Charlotte Mary	0.0	3.0	1.0	4	0.0	A_true_canon	
/works/OL10421341W	The Arsenal Stadium mystery	Leonard R. Gribble	0.0	0.0	0.0	5	0.0	B_popular_unscholarly	
/works/OL10421462W	The Durrants	Netta Muskett	0.0	0.0	0.0	5	0.0	B_popular_unscholarly	
/works/OL10421464W	The Gilded Hoop	Netta Muskett	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10421468W	Middle Mist	Netta Muskett	0.0	0.0	0.0	7	0.0	B_popular_unscholarly	
/works/OL10421472W	Plaster Cast	Netta Muskett	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10421473W	The Shadow Market	Netta Muskett	0.0	0.0	0.0	10	0.0	B_popular_unscholarly	
/works/OL10421476W	Wings in the Dust	Netta Muskett	0.0	0.0	0.0	5	0.0	B_popular_unscholarly	
/works/OL10421479W	Candle in the Sun	Netta Muskett	0.0	0.0	0.0	9	0.0	B_popular_unscholarly	
/works/OL10421480W	Cast the spear	Netta Muskett	0.0	0.0	0.0	7	0.0	B_popular_unscholarly	
/works/OL10421486W	Misadventure	Netta Muskett	0.0	0.0	0.0	8	0.0	B_popular_unscholarly	
/works/OL10421493W	Tamarisk	Netta Muskett	0.0	0.0	0.0	7	0.0	B_popular_unscholarly	
/works/OL10421495W	To-Day is Ours	Netta Muskett	0.0	0.0	1.0	9	0.0	A_true_canon	
/works/OL10421500W	Living with Adam	Netta Muskett	0.0	0.0	0.0	7	0.0	B_popular_unscholarly	
/works/OL10421504W	Winter's Day	Netta Muskett	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10421508W	Love in Amber	Netta Muskett	0.0	0.0	0.0	8	0.0	B_popular_unscholarly	
/works/OL10421923W	The surprising adventures of Baron Munchausen	Rudolf Erich Raspe	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10421924W	The adventures of Baron Munchausen	Rudolf Erich Raspe	0.0	0.0	2.0	4	0.0	A_true_canon	
/works/OL10421926W	Singular travels, campaigns and adventures of Baron Munchausen	Rudolf Erich Raspe	0.0	0.0	1.0	5	0.0	A_true_canon	
/works/OL104222W	Iris in winter	Elizabeth Cadell	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10422475W	La Debacle	Emile Zola	0.0	0.0	0.0	15	0.0	B_popular_unscholarly	
/works/OL10423227W	A father's curse	Honoré de Balzac	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL104233W	Sun in the morning	Elizabeth Cadell	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10424072W	The gentleman from San Francisco and other stories	Ivan Alekseevich Bunin	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL10424136W	Colonel Botcherby, M.S.H	Fox Russell	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10424164W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10424304W	Among the Turks	Verney Lovett Cameron	0.0	0.0	1.0	10	0.0	A_true_canon	
/works/OL10424568W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10424864W	Novels of the sisters Bronte (Agnes Grey / Jane Eyre / Professor / Shirley / Tenant of Wildfell Hall / Villete / Wuthering Heights)	Anne Brontë	0.0	0.0	0.0	5	21.0	B_popular_unscholarly	
/works/OL10425647W	Tikhii Don	Sholokhov, Mikhail Aleksandrovich	0.0	1.0	0.0	36	0.0	B_popular_unscholarly	
/works/OL10427163W	Notions in garrison	E. OE Somerville	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10427174W	All on the Irish shore	E. OE Somerville	0.0	0.0	0.0	12	0.0	B_popular_unscholarly	
/works/OL10427176W				0.0	4.0	9	0.0	A_true_canon	
/works/OL10427177W	Further experiences of an Irish R.M.	E. OE Somerville	0.0	0.0	2.0	8	4.0	A_true_canon	
/works/OL10427178W	The Irish R.M. and his experiences	E. OE Somerville	0.0	0.0	0.0	6	0.0	B_popular_unscholarly	
/works/OL10427461W	The beautiful visit	Howard, Elizabeth Jane.	0.0	0.0	1.0	2	0.0	A_true_canon	
/works/OL10427527W	Wuthering Heights, Agnes Grey, and Poems	Brontë, Emily	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10427552W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10429257W				0.0	5.0	5	0.0	A_true_canon	
/works/OL10429258W				0.0	141.0	5	0.0	A_true_canon	
/works/OL10429259W				0.0	8.0	5	0.0	A_true_canon	
/works/OL10429260W				0.0	23.0	4	0.0	A_true_canon	
/works/OL10429461W	The re  se, a portrait in four parts	François Mauriac	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10431323W	Cuentos valencianos	Vicente Blasco Ibáñez	0.0	0.0	0.0	9	0.0	B_popular_unscholarly	
/works/OL10432709W				0.0	0.0	312	0.0	B_popular_unscholarly	
/works/OL10433928W				0.0	1.0	8	0.0	A_true_canon	
/works/OL104377W	The twenty-fourth of June, midsummer's day	Grace S. Richmond	0.0	0.0	0.0	2	1.0	B_popular_unscholarly	
/works/OL10441356W	The image of a drawn sword	Jocelyn Brooke	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10443714W	Angústia	Ramos, Graciliano	0.0	1.0	2.0	6	0.0	A_true_canon	
/works/OL10444629W	The fifth pestilence	Alekseĭ Remizov	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10444804W	A desperate character	Ivan Sergeevich Turgenev	0.0	0.0	1.0	20	2.0	A_true_canon	
/works/OL10449437W				0.0	1.0	3	0.0	A_true_canon	
/works/OL10449613W	The blue bird	Maurice Maeterlinck	0.0	1.0	3.0	51	6.0	A_true_canon	
/works/OL10450986W	Legend-led	Amy Le Feuvre	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10450987W	Odd	Amy Le Feuvre	0.0	0.0	0.0	10	0.0	B_popular_unscholarly	
/works/OL10450991W	Teddy's button	Amy Le Feuvre	0.0	0.0	1.0	22	0.0	A_true_canon	
/works/OL10451102W	Bruno and Bimba	Evelyn Everett-Green	0.0	0.0	0.0	1	0.0	D_forgotten	
/works/OL10451111W	Dulcie and Tottie	Evelyn Everett-Green	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10451459W	Return to Coolami	Eleanor Dark	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10451463W	The timeless land	Eleanor Dark	0.0	0.0	1.0	11	0.0	A_true_canon	
/works/OL10453804W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL104559W	Rodmoor	J. S. Powys	0.0	2.0	0.0	16	4.0	A_true_canon	
/works/OL104593W	Ducdame	J. S. Powys	0.0	0.0	0.0	13	0.0	B_popular_unscholarly	
/works/OL104598W	Wood and Stone	J. S. Powys	0.0	0.0	2.0	11	4.0	A_true_canon	
/works/OL104605W	Owen Glendower	J. S. Powys	0.0	2.0	1.0	14	0.0	A_true_canon	
/works/OL104606W	Weymouth Sands	J. S. Powys	0.0	2.0	0.0	21	0.0	A_true_canon	
/works/OL104607W	A Glastonbury Romance	J. S. Powys	0.0	4.0	0.0	19	0.0	A_true_canon	
/works/OL104608W	Maiden Castle	J. S. Powys	0.0	1.0	0.0	19	0.0	B_popular_unscholarly	
/works/OL104609W	Wolf Solent	J. S. Powys	0.0	2.0	1.0	32	0.0	A_true_canon	
/works/OL10461303W	Topsy Turvy	Herbert, A. P.	0.0	0.0	0.0	3	0.0	B_popular_unscholarly	
/works/OL10461311W	Honeybubble & Co	Herbert, A. P.	0.0	0.0	0.0	4	0.0	B_popular_unscholarly	
/works/OL10461321W	The water gypsies	Herbert, A. P.	0.0	0.0	0.0	16	0.0	B_popular_unscholarly	
/works/OL10461326W	Holy deadlock	Herbert, A. P.	0.0	1.0	0.0	11	0.0	B_popular_unscholarly	
/works/OL104625W	Grig in retirement	H. B. Creswell	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL104629W	The Honeywood file	H. B. Creswell	0.0	0.0	0.0	12	0.0	B_popular_unscholarly	
/works/OL10463812W				0.0	0.0	7	0.0	B_popular_unscholarly	
/works/OL104642W	The children of Dickens	Samuel McChord Crothers	0.0	0.0	1.0	4	0.0	A_true_canon	
/works/OL104643W	Miss Muffet's Christmas party	Samuel McChord Crothers	0.0	0.0	0.0	4	4.0	B_popular_unscholarly	
/works/OL10466812W				0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10467856W				0.0	0.0	16	0.0	B_popular_unscholarly	
/works/OL10469831W	English history in English fiction	John Arthur Ransome Marriott	0.0	0.0	0.0	2	0.0	B_popular_unscholarly	
/works/OL10470143W	A gallant grenadier	F. S. Brereton	0.0	0.0	0.0	1	0.0	D_forgotten	
