work_id	oclc	htid	recordid	locnum	author	imprint	date	place	enumcron	subjects	title	prob80precise	genrepages	totalpages	englishpct	datetype	startdate	enddate	imprintdate
OL1487967W	3118496	mdp.39015063547494	286133		Corelli, Marie,	London;Methuen;1904.	1904	enk			God's good man	0.88	572	631	1.0	s	1904.0	    	1904
OL1487972W	1724082	uc2.ark+=13960=t0tq5tg2j	7679085		Corelli, Marie,	New York;F. A. Stokes;c1908	1908	nyu			Holy orders	0.74	379	504	1.0	 	1908.0	    	1908
OL1487972W	3451976	mdp.39015063547502	286134		Corelli, Marie,	London;Methuen & co.;1908	1908	enk			Holy orders	0.81	388	538	1.0	s	1908.0	    	1908
OL1487972W	3451976	nyp.33433081580841	286134		Corelli, Marie,	London;Methuen & co.;1908	1908	enk			Holy orders	0.77	367	582	1.0	s	1908.0	    	1908
OL1487972W	3451976	uc2.ark+=13960=t4mk6d36t	286134		Corelli, Marie,	London;Methuen & co.;1908	1908	enk			Holy orders	0.77	374	580	1.0	s	1908.0	    	1908
OL1491809W	1000350	mdp.39015050791733	3559586		Roe, Edward Payson,	New York;Dodd, Mead & Co.;c1884.	1884	nyu			A young girl's wooing	0.88	470	521	1.0	s	1884.0	    	1884
OL1491809W	7913303	uc2.ark+=13960=t1wd3q30f	7671911		Roe, Edward Payson,	New York;Dodd, Mead;c1884.	1884	nyu			A young girl's wooing	0.9	470	484	1.0	s	1884.0	    	1884
OL1491809W	2302645	njp.32101065710467	9405346		Roe, Edward Payson,	New York;Peter Fenelon Collier & Son;1900.	1900	nyu			A young girl's wooing	0.84	478	502	1.0	s	1900.0	    	1900
OL1492544W	950458	njp.32101067176295	8956258		Simms, William Gilmore,	Chicago;Donohue, Henneberry;1890.	1890	ilu			Guy Rivers;	0.78	422	508	1.0	s	1890.0	    	1890
OL1492544W	950458	uc1.$b441042	8956258		Simms, William Gilmore,	Chicago;Donohue, Henneberry;1890.	1890	ilu			Guy Rivers;	0.78	421	508	1.0	s	1890.0	    	1890
OL1492745W	6597735	mdp.39015063927068	123021	PZ3.T664K	Townsend, George Alfred,	New York;D. Appleton and company;1886.	1886	nyu			Katy of Catoctin;	0.89	562	588	1.0	s	1886.0	    	1886
OL1492745W	6597735	nc01.ark+=13960=t2m624g15	123021	PZ3.T664K	Townsend, George Alfred,	New York;D. Appleton and company;1886.	1886	nyu			Katy of Catoctin;	0.9	561	582	1.0	s	1886.0	    	1886
OL1492745W	6597735	uc2.ark+=13960=t9j38m55d	123021	PZ3.T664K	Townsend, George Alfred,	New York;D. Appleton and company;1886.	1886	nyu			Katy of Catoctin;	0.89	560	588	1.0	s	1886.0	    	1886
OL15040856W	3583161	mdp.39015012328574	283990	PZ7.B934Sa	Burnett, Frances Hodgson,	New York;C. Scribner's sons;1905.	1905	nyu			A little princess;	0.88	288	314	1.0	s	1905.0	    	1905
OL15040856W	3583161	uva.x000598151	283990	PZ7.B934Sa	Burnett, Frances Hodgson,	New York;C. Scribner's sons;1905.	1905	nyu			A little princess;	0.88	290	318	1.0	s	1905.0	    	1905
OL15040856W	3583161	wu.89098013634	283990	PZ7.B934Sa	Burnett, Frances Hodgson,	New York;C. Scribner's sons;1905.	1905	nyu			A little princess;	0.89	290	314	1.0	s	1905.0	    	1905
OL1504559W	2933871	uc2.ark+=13960=t8sb41m8f	7685675	PZ3.B4574Id2	Bernhardt, Sarah,	New York;Macaulay Company;c1922	1922	xx 			The idol of Paris;	0.83	310	330	1.0	s	1922.0	    	1922
OL15127746W	544007	nyp.33433074866496	8665952	PR4854.T7 1904	Kipling, Rudyard,	London;Macmillan;1904.	1904	xx 		English fiction	Traffics and discoveries	0.79	359	434	1.0	s	1904.0	    	1904
OL15127746W	544007	uc1.b4658797	8665952	PR4854.T7 1904	Kipling, Rudyard,	London;Macmillan;1904.	1904	xx 		English fiction	Traffics and discoveries	0.75	327	426	0.994	s	1904.0	    	1904
OL15127746W	236917	mdp.39015019976045	591784	PR4854.T7 1904	Kipling, Rudyard,	London;Macmillan & co.;1904.	1904	enk			Traffics and discoveries	0.8	363	416	1.0	s	1904.0	    	1904
OL15127746W	236917	nyp.33433074866488	591784	PR4854.T7 1904	Kipling, Rudyard,	London;Macmillan & co.;1904.	1904	enk			Traffics and discoveries	0.8	331	382	1.0	s	1904.0	    	1904
OL15127746W	4813434	mdp.39015014776317	1910314		Kipling, Rudyard,	Garden city, New York;Doubleday, Page & company;1920.	1920	nyu			Traffics and discoveries	0.81	338	382	1.0	s	1920.0	    	1920
OL15127746W	4813434	mdp.39015031242897	591795		Kipling, Rudyard,	Garden City, New York;Doubleday, Page & company, for Review of reviews co.;1920.	1920	nyu		Short stories, English	Traffics and discoveries	0.81	337	378	1.0	s	1920.0	    	1920
OL15127849W	55182158	mdp.39015066709703	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.2		The works of Rudyard Kipling	0.77	288	354	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066709711	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.1		The works of Rudyard Kipling	0.83	319	344	0.999	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066709851	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.6		The works of Rudyard Kipling	0.78	275	334	0.999	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066709869	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.5		The works of Rudyard Kipling	0.69	253	376	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066709877	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.3		The works of Rudyard Kipling	0.61	189	340	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066710123	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.9		The works of Rudyard Kipling	0.78	362	444	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066710131	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.7		The works of Rudyard Kipling	0.83	339	360	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066710149	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.4		The works of Rudyard Kipling	0.77	289	360	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066710297	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.8		The works of Rudyard Kipling	0.82	410	450	1.0	s	1899.0	    	1899
OL15127849W	55182158	mdp.39015066710446	1422232		Kipling, Rudyard,	New York;The Century co.;1899.	1899	nyu	v.11		The works of Rudyard Kipling	0.83	367	394	1.0	s	1899.0	    	1899
OL15127849W	4372231	wu.89081877441	9183046		Kipling, Rudyard,	Garden City, N.Y.;Doubleday, Page;1915, c1899-1907.	1899	nyu	v.3		[Works of Rudyard Kipling]	0.82	313	348	1.0	t	1915.0	1899	1915
OL15127849W	4372231	wu.89081877458	9183046		Kipling, Rudyard,	Garden City, N.Y.;Doubleday, Page;1915, c1899-1907.	1899	nyu	v.4		[Works of Rudyard Kipling]	0.75	298	386	0.999	t	1915.0	1899	1915
OL15127849W	9903405	wu.89001039791	11984499		Kipling, Rudyard,	Garden City, N.Y.;Doubleday, Page;1914, c1899-1907.	1914	nyu	1		[Works of Rudyard Kipling]	0.6	188	352	1.0	c	1914.0	1899	1914
OL15127849W	9903405	wu.89001039809	11984499		Kipling, Rudyard,	Garden City, N.Y.;Doubleday, Page;1914, c1899-1907.	1914	nyu	2		[Works of Rudyard Kipling]	0.78	290	358	0.999	c	1914.0	1899	1914
OL15136945W	11348264	uc2.ark+=13960=t3610zn0x	7659717		France, Anatole,	New York;Dodd, Mead and Company;1922.	1922	nyu			The crime of Sylvestre Bonnard	0.83	308	328	1.0	s	1922.0	    	1922
OL15136945W	1286587	uc2.ark+=13960=t47p8x35x	7659719		France, Anatole,	New York;Crowell;1897	1897	   			The crime of Sylvestre Bonnard	0.82	246	272	1.0	 	1897.0	    	1897
OL15136945W	5372390	mdp.39015030372406	1207240	PZ3.F844Cri8	France, Anatole,	London;John Lane;1912.	1912	enk			The crime of Sylvestre Bonnard	0.84	306	324	1.0	s	1912.0	    	1912
OL15136945W	769795	uc1.32106001743803	6226376		France, Anatole,	New York;Dodd-Mead;c1918	1918	   			The crime of Sylvestre Bonnard	0.83	308	328	1.0	 	1918.0	    	1918
OL15136945W	769795	uc1.b4363775	6226376		France, Anatole,	New York;Dodd-Mead;c1918	1918	   	copy 2		The crime of Sylvestre Bonnard	0.82	280	312	1.0	 	1918.0	    	1918
OL15136945W	769795	uc2.ark+=13960=t78s4ns57	6226376		France, Anatole,	New York;Dodd-Mead;c1918	1918	   			The crime of Sylvestre Bonnard	0.84	308	326	1.0	 	1918.0	    	1918
OL1514090W	3174632	mdp.39015027365348	1852633		Przybyszewski, Stanisław,	New York;A.A. Knopf;1915.	1915	nyu			Homo sapiens;	0.83	384	414	1.0	s	1915.0	    	1915
OL1514922W	305211	uva.x002185187	5230009	PZ8.9.G935Rag	Gruelle, Johnny,	Chicago;New York;Toronto;P.F. Volland Co.;c1918.	1918	ilu		Dolls;Raggedy Ann (Fictitious character);Juvenile fiction	Raggedy Ann stories	0.86	91	106	1.0	s	1918.0	    	1918
OL1515129W	10937814	mdp.39015005100113	117477		Jacobs, W. W.	New York;McKinlay, Stone & Mackenzie;c1903	1903	nyu			Many cargoes	0.84	285	300	1.0	s	1903.0	    	1903
OL1515129W	10937814	uc2.ark+=13960=t77s7k78h	117477		Jacobs, W. W.	New York;McKinlay, Stone & Mackenzie;c1903	1903	nyu			Many cargoes	0.84	285	300	1.0	s	1903.0	    	1903
OL1515129W	13389105	uc2.ark+=13960=t16m37p5j	7689365		Jacobs, W. W.	London;Methuen;1912	1912	enk			Many cargoes	0.88	275	300	1.0	s	1912.0	    	1912
OL1515129W	7038660	njp.32101063581068	7688770	PZ3.J156M4	Jacobs, W. W.	New York;F.A. Stokes Company;c1897	1897	nyu			Many cargoes	0.89	249	264	1.0	s	1897.0	    	1897
OL1515129W	7038660	uc2.ark+=13960=t2r49mt81	7688770	PZ3.J156M4	Jacobs, W. W.	New York;F.A. Stokes Company;c1897	1897	nyu			Many cargoes	0.89	249	264	1.0	s	1897.0	    	1897
OL1515129W	1161288	uc2.ark+=13960=t25b01k7r	6498373		Jacobs, W. W.	New York;F. A. Stokes company;1903	1903	xx 			Many cargoes	0.84	354	374	1.0	s	1903.0	    	1903
OL1515171W	50034721	uc2.ark+=13960=t42r3pj34	9262728	PZ3.J156L	Jacobs, W. W.	New York;Dodd, Mead & Co.;1902.	1902	nyu			The lady of the barge	0.89	321	340	0.999	s	1902.0	    	1902
OL1515171W	1699709	uc2.ark+=13960=t30292p8c	7700109		Jacobs, W. W.	London and;New York;Harper;1902.	1902	xx 			The lady of the barge	0.83	318	340	0.999	n	1902.0	    	1902
OL1515171W	3545235	mdp.39015005100097	117468	PZ3.J156L	Jacobs, W. W.	New York;Dodd, Mead & company;1902.	1902	nyu			The lady of the barge	0.89	321	337	1.0	s	1902.0	    	1902
OL15176339W	63172579	mdp.39015018600646	664430		Twain, Mark,	New York;Harper & brothers;1898.	1898	nyu		American wit and humor	The American claimant	0.88	516	572	0.981	s	1898.0	    	1898
OL1518000W	1750469	uc2.ark+=13960=t0xp7770r	7708168	PZ3.W1525Ta	Wallace, Edgar,	Boston;Small, Maynard & company;c1919	1919	mau		World War, 1914-1918;Fiction	Tam o' the scoots	0.75	205	272	0.999	s	1919.0	    	1919
OL1518000W	9097580	uc2.ark+=13960=t6ww78z2z	7676326		Wallace, Edgar,	New York;Chicago;A. L. Burt;1919.	1919	xx 			Tam o ́the scoots	0.75	199	264	1.0	s	1919.0	    	1919
OL15184079W	3176451	nyp.33433074842380	7675189		Twain, Mark,	New York;Harper & Bros.;c1917.	1917	nyu			The $30,000 bequest	0.58	207	406	0.999	s	1917.0	    	1917
OL15184079W	3176451	uc2.ark+=13960=t9959dn34	7675189		Twain, Mark,	New York;Harper & Bros.;c1917.	1917	nyu			The $30,000 bequest	0.57	206	408	1.0	s	1917.0	    	1917
OL15184079W	32737618	mdp.39015047754505	664372	PZ3.C59Th	Twain, Mark,	New York;London;Harper & brothers;1906.	1906	nyu			The $30,000 bequest, and other stories	0.75	338	556	0.999	s	1906.0	    	1906
OL15184079W	32737618	uc2.ark+=13960=fk4vh5cq0h	664372	PZ3.C59Th	Twain, Mark,	New York;London;Harper & brothers;1906.	1906	nyu			The $30,000 bequest, and other stories	0.75	338	554	0.999	s	1906.0	    	1906
OL15184079W	15516273	uc1.b4719573	11256713		Twain, Mark,	New York and London;Harper & brothers;c1906	1906	nyu			The $30,000 bequest	0.56	194	402	0.996	s	1906.0	    	1906
OL15184079W	15516273	uc2.ark+=13960=fk71v5bv6j	11256713		Twain, Mark,	New York and London;Harper & brothers;c1906	1906	nyu			The $30,000 bequest	0.56	196	404	0.999	s	1906.0	    	1906
OL15187391W	2485157	uc1.b4102113	6154912	PR5818.H2 1907	Wilde, Oscar,	Portland, Me.;T. B. Mosher;1907.	1907	meu			The happy prince	0.74	85	112	0.999	s	1907.0	    	1907
OL15187391W	2485157	uc2.ark+=13960=t4sj1nd43	6154912	PR5818.H2 1907	Wilde, Oscar,	Portland, Me.;T. B. Mosher;1907.	1907	meu			The happy prince	0.75	87	112	0.999	s	1907.0	    	1907
OL15212577W	908949	mdp.39015011677401	381698	PZ3.A55M	Anderson, Sherwood,	New York;John Lane company;London;John Lane;[etc., etc.;1917.	1917	nyu			Marching men	0.89	304	326	1.0	s	1917.0	    	1917
OL15212577W	908949	uc2.ark+=13960=fk1td9n70k	381698	PZ3.A55M	Anderson, Sherwood,	New York;John Lane company;London;John Lane;[etc., etc.;1917.	1917	nyu			Marching men	0.89	304	324	0.999	s	1917.0	    	1917
OL15212577W	6430960	njp.32101068580792	7651348		Anderson, Sherwood,	New York;Huebsch;1921, c1917.	1917	nyu			Marching men	0.88	304	332	1.0	t	1921.0	1917	1921
OL15212577W	6430960	uc2.ark+=13960=t75t3gr0b	7651348		Anderson, Sherwood,	New York;Huebsch;1921, c1917.	1917	nyu			Marching men	0.89	304	328	0.999	t	1921.0	1917	1921
OL15212579W	4314565	uc1.b4381200	9511816		Anderson, Sherwood,	New York;B. W. Huebsch, inc.;1922.	1922	nyu			Windy McPherson's son	0.84	341	360	1.0	s	1922.0	    	1922
OL15212579W	4314565	uc2.ark+=13960=fk7xk8538w	9511816		Anderson, Sherwood,	New York;B. W. Huebsch, inc.;1922.	1922	nyu			Windy McPherson's son	0.84	341	358	1.0	s	1922.0	    	1922
OL15230749W	1183747	mdp.39015005161669	1787701		Lagerlöf, Selma,	Garden City, New York;Doubleday, Page & company;1915.	1915	nyu			Jerusalem;	0.82	334	370	1.0	s	1915.0	    	1915
OL15230749W	1183747	uc2.ark+=13960=t2m61f22m	1787701		Lagerlöf, Selma,	Garden City, New York;Doubleday, Page & company;1915.	1915	nyu			Jerusalem;	0.83	339	368	1.0	s	1915.0	    	1915
OL15230749W	1183747	uva.x000853598	1787701		Lagerlöf, Selma,	Garden City, New York;Doubleday, Page & company;1915.	1915	nyu			Jerusalem;	0.82	334	368	1.0	s	1915.0	    	1915
OL15239340W	2899377	mdp.39015013250512	433650		Hardy, Thomas,	New York;Harper & brothers;1894.	1894	nyu			Life's little ironies;	0.89	267	286	1.0	s	1894.0	    	1894
OL15239340W	2899377	mdp.39015051149642	433650		Hardy, Thomas,	New York;Harper & brothers;1894.	1894	nyu			Life's little ironies;	0.89	268	286	1.0	s	1894.0	    	1894
OL15239340W	2899377	uva.x000946791	433650		Hardy, Thomas,	New York;Harper & brothers;1894.	1894	nyu			Life's little ironies;	0.89	268	286	1.0	s	1894.0	    	1894
OL1526698W	938880	nyp.33433074809132	6501397		Chambers, Robert W.	New York;London;D. Appleton and company;1915.	1915	xx 			Athalie	0.84	455	484	0.999	s	1915.0	    	1915
OL1526698W	938880	uc2.ark+=13960=t55d8pp7h	6501397		Chambers, Robert W.	New York;London;D. Appleton and company;1915.	1915	xx 			Athalie	0.85	464	478	0.999	s	1915.0	    	1915
OL1526726W	35105620	nyp.33433074809447	8657922		Chambers, Robert W.	New York;G.P. Putnam's Sons;1900 [c1895	1895	nyu		History;Fiction;Commune, 1871;Paris (France)	The red republic;	0.89	474	500	1.0	t	1900.0	1895	1900
OL1526726W	13589328	uc2.ark+=13960=t9x05z112	7655625		Chambers, Robert W.	New York;A.L. Burt Company;c1895.	1895	nyu		History;Fiction;Commune, 1871;Paris (France)	The red republic	0.9	476	488	1.0	r	1895.0	1895	1895
OL1526737W	2291306	uc2.ark+=13960=t52f7kb0f	7654688	PZ3.C355Sp	Chambers, Robert W.	New York;D. Appleton and Company;1909.	1909	nyu		Civil War, 1861-1865;History;United States;Fiction	Special messenger	0.87	276	308	1.0	s	1909.0	    	1909
OL1526738W	2640809	nyp.33433074809397	8657950	PZ3.C355W2	Chambers, Robert W.	New York;A. L. Burt;c1915	1915	nyu		World War, 1914-1918;Fiction	Who goes there!	0.86	320	374	1.0	s	1915.0	    	1915
OL1526738W	2363511	njp.32101063605578	6501706	PZ3.C355W	Chambers, Robert W.	New York;London;D. Appleton and Company;1915.	1915	nyu		World War, 1914-1918;Fiction	Who goes there!	0.88	340	376	1.0	s	1915.0	    	1915
OL1526738W	2363511	uc2.ark+=13960=t9474889p	6501706	PZ3.C355W	Chambers, Robert W.	New York;London;D. Appleton and Company;1915.	1915	nyu		World War, 1914-1918;Fiction	Who goes there!	0.87	339	382	0.998	s	1915.0	    	1915
OL1526748W	3437496	njp.32101067937571	7655618		Chambers, Robert W.	New York;A. L. Burt;1901.	1901	nyu		History;United States;New York (State);Revolution, 1775-1783;Fiction	Cardigan	0.83	511	548	1.0	s	1901.0	    	1901
OL1526748W	3437496	uc2.ark+=13960=t6vx06g3q	7655618		Chambers, Robert W.	New York;A. L. Burt;1901.	1901	nyu		History;United States;New York (State);Revolution, 1775-1783;Fiction	Cardigan	0.83	515	560	0.999	s	1901.0	    	1901
OL1528824W	1679492	uc1.b4088273	6150015		Sidney, Margaret,	Boston;Lothrop, Lee & Shepard;1903	1903	mau			Five little Peppers at school	0.89	456	480	1.0	s	1903.0	    	1903
OL1528824W	1679492	uc2.ark+=13960=fk3fx74335	6150015		Sidney, Margaret,	Boston;Lothrop, Lee & Shepard;1903	1903	mau			Five little Peppers at school	0.9	455	476	0.999	s	1903.0	    	1903
OL15301658W	5232352	uc2.ark+=13960=t3qv3d77c	7665973		London, Jack,	New York;McKinlay, Stone & Mackenzie;1916, c1913.	1913	nyu			The valley of the moon	0.9	528	542	1.0	t	1916.0	1913	1916
OL15301658W	1750234	uc2.ark+=13960=t49p2xg56	6087140	PS3523.O46V3 1913	London, Jack,	New York;The Macmillan Company;1913.	1913	nyu		Strikes and lockouts;Married people;Farm life;California;Fiction;Working class	The valley of the moon	0.9	530	552	0.999	s	1913.0	    	1913
OL15439W	500332	uc1.$b349058	9260358	PZ3.M144Wh3	MacDonald, George,	Boston;D. Lothrop & Company;c1886	1886	mau			What's mine's mine	0.89	526	562	1.0	s	1886.0	    	1886
OL15439W	500332	uc2.ark+=13960=t4gm84w4q	9260358	PZ3.M144Wh3	MacDonald, George,	Boston;D. Lothrop & Company;c1886	1886	mau			What's mine's mine	0.89	528	560	1.0	s	1886.0	    	1886
OL1544982W	8014061	mdp.39015039506467	1208154	PZ3.H137P	Halévy, Ludovic,	New York;Harper & brothers;1894.	1894	nyu			Parisian points of view	0.71	166	234	0.998	s	1894.0	    	1894
OL1544982W	8014061	mdp.39015066078752	1208154	PZ3.H137P	Halévy, Ludovic,	New York;Harper & brothers;1894.	1894	nyu			Parisian points of view	0.74	164	220	0.999	s	1894.0	    	1894
OL1544982W	8014061	uc1.b317754	1208154	PZ3.H137P	Halévy, Ludovic,	New York;Harper & brothers;1894.	1894	nyu			Parisian points of view	0.74	164	220	0.999	s	1894.0	    	1894
OL1544982W	9086661	nyp.33433075826259	7660846		Halévy, Ludovic,	New York;Harper & Brothers;c1894.	1894	nyu		1834-1908;Fiction;HalÃ©vy, Ludovic;Translations into English;Paris (France)	Parisian points of view	0.88	202	220	0.999	s	1894.0	    	1894
OL1544982W	9086661	uc2.ark+=13960=t3319vq40	7660846		Halévy, Ludovic,	New York;Harper & Brothers;c1894.	1894	nyu		1834-1908;Fiction;HalÃ©vy, Ludovic;Translations into English;Paris (France)	Parisian points of view	0.88	203	220	0.999	s	1894.0	    	1894
OL1546079W	338951	mdp.39015034104169	1207364		Gaboriau, Emile,	New York;C. Scribner's Sons;1915, c1913.	1915	nyu			Within an inch of his life	0.89	592	638	1.0	c	1915.0	1913	1915
OL1546079W	338951	uc2.ark+=13960=t2w37mb7d	1207364		Gaboriau, Emile,	New York;C. Scribner's Sons;1915, c1913.	1915	nyu			Within an inch of his life	0.88	577	630	1.0	c	1915.0	1913	1915
OL1546079W	338951	uc2.ark+=13960=t6vx06q7s	1207364		Gaboriau, Emile,	New York;C. Scribner's Sons;1915, c1913.	1915	nyu			Within an inch of his life	0.88	577	632	1.0	c	1915.0	1913	1915
OL15578053W	11386868	mdp.39015008640982	1730638		Turgenev, Ivan Sergeevich,	New York;C. Scribner's sons;1907.	1907	nyu			First love	0.82	339	372	1.0	s	1907.0	    	1907
OL1579286W	4891013	uc1.b5296851	11714098	PZ3.L5621Her	Lermontov, Mikhail I͡Urʹevich,	New York;A. A. Knopf;1916.	1916	nyu			A hero of our time	0.88	319	352	0.999	s	1916.0	    	1916
OL15844326W	2520565	yale.39002009214207	8732169	ND553.G27A25	Gauguin, Paul,	New York;N. L. Brown;1919.	1919	nyu		Tahiti	Noa-Noa	0.63	114	190	0.999	s	1919.0	    	1919
OL15849063W	11063379	uc2.ark+=13960=t09w0bs1g	7678140		Balzac, Honoré de,	Philadelphia;Gebbie Publishing Co.;1898.	1898	pau			Ursule Miroue̲t and other stories	0.74	322	428	1.0	 	1898.0	    	1898
OL15849063W	10930969	uc2.ark+=13960=t2d797c35	7651898		Balzac, Honoré de,	Philadelphia;George Barrie's Sons;c1897.	1897	pau			Ursule Mirouët	0.89	365	392	1.0	s	1897.0	    	1897
OL16246212W	848295	mdp.39015033410633	1798566		Maupassant, Guy de,	New York City;W. J. Black co.;c1903	1903	nyu			The complete short stories of Guy de Maupassant	0.85	998	1030	1.0	s	1903.0	    	1903
OL16312657W	6070958	mdp.39015008551015	1329482		Tagore, Rabindranath,	London;Macmillan & co.;1919.	1919	enk			The home and the world	0.8	307	352	1.0	s	1919.0	    	1919
OL16312657W	6070958	mdp.39015055590288	1329482		Tagore, Rabindranath,	London;Macmillan & co.;1919.	1919	enk			The home and the world	0.8	306	352	1.0	s	1919.0	    	1919
OL163273W	23022093	uc2.ark+=13960=t2d797s9f	6497743		Gates, Eleanor,	New York;Duffield & company;1913.	1913	nyu			The poor little rich girl	0.84	451	476	1.0	s	1913.0	    	1913
OL163273W	543957	uva.x004614893	9776684	PZ7.G22P	Gates, Eleanor,	New York;Grosset & Dunlap;1913	1912	nyu			The poor little rich girl	0.84	447	472	1.0	s	1912.0	    	1913
OL166970W	9321453	nyp.33433073355640	8641585		Dostoyevsky, Fyodor,	London;Longmans, Green, and co.;1881.	1881	enk		Siberia (Russia);Description and travel	Buried alive;	0.79	331	392	1.0	s	1881.0	    	1881
OL16745700W	382138	njp.32101064787714	6501666	PZ3.B443Dor2	Benson, E. F.	New York;George H. Doran;c1921	1921	xx 			Dodo wonders--	0.84	265	280	1.0	s	1921.0	    	1921
OL16745700W	382138	uc2.ark+=13960=t3125vp2s	6501666	PZ3.B443Dor2	Benson, E. F.	New York;George H. Doran;c1921	1921	xx 			Dodo wonders--	0.84	265	280	1.0	s	1921.0	    	1921
OL16747001W	2891444	mdp.39015002725631	389471		Ferber, Edna,	New York;Grosset & Dunlap;c1915	1915	nyu			Emma McChesney & co	0.88	239	258	0.999	s	1915.0	    	1915
OL16747001W	2891444	uva.x001423204	389471		Ferber, Edna,	New York;Grosset & Dunlap;c1915	1915	nyu			Emma McChesney & co	0.89	239	252	1.0	s	1915.0	    	1915
OL16786466W	2495565	uc2.ark+=13960=t6zw1n353	6499314		Wells, H. G.	London;Macmillan;1903.	1903	enk			Twelve stories and a dream	0.79	345	414	1.0	s	1903.0	    	1903
OL17454W	1646065	nyp.33433074850110	8665933	PZ3.H123P	Haggard, H. Rider	New York [etc.;Longmans, Green and Co.;1903.	1903	nyu		History;Jerusalem;Fiction	Pearl-maiden;	0.86	457	544	0.999	s	1903.0	    	1903
OL176079W	2917354	mdp.39015063542123	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.1		Heart and science;	0.89	305	319	1.0	s	1883.0	    	1883
OL176079W	2917354	mdp.39015063542131	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.2		Heart and science;	0.89	296	308	1.0	s	1883.0	    	1883
OL176079W	2917354	mdp.39015063542149	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.3		Heart and science;	0.87	304	347	1.0	s	1883.0	    	1883
OL176079W	2917354	uc1.b4104606	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.1		Heart and science;	0.89	303	320	1.0	s	1883.0	    	1883
OL176079W	2917354	uc1.b4104607	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.2		Heart and science;	0.89	295	308	1.0	s	1883.0	    	1883
OL176079W	2917354	uc1.b4104608	122801		Collins, Wilkie,	London;Chatto & Windus;1883.	1883	enk	v.3		Heart and science;	0.87	304	348	1.0	s	1883.0	    	1883
OL17679866W	2017041	uc1.b3548237	6672585	PS3507.I5855R6 1904	Dillon, Mary	New York;Grosset & Dunlap;1904.	1904	nyu		History;Louisiana Purchase;Fiction;Saint Louis (Mo.)	The rose of old St. Louis	0.81	436	500	1.0	s	1904.0	    	1904
OL17679866W	2017041	uc2.ark+=13960=t58c9sc66	6672585	PS3507.I5855R6 1904	Dillon, Mary	New York;Grosset & Dunlap;1904.	1904	nyu		History;Louisiana Purchase;Fiction;Saint Louis (Mo.)	The rose of old St. Louis	0.81	436	498	0.999	s	1904.0	    	1904
OL1774393W	544175	mdp.39015063740164	242916		Allen, James Lane,	New York;The Macmillan company;London;Macmillan & co., ltd.;1897.	1897	nyu			The choir invisible	0.89	362	379	1.0	s	1897.0	    	1897
OL1774393W	544175	nyp.33433082168851	242916		Allen, James Lane,	New York;The Macmillan company;London;Macmillan & co., ltd.;1897.	1897	nyu			The choir invisible	0.89	361	384	1.0	s	1897.0	    	1897
OL1774393W	905796	njp.32101063579948	8916577	PZ3.A427C3	Allen, James Lane,	New York;London;The Macmillan co.;1898.	1898	nyu			The choir invisible	0.82	343	380	1.0	s	1898.0	    	1898
OL1774393W	5742889	nyp.33433082168836	8657829	PZ3.A427Ch14	Allen, James Lane,	New York;The Macmillan company;London;Macmillan & co., ltd.;1905.	1905	nyu		American fiction	The choir invisible	0.88	349	388	1.0	s	1905.0	    	1905
OL1774393W	7127756	mdp.39015063740057	242917	PZ3.A427C 6	Allen, James Lane,	New York;The American news company;1899.	1899	nyu			The choir invisible	0.89	367	385	1.0	s	1899.0	    	1899
OL1774394W	5701567	nyp.33433082171251	1112481	PZ3.A427K	Allen, James Lane,	New York;1894	1894	nyu			A Kentucky cardinal	0.74	133	174	0.999	s	1894.0	    	1894
OL1774394W	3535066	mdp.39015030127974	2550632	PZ3.A427Ke	Allen, James Lane,	New York;Harper & brothers;c1894	1895	nyu			A Kentucky cardinal	0.74	133	174	1.0	c	1895.0	1894	1894
