work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids	title	first_publish_year	author_names	edition_count	decade
OL181954W	5	4	The gentle grafter	1908	0.86	1.0	uc1.b3862347|uc2.ark+=13960=t1hh6d46t|mdp.39015002708363|nyp.33433076053499|uc2.ark+=13960=t70v8bz3h	The gentle grafter	1908	O. Henry	50	1900
OL181955W	9	5	Rolling stones ... illus. with original photographs, drawings by the author, reproductions of letters, etc	1912	0.68	1.0	nnc1.1002211475|uva.x004286483|uc1.b4721013|uc2.ark+=13960=t0pr7mt6b|mdp.39015002708116|nyp.33433076059231|uc2.ark+=13960=t23b5wk8v|mdp.39015002708124|mdp.49015000549247	Rolling Stones	1910	O. Henry	45	1910
OL181957W	6	4	Cabbages and kings	1904	0.88	1.0	uc2.ark+=13960=t16m33c5v|uva.x004373575|uva.x030832514|mdp.39015019087207|uva.x030131896|uc2.ark+=13960=t1td9n999	Cabbages and Kings	1904	O. Henry	63	1900
OL181958W	5	3	Sixes and sevens	1920	0.89	1.0	mdp.39015002708017|mdp.39015002708025|uc1.b3346932|nyp.33433076059223|dul1.ark+=13960=t2v41g826	Sixes and Sevens	1911	O. Henry	58	1910
OL181959W	6	3	Options	1909	0.89	1.0	mdp.39015002708421|mdp.39015002708439|uc1.b3346930|uc2.ark+=13960=t4sj1c95x|uva.x004840951|uc2.ark+=13960=t2c825g70	Options	1909	O. Henry	58	1900
OL181960W	8	3	The four million [stories]	1906	0.89	1.0	mdp.39015002708322|nnc1.0022248951|uc2.ark+=13960=t0ms3k79z|mdp.39015005024511|uva.x002743462|uva.x030833220|mdp.39015061866342|uc2.ark+=13960=t13n20j1z	The Four Million	1906	O. Henry	61	1900
OL1820122W	2	1	The fur bringers	1920	0.88	1.0	nyp.33433075727689|uc2.ark+=13960=t3dz04t0d	The fur bringers	1916	Hulbert Footner	18	1910
OL1838892W	1	1	Out of Mulberry Street;	1898	0.7	1.0	nc01.ark+=13960=t80k2w32p	Out of Mulberry Street	1898	Jacob A. Riis	18	1890
OL1868646W	1	1	The dreamers, a club	1899	0.6	0.997	nyp.33433074814389	The dreamers	1899	John Kendrick Bangs	21	1890
OL1868665W	2	1	The booming of Acre Hill	1900	0.88	1.0	nyp.33433074814371|uc2.ark+=13960=fk1hh6c66d	The booming of Acre Hill	1900	John Kendrick Bangs	21	1900
OL1868673W	2	1	The inventions of the idiot	1904	0.83	1.0	njp.32101066477777|uc2.ark+=13960=fk5p84451p	The inventions of the idiot	1904	John Kendrick Bangs	21	1900
OL1868674W	2	1	Mr. Munchausen;	1901	0.81	1.0	nyp.33433074816640|uc1.b3332875	Mr. Munchausen	1901	John Kendrick Bangs	15	1900
OL1868684W	3	1	The water ghost	1894	0.89	0.999	mdp.39015030847340|nyp.33433084129661|uc2.ark+=13960=t3vt1h12n	The Water Ghost and Others	1894	John Kendrick Bangs	23	1890
OL1868686W	5	4	Ghosts I have met, and some others	1898	0.89	1.0	mdp.39015066051874|wu.89069113231|uc1.b4101711|uc2.ark+=13960=t3rv0db8c|uva.x001496047	Ghosts I have met and some others	1898	John Kendrick Bangs	30	1890
OL1868687W	3	2	The enchanted typewriter	1899	0.87	0.998	mdp.39015030856978|nyp.33433074816608|uc1.l0063361513	The Enchanted Typewriter	1899	John Kendrick Bangs	58	1890
OL1868688W	4	3	The pursuit of the house-boat;	1897	0.88	1.0	nyp.33433074800867|mdp.39015030847316|uc1.b4101708|uc2.ark+=13960=t28911z1r	The Pursuit of the House-Boat	1897	John Kendrick Bangs	76	1890
OL187629W	4	2	The real diary of a real boy	1914	0.77	1.0	uc1.b4721666|uc2.ark+=13960=fk6j09wg1v|uc1.b3146371|uc2.ark+=13960=t9f47r731	The real diary of a real boy	1902	Henry A. Shute	19	1900
OL1917131W	4	2	The basket woman	1904	0.88	1.0	mdp.39015003620591|mdp.39015024079637|uc2.ark+=13960=t08w38z26|uc2.ark+=13960=t95719531	The Basket Woman	1904	Mary Austin	42	1900
OL1917193W	3	2	A woman of genius	1912	0.9	1.0	mdp.39015005210607|nyp.33433084130081|inu.30000010407140	A  woman of genius	1910	Mary Austin|Austin Mary Hunter	44	1910
OL19234W	2	2	The bent twig	1922	0.89	1.0	mdp.39015033538755|mdp.49015000587163	The bent twig	1915	Dorothy Canfield Fisher	17	1910
OL19235W	7	4	Understood Betsy	1917	0.89	1.0	inu.30000111984435|uc2.ark+=13960=t6h12ws1r|mdp.39015030032554|nc01.ark+=13960=t5m91901f|uc2.ark+=13960=fk53f4kz46|wu.89006531560|nyp.33433082302708	Understood Betsy	1917	Dorothy Canfield Fisher	26	1910
OL1940374W	1	1	Trilby;	1899	0.82	0.995	mdp.39015005346062	Trilby	1894	George du Maurier	259	1890
OL1940391W	3	1	The Martian;	1897	0.89	0.996	mdp.39015063916921|uc1.b248729|uc2.ark+=13960=t0pr7nc4z	The Martian	1897	George du Maurier	25	1890
OL196011W	1	1	The lady of the decoration	1908	0.88	1.0	uc2.ark+=13960=t1dj58m9x	The lady of the decoration	1905	Frances Little|Macaulay, Fannie (Caldwell) Mrs.|Frances Little	24	1900
OL197189W	1	1	Cleek the man of the forty faces, or Cleek, the master detective	1918	0.9	1.0	nyp.33433074852926	Cleek, the man of the forty faces	1910	Thomas W. Hanshew	35	1910
OL1972816W	3	1	Christopher and Columbus	1919	0.9	1.0	mdp.39015063953148|uc1.b3549670|uc2.ark+=13960=t0gt5qd49	Christopher and Columbus	1919	Elizabeth von Arnim	39	1910
OL1972831W	1	1	Fräulein Schmidt and Mr. Anstruther	1907	0.84	1.0	njp.32101068585833	Fräulein Schmidt and Mr. Anstruther	1907	Elizabeth von Arnim	35	1900
OL1972835W	2	1	The adventures of Elizabeth in Rügen	1904	0.89	1.0	mdp.39015030693462|nyp.33433075731988	The Adventures of Elizabeth in Rügen	1904	Elizabeth von Arnim	40	1900
OL1972838W	4	3	The caravaners	1909	0.88	1.0	uc2.ark+=13960=t55d8qz61|uc2.ark+=13960=t4wh2kc1b|uc1.b3325742|uc2.ark+=13960=t8x92984g	The caravaners	1909	Elizabeth von Arnim|Juliane Roemhild	29	1900
OL1972839W	4	2	The pastor's wife	1914	0.9	1.0	mdp.39015035824955|uc1.b3327308|uc2.ark+=13960=t46q1zh0p|mdp.39015035824948	The pastor's wife	1914	Elizabeth von Arnim	50	1910
OL1982538W	3	2	Lonesome land	1912	0.89	1.0	uc2.ark+=13960=t3xs5pc8w|nyp.33433076039217|uc2.ark+=13960=t7np1x782	Lonesome Land	1912	Bertha Muzzy Bower	13	1910
OL198384W	2	1	Treasure and trouble therewith	1917	0.84	1.0	nyp.33433076066467|uc2.ark+=13960=t6xw4bn1f	Treasure and Trouble Therewith (A Tale of California)	1917	Geraldine Bonner	15	1910
OL19903W	1	1	Just so stories for little children	1902	0.87	1.0	nc01.ark+=13960=t34182040	Just so stories for little children. Stalky & Co.	1902	Rudyard Kipling	64	1900
OL199995W	1	1	Mary Olivier	1919	0.84	1.0	uc2.ark+=13960=t6ww7f54p	Mary Olivier, a life	1919	May Sinclair	33	1910
OL199998W	3	2	Life and death of Harriett Frean	1922	0.88	1.0	nyp.33433075765333|uc2.ark+=13960=t6xw4bx6f|uc2.ark+=13960=t0js9k568	Life and death of Harriett Frean	1922	May Sinclair	30	1920
OL20083W	5	4	Under the deodars, The phantom 'rickshaw, Wee Willie Winkie	1920	0.89	1.0	uva.x000316548|uc1.31158002379567|uc2.ark+=13960=t0ms3np65|njp.32101079670574|mdp.39015030140423	Under the deodars ; The phantom 'rickshaw ; Wee Willie Winkie	1895	Rudyard Kipling	31	1890
OL20103W	5	2	Abaft the funnel	1909	0.88	1.0	uc1.$b400530|uc2.ark+=13960=t6154j36v|mdp.39015008381090|uc1.b3579125|uc2.ark+=13960=t59c72k2t	Abaft the funnel	1909	Rudyard Kipling	29	1900
OL20108W	2	2	Soldiers three ;	1899	0.72	1.0	nyp.33433074866355|uc2.ark+=13960=t2w37pn1c	Soldiers three, The story of the Gadsbys, In black and white	1895	Rudyard Kipling	67	1890
OL20109W	3	3	Soldier stories	1914	0.88	1.0	uva.x001640967|mdp.39015046486695|nnc1.cu58495398	Soldier stories	1896	Rudyard Kipling	18	1890
OL20143W	1	1	In black and white	1899	0.7	1.0	uc2.ark+=13960=t6nz8ds5q	In black and white	1880	Rudyard Kipling	35	1880
OL20149W	1	1	The naulahka;	1897	0.89	1.0	inu.32000002862268	The  naulahka	1892	Rudyard Kipling	74	1890
OL20156W	4	1	Actions and reactions	1909	0.73	1.0	mdp.39015022219300|uc1.32106019430328|uc1.b4380738|uc2.ark+=13960=t26972s41	Actions and Reactions	1909	Rudyard Kipling	219	1900
OL2019796W	1	1	Iola Leroy, or, Shadows uplifted	1892	0.89	1.0	njp.32101066122597	Iola Leroy, or, Shadows Uplifted	1892	Koritha Mitchell|Frances Ellen Watkins Harper|Frances Smith Foster	67	1890
OL2020280W	2	2	Darby O'Gill and the good people	1915	0.83	1.0	uc2.ark+=13960=t9w08zz7w|inu.39000005759670	Darby O'Gill and the good people	1903	Herminie Templeton Kavanagh	21	1900
OL2021950W	3	3	Men of iron	1892	0.89	1.0	uc1.b4099131|uc2.ark+=13960=t2j679b83|mdp.39015010354879	Men of Iron	1892	Howard Pyle	21	1890
OL2022011W	1	1	Howard Pyle's Book of pirates	1921	0.71	0.998	mdp.39076002221641	Howard Pyle's Book of Pirates	1921	Howard Pyle	14	1920
OL2068285W	3	1	Daniele Cortis	1890	0.9	1.0	uc1.$b450426|uc2.ark+=13960=t4nk39f5r|uiuo.ark+=13960=t0ks6mz46	Daniele Cortis	1887	Antonio Fogazzaro	18	1880
OL2068287W	3	2	The saint	1906	0.85	1.0	uc2.ark+=13960=t54f1qr95|uc2.ark+=13960=t28914h34|uva.x002177917	Santo	1906	Antonio Fogazzaro	20	1900
OL207091W	1	1	Bardell v. Pickwick;	1902	0.63	0.998	uc2.ark+=13960=t16m37d6f	Bardell v. Pickwick	1885	Percy Fitzgerald	17	1880
OL20822W	1	1	The open boat	1898	0.81	1.0	nyp.33433074817069	The open boat	1898	Stephen Crane	8	1890
OL20829W	3	1	Men, women and boats	1921	0.81	1.0	mdp.39015031228417|nyp.33433074817077|uc1.b4107520	Men, Women, and Boats	1921	Stephen Crane	24	1920
OL20831W	6	2	Active service	1901	0.9	1.0	mdp.39015014183431|mdp.39015031228391|nyp.33433074817085|uc1.b4582034|uc1.b3321306|wu.89004872388	Active Service	1899	Stephen Crane	20	1890
OL20835W	1	1	Wounds in the rain;	1900	0.89	1.0	uva.x000497410	Wounds in the rain	1900	Stephen Crane	16	1900
OL20934W	2	1	Scenes of clerical life	1899	0.89	1.0	uiuo.ark+=13960=t3320md5g|uiuo.ark+=13960=t5q82059s	Scenes of clerical life	1880	George Eliot	16	1880
OL21104317W	1	1	The skeleton key	1919	0.87	1.0	uc2.ark+=13960=t9668ct8d	Mystery of the Skeleton Key	1900	Bernard Capes	11	1900
OL2131939W	3	2	Emmanuel Burden, merchant of Thames St., in the City of London, exporter of hardware	1915	0.72	0.999	uc2.ark+=13960=t3513z153|nyp.33433074928833|uc2.ark+=13960=t8sb4349g	Emmanuel Burden, merchantof Thames St. in the City of London, exporter of hardwre	1904	Hilaire Belloc	21	1900
OL2131947W	4	1	The four men;	1912	0.71	1.0	mdp.39015011684902|njp.32101064787789|uc2.ark+=13960=t7tm7d10f|uc2.ark+=13960=t92807g2s	The four men; a farrago	1900	Hilaire Belloc	24	1900
OL2132064W	3	2	The mercy of Allah	1922	0.89	1.0	uc2.ark+=13960=t2h70mw0h|mdp.39015008919329|uc2.ark+=13960=t2x34qs5p	Raḥmat Allāh; that is: The mercy of Allah	1922	Hilaire Belloc	24	1920
OL215736W	3	1	Montlivet	1906	0.89	1.0	mdp.39015005621191|nyp.33433076033947|uc2.ark+=13960=t6d21s11p	Montlivet	1906	Alice Prescott Smith	34	1900
OL2178935W	6	4	The Grandissimes	1880	0.89	1.0	mdp.39015008798202|uc2.ark+=13960=t7pn8xx18|uc2.ark+=13960=t6sx65984|uc2.ark+=13960=fk2w37kx1m|uva.x000134749|uc1.32106002063169	The Grandissimes	1880	George Washington Cable	28	1880
OL2243957W	6	5	Adventures in contentment	1922	0.88	1.0	nnc1.1002155575|mdp.39015012295310|mdp.39015030849007|uc2.ark+=13960=t77s7jg68|nyp.33433074790241|nyp.33433074790217	Adventures in Contentment	1907	David Grayson	55	1900
OL2254108W	2	1	The mansion	1911	0.84	1.0	mdp.39015057075627|uc2.ark+=13960=t3vt1gz5s	The mansion	1911	Henry van Dyke	29	1910
OL2254110W	3	1	The blue flower	1902	0.83	1.0	njp.32101067486827|nyp.33433076041544|uc1.b3569309	The blue flower	1902	Henry van Dyke	28	1900
OL2254112W	1	1	The ruling passion;	1901	0.86	0.999	nyp.33433076042260	The ruling passion	1901	Henry van Dyke	33	1900
OL2254754W	1	1	This way to Christmas	1916	0.79	1.0	mdp.39015011955427	This Way to Christmas	1916	Ruth Sawyer	10	1910
OL2288674W	2	1	The quest of the sacred slipper	1914	0.88	0.999	nyp.33433075763957|nyp.33433076057391	The Quest of the Sacred Slipper	1914	Sax Rohmer	37	1910
OL2288675W	1	1	The hand of Fu-Manchu;	1917	0.89	0.998	nyp.33433076057433	The Hand of Fu-Manchu	1917	Sax Rohmer	196	1910
OL2338350W	1	1	The wind-jammers	1903	0.88	1.0	nyp.33433076083660	The Wind-Jammers	1899	T. Jenkins Hains	14	1890
OL2338662W	1	1	The Mormon prophet	1899	0.82	1.0	njp.32101068176641	The Mormon prophet	1899	Lily Dougall	20	1890
OL2339089W	5	3	The men of the Moss Hags	1895	0.89	1.0	mdp.39015063548765|uc2.ark+=13960=t7br8vh9v|nyp.33433074947452|uc2.ark+=13960=t24b32c1d|nyp.33433074949839	The men of the moss-hags	1895	Samuel Rutherford Crockett	37	1890
OL2340033W	5	2	Moths	1880	0.9	1.0	uiuo.ark+=13960=t15m6pq8n|uiuo.ark+=13960=t58d0cw6w|uiuo.ark+=13960=t77s85r4q|mdp.39015053654946|uc2.ark+=13960=t06w98v9w	Moths	1880	Ouida	11	1880
OL2340060W	4	1	The lance of Kanana;	1916	0.8	1.0	mdp.39015065525407|mdp.39015066904973|uc1.b4089033|uc2.ark+=13960=t6639m241	The lance of Kanana	1892	Harry W. French	24	1890
OL2340353W	2	1	Stephen	1896	0.89	1.0	uc2.ark+=13960=t0tq5sz1x|uva.x030796292	Stephen	1896	Florence Morse Kingsley	14	1890
OL2340360W	1	1	Titus, a comrade of the cross	1895	0.88	1.0	wu.89097993836	Titus	1894	Florence Morse Kingsley	22	1890
OL2341685W	2	2	The Erie train boy	1900	0.88	1.0	njp.32101067626141|nyp.33433082526041	The Erie Train Boy	1890	Horatio Alger, Jr.	26	1890
OL2341709W	1	1	Struggling upward, or, Luke Larkin's luck	1890	0.89	1.0	nyp.33433082526223	Struggling upward	1890	Horatio Alger, Jr.	13	1890
OL2341850W	5	2	The crossing	1903	0.9	1.0	uc2.ark+=13960=fk0000004w|mdp.39015050822843|nyp.33433074812292|nyp.33433074812383|uc2.ark+=13960=t7wm14d0d	The crossing	1903	Winston Churchill	17	1900
OL2341853W	3	3	The celebrity;	1900	0.88	1.0	uc2.ark+=13960=t0ht2gh7c|uc2.ark+=13960=t49p2xc0f|wu.89004913216	The Celebrity	1897	Winston Churchill	24	1890
OL2343305W	3	3	Crittenden;	1920	0.89	1.0	mdp.39015043589087|uc2.ark+=13960=t1qf8kg88|uc2.ark+=13960=t90866234	Crittenden, a Kentucky story of love and war	1900	John Fox Jr.	44	1900
OL2343306W	2	2	"""Hell fer Sartain"""	1900	0.88	0.998	mdp.39015043589061|uc1.b300288	Hell fer Sartain	1897	John Fox Jr.	32	1890
OL2343314W	8	5	A Cumberland vendetta	1896	0.89	1.0	uc1.b242875|nyp.33433075741235|mdp.39015003676577|uc2.ark+=13960=t9d50hs5n|njp.32101063691024|uc2.ark+=13960=t4xg9h46d|nyp.33433076091184|uc2.ark+=13960=t4kk94v47	A Cumberland vendetta	1896	John Fox Jr.	35	1890
OL2343320W	3	1	Christmas eve on Lonesome	1904	0.84	1.0	njp.32101063691057|nyp.33433075740773|uc2.ark+=13960=t9765b950	Christmas eve on Lonesome	1904	John Fox Jr.	34	1900
OL2343322W	2	1	The heart of the hills	1913	0.9	1.0	mdp.39015063549037|uc2.ark+=13960=t03x84h4c	The heart of the hills	1913	John Fox Jr.	36	1910
OL2343324W	6	5	The Kentuckians ;	1910	0.89	1.0	uc2.ark+=13960=t5j961h6j|mdp.39015003676569|mdp.39015063549359|njp.32101063691032|uc2.ark+=13960=t5q81578w|nyp.33433076091218	The Kentuckians	1898	John Fox Jr.	25	1890
OL2343424W	3	1	Blackfoot lodge tales;	1892	0.56	0.999	uc1.32106000557105|uc1.b4101968|uc2.ark+=13960=t57d2qj41	Blackfoot Lodge Tales	1892	George Bird Grinnell	26	1890
OL2343881W	2	2	The hole in the wall	1903	0.89	1.0	uc2.ark+=13960=t9n29vm8j|uc2.ark+=13960=t80k2kt3v	The hole in the wall	1902	Arthur Morrison	17	1900
OL2343882W	1	1	A child of the Jago	1906	0.84	1.0	pst.000004397137	A child of the Jago	1896	Arthur Morrison	75	1890
OL2343883W	2	1	Martin Hewitt, investigator	1907	0.87	1.0	uc1.b4105459|uc2.ark+=13960=t54f1zj3g	Martin Hewitt, Investigator	1894	Arthur Morrison	65	1890
OL2343884W	6	3	Tales of mean streets	1895	0.89	1.0	uc2.ark+=13960=t7qn6bx1s|mdp.39015025821243|mdp.39015031292868|nyp.33433074915194|uc1.b4105460|uc2.ark+=13960=t8v980q5q	Tales of mean streets	1894	Arthur Morrison	26	1890
OL2344332W	3	2	Nights with Uncle Remus	1911	0.88	1.0	inu.39000005882936|mdp.39015065535026|uc2.ark+=13960=t29883c22	Nights with Uncle Remus	1883	Joel Chandler Harris	22	1880
OL2344333W	1	1	Uncle Remus, his songs and his sayings	1908	0.85	0.915	uc2.ark+=13960=t9571949g	Uncle Remus, his songs and his sayings	1894	Joel Chandler Harris	20	1890
OL2344494W	1	1	The wreck of the Titan;	1914	0.83	1.0	mdp.39015002741299	The wreck of the Titan	1914	Robertson, Morgan	6	1910
OL2345209W	1	1	The log of a sea-waif	1899	0.81	0.999	mdp.39015030852969	The log of a sea-waif	1899	Frank Thomas Bullen	20	1890
OL2345240W	4	3	From kingdom to colony	1899	0.89	1.0	nyp.33433074811468|uc2.ark+=13960=t2891235w|uc2.ark+=13960=t4wh2h26w|uc2.ark+=13960=t3125qk6q	From kingdom to colony	1899	Mary Devereux	18	1890
OL2345563W	5	4	In ole Virginia;	1890	0.88	1.0	mdp.39015034584055|uc2.ark+=13960=t2w37m772|nyp.33433071394625|uc1.b3569204|uc1.b4102048	In ole Virginia	1887	Thomas Nelson Page	22	1880
OL2345590W	2	2	Old rose and silver	1909	0.89	1.0	nyp.33433076049943|uc2.ark+=13960=t0xp6vz9k	Old Rose and Silver	1909	Myrtle Reed	16	1900
OL2346154W	2	2	Old Chester tales	1919	0.89	1.0	mdp.39015063023678|uc1.b3325429	Old Chester tales	1898	Margaret Wade Campbell Deland	14	1890
OL2361188W	1	1	On our selection!	1903	0.88	1.0	uc2.ark+=13960=t08w3dk4w	On Our Selection	1903	Steele Rudd	16	1900
OL239760W	2	2	The watchers of the trails	1904	0.83	0.999	uc2.ark+=13960=t3kw58v27|uc2.ark+=13960=t18k7602h	The watchers of the trails	1904	Charles G. D. Roberts	18	1900
OL239761W	2	2	Earth's enigmas;	1896	0.89	1.0	mdp.39015035073405|uva.x001892961	Earth's enigmas	1896	Charles G. D. Roberts	20	1890
OL239763W	5	3	The heart of the ancient wood	1902	0.89	1.0	uc1.b3327168|uc2.ark+=13960=t2r49qs0z|mdp.39015063952207|mdp.39015063953098|uc2.ark+=13960=t0cv4kh8z	The heart of the ancient wood	1900	Charles G. D. Roberts	28	1900
OL239771W	1	1	Red Fox;	1905	0.79	1.0	mdp.39015063953080	Red fox	1905	Charles G. D. Roberts|Brian Bartlett	17	1900
OL239773W	3	2	A sister to Evangeline;	1898	0.89	1.0	mdp.39015002718552|uc1.32106001949723|uc2.ark+=13960=t7np1zh5m	A sister to Evangeline	1898	Charles G. D. Roberts	18	1890
OL240029W	2	1	The shadow of the cathedral;	1919	0.55	1.0	mdp.39015062937027|mdp.39015063056926	The Shadow of the Cathedral	1909	Vicente Blasco Ibáñez	16	1900
OL240205W	2	1	The prince of India, or, Why Constantinople fell	1893	0.89	1.0	mdp.39015063602521|mdp.39015065779418	The Prince of India, or Why the Constantinople Fell	1893	Lew Wallace	41	1890
OL240337W	5	1	Celtic fairy tales	1892	0.82	1.0	inu.30000061592568|mdp.39015016866181|nyp.33433068198005|uc2.ark+=13960=t6736mz1d|uva.x000879599	Celtic Fairy Tales	1892	Joseph Jacobs	33	1890
OL240589W	2	1	The last hope	1904	0.84	1.0	uc1.$b400526|uc2.ark+=13960=t5j963m2s	The Last Hope	1904	Hugh Stowell Scott	34	1900
OL240590W	6	4	The slave of the lamp	1913	0.89	1.0	uc1.b4105375|uc2.ark+=13960=t1fj2n242|uc2.ark+=13960=t5fb52r9k|umn.31951002132076t|uiuo.ark+=13960=t46q2md0k|uiuo.ark+=13960=t9p27j96c	The slave of the lamp	1891	Hugh Stowell Scott	37	1890
OL240591W	3	2	The sowers;	1895	0.89	1.0	uc2.ark+=13960=t3kw5dj4t|mdp.39015063949245|uc1.b4110171	The sowers	1895	Hugh Stowell Scott	32	1890
OL240598W	3	1	In Kedar's tents	1897	0.84	1.0	uc1.b3327364|uc2.ark+=13960=t80k2cr20|uva.x030751012	In Kedar's tents	1897	Hugh Stowell Scott	34	1890
OL24136W	3	1	The dynamiter	1895	0.89	1.0	njp.32101068604246|uc1.b3331976|uc2.ark+=13960=t35143h3f	The  dynamiter	1885	Robert Louis Stevenson	25	1880
OL24137W	3	3	The merry men, and other tales and fables	1887	0.88	1.0	uva.x000181295|mdp.39015008934294|mdp.39015008255252	The  merry men, and other tales and fables	1887	Robert Louis Stevenson	20	1880
OL24140W	4	1	Island nights' entertainments	1917	0.82	1.0	mdp.39015031301073|mdp.39015048898947|uc1.b4104053|uc2.ark+=13960=t9q24357v	Island nights' entertainments	1893	Robert Louis Stevenson	32	1890
OL24141W	33	3	The works of Robert Louis Stevenson	1904	0.84	1.0	uc1.b4716477|uc1.b4716478|uc1.b4716479|uc1.b3564781|uc1.b3564782|uc1.b3564783|uc1.b3564784|uc1.b3564785|uc1.b3564787|uc1.b3564788|uc1.b3564789|uc1.b3564790|uc1.b3567387|uc1.b3567388|uc1.b3567389|uc2.ark+=13960=t2w38378q|uc2.ark+=13960=t33208q8t|uc2.ark+=13960=t42r45h4b|uc2.ark+=13960=t4zg6zs50|uc2.ark+=13960=t55d95423|uc2.ark+=13960=t9s189r0c|mdp.39015009061345|mdp.39015048900123|uc2.ark+=13960=t01z4f43w|uc2.ark+=13960=t3zs2zq00|uc2.ark+=13960=t50g3wh32|uc2.ark+=13960=t5s75m18c|uc2.ark+=13960=t7sn0dv9x|uva.x000181170|uva.x000181171|uva.x000181172|uva.x000181173|uva.x000181174	The  works of Robert Louis Stevenson	1904	Robert Louis Stevenson	22	1900
OL24142W	8	3	St. Ives;	1897	0.9	1.0	mdp.39015063961752|uc1.b3331984|uc2.ark+=13960=t2988b585|nyp.33433075752588|uc2.ark+=13960=t57d2w88f|mdp.39015063961760|uc1.b3187734|uc2.ark+=13960=t58d00d3m	St. Ives	1897	Robert Louis Stevenson	44	1890
OL24144W	5	2	Weir of Hermiston	1896	0.86	1.0	mdp.39015001341497|mdp.39015031301016|uc2.ark+=13960=t9f47m304|nyp.33433076052772|uc1.b4538492	Weir of Hermiston	1896	Robert Louis Stevenson	36	1890
OL24146W	3	3	The wrecker	1891	0.89	1.0	nnc1.1002389673|uc1.b4102254|mdp.39015063964681	The  wrecker	1892	Robert Louis Stevenson|Lloyd Osbourne	91	1890
OL24149W	1	1	Prince Otto	1901	0.89	1.0	uc2.ark+=13960=t6rx98g7z	Prince Otto	1885	Robert Louis Stevenson	65	1880
OL24150W	5	3	The wrong box	1905	0.88	1.0	uva.x000181459|uc2.ark+=13960=t5s759531|nyp.33433075752968|uc1.b4102335|uc2.ark+=13960=t08w3ds14	The  wrong box	1889	Robert Louis Stevenson	41	1880
OL241578W	2	1	The raiders	1894	0.88	1.0	mdp.39015063551363|uc2.ark+=13960=t0bv7fw25	The raiders, being some passages in the life of John Faa, Lord and Earl of Little Egypt	1893	Samuel Rutherford Crockett|Neil Campbell	23	1890
OL24158W	3	2	New Arabian nights	1914	0.89	1.0	uc2.ark+=13960=t8nc5wk1f|uva.x000071016|ien.35556007041916	New Arabian Nights	1882	Robert Louis Stevenson	64	1880
OL24232W	2	1	The man from Brodney's	1908	0.89	1.0	mdp.39015063941481|nyp.33433076081128	The man from Brodney's	1908	George Barr McCutcheon|Harrison Fisher	22	1900
OL24234W	2	2	Nedra	1905	0.88	1.0	uc2.ark+=13960=t10p0ww68|mdp.39015063941473	Nedra	1905	George Barr McCutcheon	26	1900
OL24244W	1	1	A fool and his money	1913	0.9	1.0	uc2.ark+=13960=t04x54m99	A fool and his money	1913	George Barr McCutcheon	16	1910
OL24246W	2	1	Green fancy	1917	0.83	1.0	nyp.33433076075567|uc2.ark+=13960=t22b8vn3r	Green fancy	1917	George Barr McCutcheon	18	1910
OL24250W	3	1	Castle Craneycrow	1902	0.9	1.0	mdp.39015056877106|mdp.39015063941630|uc2.ark+=13960=t5p847f68	Castle Craneycrow	1902	George Barr McCutcheon	28	1900
OL24251W	3	2	Her weight in gold	1911	0.86	1.0	uc2.ark+=13960=t6ww77s48|nyp.33433076075559|uc2.ark+=13960=t6d21w68j	Her weight in gold	1911	George Barr McCutcheon|H. Devill Welsh	22	1910
OL2441349W	1	1	Calvary	1922	0.89	1.0	uc2.ark+=13960=t1mg7jj3c	Le calvaire	1887	Octave Mirbeau|Christine Donougher	33	1880
OL244890W	1	1	At a winter's fire	1899	0.89	1.0	nyp.33433074935127	At a Winter's Fire	1899	Bernard Capes	21	1890
OL245953W	7	4	Barabbas	1896	0.9	1.0	uc2.ark+=13960=t6k06z45s|uc1.b3321288|uc2.ark+=13960=t57d2zk9s|ien.35556007012321|uiuo.ark+=13960=t22b9bc59|uiuo.ark+=13960=t7tm7j845|uiuo.ark+=13960=t87h1x13s	Barabbas	1893	Marie Corelli	51	1890
OL2462434W	1	1	The tenant of Wildfell hall	1922	0.89	1.0	mdp.39015008993712	The Tenant of Wildfell Hall / Agnes Grey	1914	Anne Brontë	14	1910
OL246364W	2	2	The ne'er-do-well	1911	0.89	1.0	nyp.33433074837356|mdp.39015030855822	The ne'er-do-well	1911	Rex Ellingwood Beach	38	1910
OL246504W	1	1	The second deluge	1912	0.67	1.0	uc2.ark+=13960=t9h41k936	The Second Deluge	1912	Garrett Putman Serviss	34	1910
OL247042W	7	3	The bar sinister	1920	0.88	1.0	uc1.b3578352|uc2.ark+=13960=t6f18tr0n|uc1.b3909003|mdp.39015022368180|mdp.39015048712445|nyp.33433074843222|uc1.b3561977	The Bar Sinister	1903	Richard Harding Davis|Winston Churchhill	28	1900
OL247065W	5	2	The White mice	1909	0.89	1.0	mdp.39015031228037|nyp.33433074843214|uc1.b3325373|uc1.b3561865|uc2.ark+=13960=t9m32pt2n	The White Mice	1909	Richard Harding Davis	29	1900
OL247071W	3	1	Cinderella, and other stories	1896	0.88	1.0	mdp.39015025367593|mdp.39015031228557|uc1.b249492	Cinderella And Other Stories	1896	Richard Harding Davis	21	1890
