work_key	edition_count	ocaid_count	ocaid_first
/works/OL59709W	30	5	waldomagicinc0000hein
/works/OL1797254W	30	7	rezanovatherton00atherich
/works/OL139828W	30	3	actionfrontcable00cabliala
/works/OL2986881W	30	5	theskypilottaleo00conn
/works/OL460741W	30	5	overturetodeatha00ngai
/works/OL18012703W	30	2	virginian0000wist_g9g3
/works/OL144811W	30	1	jack-london-_-la-foi-des-hommes
/works/OL1418237W	30	3	pellucidar2pellu0000edga
/works/OL63068W	30	5	inourtimestories00hemi_1
/works/OL715619W	30	6	cu31924013458157
/works/OL199569W	30	1	campfiregirlsats0000marg
/works/OL506450W	30	5	uncletomschildre0000wrig_o8o3
/works/OL2234990W	30	7	inteethofevidenc0000saye_v4q5
/works/OL3412166W	30	4	strangersbrother00snow
/works/OL5730407W	30	2	hirasinghwhenin00mundgoog
/works/OL76458W	30	5	charlesdickens0000ches
/works/OL276467W	30	6	reverberator0000jame
/works/OL199998W	30	6	lifedeathofharri0000sinc_y3r2
/works/OL460804W	30	7	isbn_0515059676
/works/OL144771W	30	8	thegame01160gut
/works/OL1522093W	30	1	realamericinroma01markrich
/works/OL84352W	30	2	athousandandone00hechgoog
/works/OL8729667W	30	5	hillromanceoffri00vach
/works/OL276323W	30	2	bundleofletters0000jame
/works/OL6585786W	30	2	eaglesshadow00cabe
/works/OL262143W	30	5	marypoppinsopens0000trav_p5o4
/works/OL1822010W	30	4	blueice0000inne
/works/OL963639W	30	7	bancorecit0000char
/works/OL1868686W	30	6	ghostsihavemeta01banggoog
/works/OL1937648W	30	8	commodorehornblo0000cslf
/works/OL2004304W	30	4	coronerspidgin0000alli
/works/OL1794629W	30	4	throughsikhwarta00hentiala
/works/OL715616W	30	5	borninexile0000giss_c2w1
/works/OL15243621W	30	6	cu31924027269459
/works/OL8608163W	30	2	goldgods00reevgoog
/works/OL15849063W	30	10	ursulemirout00balz
/works/OL1175339W	30	4	fromritualtoroma0000west
/works/OL2004230W	30	7	looktolady0000alli_t0y5
/works/OL4092661W	30	6	spanishbride0000geor_y1v7
/works/OL16747W	30	2	caseofvelvetclaw00gard
/works/OL3480735W	30	5	mildredpierce0000cain_v5l5
/works/OL109223W	30	4	cu31924013586916
/works/OL1098364W	29	4	henrybrockenhist0000dela
/works/OL262010W	29	6	marypoppinsinpar0000trav_t4q8
/works/OL55469W	29	6	theschoolmistres01732gut
/works/OL7142875W	29	3	maliceaforethoug00fran
/works/OL3739416W	29	3	honorofbigsnows00curwrich
/works/OL54140W	29	7	horses_tale_1011_librivox
/works/OL200008W	29	4	divinefire00sinc
/works/OL41060W	29	9	completepoemsed00poegoog
/works/OL879066W	29	10	cihm_74295
/works/OL20103W	29	2	a00kiplbaftfunnelrich
/works/OL76364W	29	2	thirteendetectiv00ches
/works/OL13112015W	29	2	callmrfortune00bailgoog
/works/OL890572W	29	5	cu31924013245208
/works/OL240562W	29	6	englishjourneybe0000jbpr_a8u4
/works/OL4620923W	29	1	angelisland00gill
/works/OL567004W	29	6	adventuresofcapt00stoc_0
/works/OL466113W	29	4	littletimbravese0000ardi_g6b2
/works/OL53900W	29	11	shortstories00twairich
/works/OL59723W	29	6	redplanet0000hein_u0k6
/works/OL15112200W	29	5	selectedworks0000hard
/works/OL96030W	29	2	constancedunlap00reevgoog
/works/OL1948311W	29	7	castleofadventur0000blyt_y9s7
/works/OL1797270W	29	9	senatornorth01athegoog
/works/OL1128024W	29	10	cressyhartebret00hartrich
/works/OL1838893W	29	4	childrentenemen00riisgoog
/works/OL2254108W	29	4	mansion00vand
/works/OL1337101W	29	4	inimitablejeeves0000pgwo_k1y8
/works/OL8445004W	29	0	
/works/OL2681005W	29	2	mastermummer00oppegoog
/works/OL2004299W	29	4	caseoflatepig0000alli
/works/OL209180W	29	1	tomofraiders00bish
/works/OL1794500W	29	5	cihm_91668
/works/OL1972838W	29	7	caravaners00eliz
/works/OL1794632W	29	4	withfrederickgr01pagegoog
/works/OL31531685W	29	1	greyfriarsbobby0000elea_a1b8
/works/OL69695W	29	6	headofhouseofcoo00burn
/works/OL1807133W	29	11	twelveredherring00arch_0
/works/OL505940W	29	1	paintedveil0000maug
/works/OL2685465W	29	6	skylarkofvaleron0000edwa
/works/OL3538188W	29	15	laughingboy00lafa
/works/OL1242804W	29	5	maigretsfirstcas0000sime_q4d4
/works/OL1725491W	29	7	waldentwo00skin
/works/OL4072351W	29	4	bobbseytwinsonho0000hope
/works/OL1949088W	29	11	mysteryoftallyho0000enid_a2b8
/works/OL668766W	29	3	deuxsolitudesrom0000macl
/works/OL37923163W	29	1	houseofthousandc0000mere
/works/OL1774394W	29	8	kentuckycard00allerich
/works/OL1794508W	29	6	fornamefameorthr00hent_0
/works/OL1948398W	29	14	isbn_9780603561658
/works/OL873095W	29	2	knulpthreetalesf0000hess
/works/OL85233W	29	3	lecolonelchabert0000balz_f1f2
/works/OL115066W	29	2	flivverking0000unse
/works/OL69700W	29	5	fairbarbarian00burn_1
/works/OL14857828W	29	4	siamesetwinmyste0000quee_k5o2
/works/OL509997W	29	1	younglovellroman00fordrich
/works/OL20125W	29	7	nybc203566
/works/OL81277W	29	4	kangaroo0000lawr
/works/OL118966W	29	7	ledocteurpasca00zola
/works/OL1128026W	29	2	sallydowsandothe00hartiala
/works/OL3471099W	29	5	illustratedwestw00mark
/works/OL16451416W	29	8	dewinddoorhetsle0000king
/works/OL7013714W	29	2	ashtonkirkcrimi01compgoog
/works/OL16741W	29	2	caseofcuriousbri00gard
/works/OL1796641W	29	7	cu31924013531904
/works/OL51427W	29	17	luotuoxiangzi0000unse_k6g2
/works/OL4112845W	29	0	
/works/OL10417844W	29	1	marriage0000ferr
/works/OL247065W	29	7	whitemice02davigoog
/works/OL14942914W	29	0	
/works/OL200007W	29	3	mrwaddingtonofwy0000mays_f6f8
/works/OL2320041W	29	1	redrooneylastofc00ball
/works/OL1164861W	29	4	tobaccoroad0000cald
/works/OL52239W	29	7	joanandpetersto02wellgoog
/works/OL3297450W	29	4	adamsbreed0000hall
/works/OL1797323W	29	8	folksfromdixie01dunbgoog
/works/OL64450W	29	6	timemusthavestop0000aldo_k5f6
/works/OL83877W	28	4	bookofwonderchro01duns
/works/OL810457W	28	1	spiesofkaiserplo0000lequ
/works/OL2254110W	28	7	blueflower0vanduoft
/works/OL24250W	28	4	cihm_79051
/works/OL11458282W	28	1	gargantuapantagr0000rabe_i4g3
/works/OL1242879W	28	7	maigretbideshist0000sime
/works/OL2004202W	28	8	blackplumesmyste00alli
/works/OL8810266W	28	2	motherwestwindwh18burg
/works/OL944244W	28	1	familyofpascuald0000cela_j7l6
/works/OL5625465W	28	3	bwb_O7-DOY-321
/works/OL1249571W	28	1	siegfriedsjourne0000sass
/works/OL1822006W	28	4	lonelyskierheron0000hamm
/works/OL96040W	28	3	warterror00reeviala
/works/OL118964W	28	1	loeuvrezola00zolauoft
/works/OL468378W	28	2	cerackup0000fsco
/works/OL1242894W	28	5	friendofmadamema0000sime_k6x6
/works/OL1797224W	28	2	blackoxen01athe
/works/OL4906721W	28	4	vixensnovel00yerb
/works/OL42380W	28	5	laddietruebluest00stra
/works/OL3863975W	28	5	shipofstars00quil
/works/OL505938W	28	7	explorermelodram00maugrich
/works/OL715617W	28	5	towntraveller00gissuoft
/works/OL5197877W	28	5	littlecitizenshu00kell
/works/OL1242936W	28	9	lanuitducarrefou0000sime_y7g8
/works/OL100195W	28	3	freeotherstories00dreiuoft
/works/OL8470559W	28	6	cihm_990262
/works/OL102733W	28	3	benito_cereno_1102_librivox
/works/OL199973W	28	2	annesevernthefie00sincuoft
/works/OL14857732W	28	2	elsombreroromano0000quee
/works/OL1525628W	28	2	senhoraprofileof00alen
/works/OL1130412W	28	11	blazedtrail00whitrich
/works/OL2021972W	28	9	storyofkingarthu22pyle
/works/OL4072603W	28	2	bobbseytwinsatme0000laur
/works/OL3297451W	28	4	bwb_W3-DBI-704
/works/OL724067W	28	5	deathofheart00eliz
/works/OL276325W	28	3	confidence00jameuoft
/works/OL43359W	28	9	isbn_9781974254262
/works/OL108765W	28	7	storyofmissmoppe1987pott
/works/OL39785W	28	15	secretofredgatef00keen_1
/works/OL1794174W	28	1	doomsman00sutpgoog
/works/OL1140168W	28	1	patriotbuck00buck
/works/OL19777639W	28	1	confidence0000jame
/works/OL1825438W	28	3	blacknarcissus0000rume_j8f8
/works/OL1117901W	28	4	joannagodden01kayegoog
/works/OL39350W	28	15	passwordtolarksp00keen
/works/OL1948163W	28	7	mountainofadvent0000blyt_h0q0
/works/OL460670W	28	7	artistsincrime00mars
/works/OL95995W	28	7	stoveratyaleowen00johnrich
/works/OL14877865W	28	8	completeshorterf00wild
/works/OL239763W	28	7	heartofancientwo00robeuoft
/works/OL240595W	28	3	velvetglove00scotgoog
/works/OL69685W	28	8	makingofmarchion0000fran
/works/OL1515169W	28	6	cihm_66611
/works/OL16739W	28	3	caseofrollingbon00gard
/works/OL256384W	28	5	bothsidesbordert00hentiala
/works/OL1149227W	28	5	duchessofwrexehe00walpuoft
/works/OL3271098W	28	8	assassiniroman0000giff_e2r1
/works/OL1190288W	28	4	pleasuresregrets0000prou
/works/OL2341848W	28	3	drjonathan00churrich
/works/OL1189316W	28	6	JorgeIcazaHuasipungo
/works/OL1337108W	28	2	thankyoujeeves0000wode
/works/OL2178935W	28	13	grandissimesstor00cabluoft
/works/OL276435W	28	5	sacredfount02jamegoog
/works/OL69207W	28	7	bwb_P8-BNO-236
/works/OL66597W	28	12	worksofjaneauste0000jane
/works/OL485647W	28	6	majestysrancho0000grey_t8l2
/works/OL86334W	28	8	portablejamesjoy00joyc
/works/OL80354W	28	3	nouvellehistoire0000bern_i4y4
/works/OL647127W	28	4	luciainlondon00bens
/works/OL83041W	28	7	furuzurusenseino0000mary
/works/OL1825431W	28	5	riverwatermusic0000godd
/works/OL39048W	28	4	rover0000conr_c1a6
/works/OL1949775W	28	6	isbn_9780340714935
/works/OL630992W	28	4	twosymphoniesisa0000andr
/works/OL3297228W	28	3	backgroundtodang00ambl
/works/OL247042W	28	6	cihm_77034
/works/OL109215W	28	10	feaststfriendac00benngoog
/works/OL5645114W	28	6	motherstor00norr
/works/OL2339087W	28	2	redaxecrockett00crocuoft
/works/OL82915W	28	4	requiemfornun0000faul
/works/OL181948W	28	8	cu31924022147353
/works/OL810431W	28	2	invasionof1910wi00lequ
/works/OL4092557W	28	4	footstepsindark0000heye
/works/OL1794483W	28	1	atpointofbayonet00hentuoft
/works/OL4112843W	28	0	
/works/OL7026231W	27	3	daringdeeds00bachrich
/works/OL788034W	27	7	stories00mans
/works/OL144722W	27	3	onthemakaloamat00londrich
/works/OL1518012W	27	1	bonesinlondon00walluoft
/works/OL3901441W	27	4	eternityring0000went_u1c1
/works/OL4906748W	27	7	bwb_KT-243-601
/works/OL506114W	27	4	danglingman0000bell_c1w1
/works/OL507373W	27	4	madelonnovel00freeuoft
/works/OL2986880W	27	4	prospectortaleof00connuoft
/works/OL1206479W	27	6	presentpast0000comp_i8o4
/works/OL1184870W	27	1	lavagabonderoman00cole_0
/works/OL1337115W	27	2	clickingofcuthbe00wode
/works/OL52238W	27	6	sealadyatissuem01wellgoog
/works/OL228713W	27	6	storyroland00baldgoog
/works/OL3863978W	27	3	bluepavilions00q186
/works/OL115062W	27	4	dragonsteeth0000upto
/works/OL109847W	27	3	cu31924013565043
/works/OL14852287W	27	11	sisforsilence0000graf_u6b7
/works/OL963531W	27	4	grandecart0000coct
/works/OL76405W	27	3	talesoflongbow0000gilb
/works/OL15320517W	27	0	
/works/OL3297227W	27	1	causeforalarm00ambl
/works/OL266031W	27	8	trumpeterofkrako0000unse_r9q2
/works/OL575533W	27	1	krakatit0000cape
/works/OL15379W	27	1	dayboynightgirl00macd
/works/OL39322W	27	18	nancysmysterious0000keen
/works/OL1922127W	27	3	walkinsun0000brow
/works/OL181953W	27	7	elregalodelosrey00henr
/works/OL64440W	27	7	bravenewworldbra0000aldo_p9a0
/works/OL2004212W	27	4	dancersinmournin0000alli_k7l5
/works/OL1794635W	27	8	cihm_29251
/works/OL1066935W	27	5	reignlawataleke00allegoog
/works/OL47928W	27	2	huntingforhidden00dixo
/works/OL109214W	27	6	prettyladydodopr0000unse
/works/OL16280265W	27	2	ministerofevilse0000will
/works/OL17604700W	27	6	doutoratiradente0000wall
/works/OL1774393W	27	5	choirinvisible00alleuoft
/works/OL630991W	27	3	thse0000andr
/works/OL724076W	27	2	houseinparis00bowe_0
/works/OL1242787W	27	8	lattedunhomme0000unse
/works/OL1337130W	27	1	adventuresofsall00wode
/works/OL1657955W	27	5	entrebastidoreso00walt
/works/OL3926776W	27	6	swansong00cris
/works/OL715615W	27	6	veranildaromance00gissiala
/works/OL3378758W	27	3	olivia00oliv
/works/OL715613W	27	5	netherworldthewo00geor
/works/OL1796093W	27	8	fairmargaretapo07crawgoog
/works/OL1948592W	27	11	mysteryofpantomi0000blyt_y6b2
/works/OL14867072W	27	1	dertodinvenedign00mannuoft
/works/OL3923103W	27	5	horizonfawcettbo0000hele
/works/OL869959W	27	6	blackstallionret00farl
/works/OL507377W	27	9	anewenglandnuna03freegoog
/works/OL1518048W	27	2	forger0000wall
/works/OL51208W	27	3	berlinnovelsmrno0000ishe
/works/OL505935W	27	3	mrscraddock0000maug_u1i6
/works/OL88870W	27	7	pharospharillon0000emfo
/works/OL55524W	27	4	kashtanka_gh_librivox
/works/OL8070947W	27	3	historicalnights00sabarich
/works/OL573170W	27	7	wandererunderaut0000hams
/works/OL3159773W	27	4	lasombradelcaudi0000unse
/works/OL1833983W	27	0	
/works/OL3975149W	27	5	nowayout00fear
/works/OL31434608W	27	0	
/works/OL724071W	27	1	friendsrelations00bowe
/works/OL1797260W	27	5	avalanche00atheiala
/works/OL13290905W	27	4	tobepilgrim00cary
/works/OL1165902W	27	5	nationalvelvet00bagn_0
/works/OL1526738W	27	2	whogoesthere0000unse
/works/OL106064W	27	1	itsbattlefield00gree
/works/OL1449088W	27	2	bwb_W9-DCS-581
/works/OL846494W	27	1	correspondenciad00queiuoft
/works/OL5537695W	27	6	familyfromoneend0000lane
/works/OL5599816W	27	3	manymansions00gina_0
/works/OL144793W	27	3	dutchcourageando14449gut
/works/OL1202107W	27	2	dorrancedomainst00well
/works/OL1149261W	27	3	mrperrinmrtraill0000hugh_v3o6
/works/OL31633W	27	2	earlyautumnstory0000loui
/works/OL276460W	27	2	beastinjungle00jameiala
/works/OL890334W	27	6	tragiccomedianss01mereuoft
/works/OL4134125W	27	3	snowgoose0000gall
/works/OL1242944W	27	6	monamimaigret0000geor
/works/OL879078W	27	3	islandpharisees00gals
/works/OL647083W	27	3	davidblazebluedo00bensrich
/works/OL121244W	27	3	motherwestwindsa00burg
/works/OL3901345W	27	3	caseofwilliamsmi0000went
/works/OL14861324W	27	3	charleyismydarli0000cary_r8t5
/works/OL1948556W	27	13	secretsevenadven0000enid
/works/OL731732W	27	6	weliving0000rand_g9q9
/works/OL503565W	27	2	pazenlaguerra0000migu_a9u6
/works/OL8253768W	27	6	fourhorsemenapoc00blasiala
/works/OL29680760W	27	0	
/works/OL137380W	27	1	lovestories00rinerich
/works/OL1242854W	27	4	lependudesaintph0000sime
/works/OL8608167W	27	1	earinwall00reeviala
/works/OL4902750W	27	4	javheadhergesh00hergrich
/works/OL20122W	27	2	limitsrenewals0000kipl_o1b6
/works/OL137445W	26	4	ferdelanceleague00stou
/works/OL3802681W	26	1	dergutemenschvon00brec
/works/OL479138W	26	4	dogwhowouldntbe00mowa_0
/works/OL2320064W	26	1	youngtrawlerstor00ball
/works/OL535201W	26	3	littlewhitehorse0000goud_s5o9
/works/OL276138W	26	5	hillsbeyond0000wolf
/works/OL5916188W	26	4	cardinalssnuffbo00harluoft
/works/OL1937645W	26	4	captainfromconne0000unse_f5g4
/works/OL1109044W	26	7	overteacups00holmgoog
/works/OL647125W	26	3	troubleforluciam0000efbe
/works/OL1794630W	26	3	underwellington00hentgoog
/works/OL1863587W	26	4	greenman0000amis_y2a9
/works/OL2775805W	26	5	justdavid0000port
/works/OL4072600W	26	6	bobbseytwinsatsn0000hope
/works/OL867881W	26	3	valleysofassassi0000star
/works/OL1833212W	26	5	isbn_1588273946
/works/OL2986879W	26	5	manfromglengarry00connuoft
/works/OL3485030W	26	7	peterkinpapers00halerich
/works/OL118957W	26	5	lafautedela00zola
/works/OL1242878W	26	5	stainonsnow0000sime
/works/OL134175W	26	4	commandkingsship0000kent_j9w8
/works/OL1948360W	26	11	valleyofadventur0000enid
/works/OL14861161W	26	11	otherhouse01jamerich
/works/OL137514W	26	6	toomanycookscham0000stou
/works/OL19235W	26	7	understoodbetsy00fishrich
/works/OL54139W	26	7	evesdiaryoriginal00twairich
/works/OL5215795W	26	4	aeneidforboysgir0000chur_x6g5
/works/OL1140156W	26	2	lafamilledispers0000buck
/works/OL14861322W	26	3	aissasaved0000cary_o3u5
/works/OL1381222W	26	5	confessionsayou02moorgoog
/works/OL1948589W	26	7	deanebmysteryofd0000blyt
/works/OL510021W	26	3	bwb_P8-CDL-628
/works/OL1528824W	26	3	fivelittlepepper00sidn_3
/works/OL10673014W	26	4	badgeofglory0000reem_b4w9
/works/OL1579286W	26	6	heroofourtime0000lerm
/works/OL98574W	26	7	oldnewyorkfourno0000whar
/works/OL5959551W	26	3	thesilverhorde00beacrich
/works/OL247084W	26	5	kingsjackal00davirich
/works/OL144788W	26	7	houseofprideothe00lond
/works/OL47899W	26	6	hardyboysmissing0000unse
/works/OL24234W	26	4	nedra00mccugoog
/works/OL85528W	26	3	saintfrancisnove0000kaza_m4g8
/works/OL1254915W	26	3	sylviesouvenirs00nervgoog
/works/OL78549W	26	5	moffats00elea
/works/OL914694W	26	6	elperrodelhortel0000vega_v2f9
/works/OL1196417W	26	3	beastmustdie0000blak
/works/OL4284837W	26	1	girlamonganarchi00mere
/works/OL54408W	26	5	robinhood0000henr
/works/OL42382W	26	5	michaelohallora00portgoog
/works/OL1090044W	26	4	childrenofmist0000eden
/works/OL2459832W	26	10	wedidntmeantogot0000rans_m7w8
/works/OL485629W	26	5	tappansburroothe01grey
/works/OL715612W	26	4	thyrzatale01giss
/works/OL2343424W	26	8	blackfootlodgeta00grinuoft
/works/OL38932W	26	5	falkamyfosterto00conrgoog
/works/OL468355W	26	2	allsadyoungmen0000fitz
/works/OL3589269W	26	3	peterabelardnove00wadd
/works/OL121249W	26	2	adventuresofbust00burg
/works/OL550024W	26	3	animalheroesbein00setouoft
/works/OL247082W	26	8	lionandunicorn00davirich
/works/OL8551944W	26	3	bwb_W2-ANU-555
/works/OL115051W	26	4	acaptainindustr00sincgoog
/works/OL3916716W	26	4	shanecriticaledi0000scha
/works/OL2341685W	26	4	erietrainboy00algegoog
/works/OL1242895W	26	7	carteroflaprovid0000sime
/works/OL240599W	26	4	rodenscorner00scot
/works/OL4489684W	26	3	holyterror0000char
/works/OL14868272W	26	3	cristalquisonge0000theo
/works/OL8608165W	26	2	guygarrick00reeviala
/works/OL672332W	26	6	shianafromirish00oleauoft
/works/OL4189752W	26	2	bwb_S0-AUN-960
/works/OL98569W	26	9	hudsonriverbrack0000edit_p9b4
/works/OL1249540W	26	6	completememoirso0000sieg_c4d6
/works/OL54151W	26	11	extractsfromada00twaiuoft
/works/OL13537898W	26	2	talesofmysteryim01poee
/works/OL14864448W	26	3	memberofwedding0000mccu
/works/OL93830W	26	1	originalshortsto0000guyd
/works/OL1198313W	26	1	bwb_P9-EDT-239
/works/OL109343W	26	4	famine0000liam_w9a3
/works/OL268236W	26	6	catwhowenttoheav0000eliz
/works/OL2343884W	26	9	talesofmean00morrrich
/works/OL648413W	26	9	scotsquair0000gibb_u6t8
/works/OL1888773W	26	3	garrickyear00drab
/works/OL4072597W	26	2	bobbseytwinsingr0000hope
/works/OL255978W	26	6	masterofcraft00jacouoft
/works/OL8470335W	26	7	talesofwar0000duns
/works/OL59710W	26	5	kosmicheskiikade0000hein
/works/OL729130W	26	6	auroradawn0000wouk
/works/OL2575594W	26	4	darkfrigate0000hawe
/works/OL646999W	26	5	dodosdaughterseq00bensuoft
/works/OL39431W	26	3	hauntedhouseothe0000wool_r3y0
/works/OL106059W	26	1	englandmademe0000unse
/works/OL14857505W	26	0	
/works/OL648416W	26	10	sunsetsong0000gibb_t1h5
/works/OL485529W	26	4	stairsofsand00grey
/works/OL14857827W	26	3	bwb_C0-ATY-299
/works/OL1434676W	25	2	threeleapsofwang0000dobl
/works/OL1949415W	25	8	isbn_0006903940
/works/OL1838891W	25	1	nibsyschristmas00riis
/works/OL1940391W	25	5	martiananovel00maurgoog
/works/OL2238016W	25	2	conversationsins0000vitt
/works/OL4189803W	25	4	beyondthisplace0000ajcr_y3v3
/works/OL6906632W	25	3	belchamber0000stur
/works/OL3901386W	25	4	lonesomeroad0000went_g9f5
/works/OL6414316W	25	1	lordofsea0000shie
/works/OL1948590W	25	11	deanebmysteryofi0000blyt
/works/OL8215154W	25	0	
/works/OL485644W	25	5	deerstalker0000zane_w1j6
/works/OL354692W	25	2	untouchablepengu00mulk
/works/OL461977W	25	3	farewellmissjuli0000jmba_a4n9
/works/OL4112852W	25	2	stonewaremonkey0000free_n2r3
/works/OL8470557W	25	4	cihm_991070
/works/OL7986955W	25	0	
/works/OL39057W	25	12	clueofbrokenlock0011keen
/works/OL1401743W	25	3	favoritetalesofsshol
/works/OL42381W	25	5	songofcardinal00straiala
/works/OL1249816W	25	2	roadtocalvary00tols
/works/OL7013690W	25	0	
/works/OL1130407W	25	8	silentplaces00whitgoog
/works/OL1003047W	25	3	yayagarcianovel0000mach
/works/OL1109041W	25	5	ourhundreddaysi01holmgoog
/works/OL42379W	25	4	daughteroftheland00straiala
/works/OL5204282W	25	4	inspectorfrenchs0000crof_n7b5
/works/OL2394474W	25	4	theycamelikeswal00maxw
/works/OL1796933W	25	8	triumphsofeugn00barruoft
/works/OL85515W	25	3	freedomordeathno0000kaza_s9f7
/works/OL715610W	25	3	cu31924013458108
/works/OL4874207W	25	1	letterofcredit00warniala
/works/OL41142W	25	4	smallbonedecease0000gilb
/works/OL69698W	25	7	ttembarom00burnrich
/works/OL136611W	25	3	madamechrysanth03lotigoog
/works/OL2459826W	25	8	greatnorthern00rans
/works/OL1242731W	25	8	baronseine0000sime
/works/OL1491816W	25	5	misslou_00roeeiala
/works/OL52227W	25	5	whatiscomingfore00welluoft
/works/OL115059W	25	3	bostonnovel0002sinc
/works/OL500584W	25	3	saturdays0000enri
/works/OL139822W	25	2	grapesofwrath0000boyd
/works/OL1103788W	25	2	midnightfolk00mase
/works/OL4885692W	25	3	goldenslipper00greerich
/works/OL1526698W	25	2	athalie00chamgoog
/works/OL24136W	25	6	dynamiter00stev
/works/OL3192164W	25	2	threeelephantpow00pate
/works/OL3926758W	25	6	loveliesbleeding0000edmu
/works/OL82911W	25	4	isbn_9780394424002
/works/OL66343W	25	2	focus00mill
/works/OL4746997W	25	3	isbn_450002705
/works/OL1438044W	25	2	cosima0000dele
/works/OL14877863W	25	3	lordarthursavile00wilduoft
/works/OL120601W	25	3	twoseriousladies0000bowl_j7l3
/works/OL21833W	25	2	worldofnulla0000vanv
/works/OL28404W	25	1	gliocchidelfrate0000zwei
/works/OL69220W	25	4	cross00unds_0
/works/OL39036W	25	10	bwb_S0-EKP-051
/works/OL59713W	25	4	farmerinsky0000robe
/works/OL1364416W	25	2	pierrotmonami0000quen
/works/OL2234989W	25	2	mindofmaker0000saye
/works/OL3827330W	25	3	aftermidnight0000keun
/works/OL472317W	25	8	mousetrap0000agat
/works/OL1949387W	25	7	dieseederabenteu0000blyt
/works/OL873091W	25	3	rosshalde00herm
/works/OL1948594W	25	11	mysteryofspitefu0000unse
/works/OL262061W	25	5	blackheartballer00joan
/works/OL85223W	25	3	larabouilleuse0000balz_x2z0
/works/OL2568866W	25	5	higgletypigglety0000unse
/works/OL16076529W	25	6	elsiedinsmore00finl
/works/OL647049W	25	1	daisysaunt00bensuoft
/works/OL82912W	25	5	bwb_S0-ALH-153
/works/OL52231W	25	6	passionatefriend00wellrich
/works/OL54114W	25	12	extractfromcapta00twai
/works/OL1709153W	25	2	farruscoblackbir00torg
/works/OL273761W	25	7	mrspigglewiggle1985macd
/works/OL6101936W	25	4	sheiknovel0000hull
/works/OL109339W	25	2	shortstoriesofli0000ofla
/works/OL10519705W	25	3	babarking00brun_0
/works/OL3020884W	25	4	deathwatch0000carr
/works/OL2873741W	25	1	confissodeluci00scuoft
/works/OL1888816W	25	5	waterfallnovel0000drab
/works/OL64458W	25	2	briefcandlesfour0000huxl
/works/OL14857825W	25	2	dutchshoemystery00elle
/works/OL16312659W	25	2	paratiyarmolipeu0000tago
/works/OL1794528W	25	6	stbartholomewsev00hentuoft
/works/OL14857822W	25	2	elataudgriego0000quee
/works/OL1948567W	25	6	summertermatstcl0000blyt_x7e7
/works/OL2343324W	25	9	kentuckiansnovel00foxjiala
/works/OL1242903W	25	3	maigretinnewyork00sime
/works/OL63283W	25	1	theyburnthistles00yasa
/works/OL14857821W	25	2	chineseorangemys0000elle
/works/OL3926754W	24	4	buriedforplease0000edmu
/works/OL1209306W	24	3	derhimmelkenntke0000rema
/works/OL115060W	24	3	manassasnovelofw00sincrich
/works/OL1185293W	24	3	prouddestinynove0000feuc_w3f8
/works/OL1418228W	24	0	
/works/OL20829W	24	4	menwomenandboat00stargoog
/works/OL4189804W	24	4	greenyearsshanno00cron
/works/OL507305W	24	2	copycatotherstor0000free
/works/OL729138W	24	4	cityboyadventure00woukrich
/works/OL5115510W	24	5	cu31924021650001
/works/OL115013W	24	3	worldtowin0000unse_n7a3
/works/OL7549151W	24	3	adventuresofjimm00pack_0
/works/OL69696W	24	4	cu31924022053213
/works/OL262449W	24	9	greenflagandoth03doylgoog
/works/OL50939W	24	4	totameland00lamo_0
/works/OL8299145W	24	7	davidgolderroman0000nemi
/works/OL4516524W	24	2	exploitsofjuvebe0000souv
/works/OL3901343W	24	2	laffaireestclose0000went
/works/OL68140W	24	3	colasbreugnon00rollgoog
/works/OL59731W	24	2	rocketshipgalile0000robe
/works/OL6048869W	24	4	pilgrimkamanital00gjel
/works/OL3901360W	24	6	bradingcollectio0000went
/works/OL1145615W	24	12	graysonsstoryofi0000eggl
/works/OL1949358W	24	11	wishingchairagai0000blyt_z2s2
/works/OL39050W	24	15	clueincrumblingw0000keen_n6q4
/works/OL4234959W	24	5	rabbithill00laws
/works/OL255716W	24	2	cu31924021704303
/works/OL1088853W	24	1	taleoffairylandt0000lang
/works/OL3901400W	24	2	misssilverdealsw00went
/works/OL1206492W	24	3	bwb_O8-CVS-730
/works/OL509919W	24	6	paradesend0000ford
/works/OL16243575W	24	6	paulstreetboys0000moln
/works/OL789896W	24	3	nativesofhemso0000stri
/works/OL15171753W	24	6	cu31924052535725
/works/OL196011W	24	7	ladydecoration00littgoog
/works/OL1794656W	24	3	toheratandcabuls00hentiala
/works/OL1360334W	24	3	bwb_O8-BWQ-717
/works/OL507379W	24	5	heartshighway00freegoog
/works/OL8470563W	24	3	cihm_990256
/works/OL137513W	24	7	xiapodanlianmeng0000stou
/works/OL3901383W	24	4	latterend0000patr
/works/OL166497W	24	5	leprestige0000chri
/works/OL85889W	24	1	draculasguest00stok
/works/OL39033W	24	1	suspense0000jose_w7z5
/works/OL2132064W	24	2	mercyofallah00belluoft
/works/OL16077441W	24	6	unamourdeswann0000prou_g8e0
/works/OL708204W	24	9	bonevolume2great0000smit
/works/OL88851W	24	7	lifetocomeothers0000fors
/works/OL276466W	24	4	incagehesperuscl0000henr
/works/OL3926769W	24	3	frequenthearses00cris
/works/OL482892W	24	6	idesofmarch0000wild_g5y3
/works/OL115542W	24	2	badboybrawlybrow00mosl
/works/OL116335W	24	4	letusnowpraisefa00agee_1
