work_key	work_title	work_author	total_candidates	sampling_method	sampling_seed	sampled_n	include_substantive_n	include_mention_n	broad_visibility_include_n	exclude_non_scholarly_n	exclude_unrelated_n	unclear_n	error_n	broad_visibility_rate_among_decided	model	prompt_version	included_n	decided_n	scholarly_rate	estimated_scholarly_count	raw_rank	semantic_rank	rank_shift	abs_rank_shift
/works/OL44622934W	The jungle	Upton Sinclair	104	uniform_reservoir_sampling	20260713	40	21	9	30	8	0	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818	30	38	0.7894736842105263	82.10526315789474	89.0	78.0	-11.0	11.0
/works/OL19870W	The Jungle Book	Kipling, Rudyard	83	uniform_reservoir_sampling	20260713	40	18	4	22	16	1	1	0	0.564	gpt-5-mini	literary_visibility_v4_final_20260818	22	39	0.5641025641025641	46.82051282051282	100.5	99.0	-1.5	1.5
/works/OL20642341W	The key	Lee Thayer	31	uniform_reservoir_sampling	20260713	31	0	0	0	10	21	0	0	0.0	gpt-5-mini	literary_visibility_v4_final_20260818	0	31	0.0	0.0	137.5	135.0	-2.5	2.5
/works/OL112798W	The marrow of tradition	Charles Waddell Chesnutt	54	uniform_reservoir_sampling	20260713	40	21	4	25	5	6	4	0	0.694	gpt-5-mini	literary_visibility_v4_final_20260818	25	36	0.6944444444444444	37.5	115.5	103.0	-12.5	12.5
/works/OL505740W	The moon and sixpence	W. Somerset Maugham	41	uniform_reservoir_sampling	20260713	40	32	0	32	4	3	1	0	0.821	gpt-5-mini	literary_visibility_v4_final_20260818	32	39	0.8205128205128205	33.64102564102564	124.5	112.0	-12.5	12.5
/works/OL23200W	The Moon is Down	John Steinbeck	36	uniform_reservoir_sampling	20260713	36	20	2	22	10	4	0	0	0.611	gpt-5-mini	literary_visibility_v4_final_20260818	22	36	0.6111111111111112	22.0	129.0	124.0	-5.0	5.0
/works/OL32097612W	The nightingale	Hans Christian Andersen	32	uniform_reservoir_sampling	20260713	32	9	0	9	20	2	1	0	0.29	gpt-5-mini	literary_visibility_v4_final_20260818	9	31	0.2903225806451613	9.290322580645162	135.0	129.0	-6.0	6.0
/works/OL715621W	The odd women	George Gissing	35	uniform_reservoir_sampling	20260713	35	23	2	25	4	4	2	0	0.758	gpt-5-mini	literary_visibility_v4_final_20260818	25	33	0.7575757575757576	26.51515151515152	132.0	120.0	-12.0	12.0
/works/OL8193416W	The Picture of Dorian Gray	Oscar Wilde	504	uniform_reservoir_sampling	20260713	40	30	3	33	3	0	4	0	0.917	gpt-5-mini	literary_visibility_v4_final_20260818	33	36	0.9166666666666666	462.0	26.5	21.0	-5.5	5.5
/works/OL276365W	The Portrait of a Lady	James, Henry	396	uniform_reservoir_sampling	20260713	40	33	2	35	4	0	1	0	0.897	gpt-5-mini	literary_visibility_v4_final_20260818	35	39	0.8974358974358975	355.3846153846154	35.0	27.0	-8.0	8.0
/works/OL106084W	The power and the Glory	Greene, Graham	70	uniform_reservoir_sampling	20260713	40	31	1	32	6	0	2	0	0.842	gpt-5-mini	literary_visibility_v4_final_20260818	32	38	0.8421052631578947	58.94736842105263	108.5	91.0	-17.5	17.5
/works/OL81293W	The Rainbow	Lawrence, D. H.	286	uniform_reservoir_sampling	20260713	40	29	0	29	4	5	2	0	0.763	gpt-5-mini	literary_visibility_v4_final_20260818	29	38	0.7631578947368421	218.26315789473685	49.0	48.0	-1.0	1.0
/works/OL42517032W	The red badge of courage	Crane, Stephen	153	uniform_reservoir_sampling	20260713	40	27	2	29	5	3	3	0	0.784	gpt-5-mini	literary_visibility_v4_final_20260818	29	37	0.7837837837837838	119.91891891891892	78.5	70.0	-8.5	8.5
/works/OL39081W	The rescue	Conrad, Joseph	30	uniform_reservoir_sampling	20260713	30	16	3	19	7	4	0	0	0.633	gpt-5-mini	literary_visibility_v4_final_20260818	19	30	0.6333333333333333	19.0	139.0	126.0	-13.0	13.0
/works/OL27834207W	The Return of the Soldier	Rebecca West	40	uniform_reservoir_sampling	20260713	40	28	1	29	5	2	4	0	0.806	gpt-5-mini	literary_visibility_v4_final_20260818	29	36	0.8055555555555556	32.22222222222222	126.5	113.0	-13.5	13.5
/works/OL24318597W	The Scarlet Letter	Nathaniel Hawthorne	796	uniform_reservoir_sampling	20260713	40	32	1	33	2	3	2	0	0.868	gpt-5-mini	literary_visibility_v4_final_20260818	33	38	0.868421052631579	691.2631578947369	15.0	13.0	-2.0	2.0
/works/OL455546W	The Scarlet Letter	Lake Education	36	uniform_reservoir_sampling	20260713	36	12	6	18	9	8	1	0	0.514	gpt-5-mini	literary_visibility_v4_final_20260818	18	35	0.5142857142857142	18.514285714285712	129.0	127.0	-2.0	2.0
/works/OL39108W	The Secret Agent	Conrad, Joseph	285	uniform_reservoir_sampling	20260713	40	30	0	30	4	2	4	0	0.833	gpt-5-mini	literary_visibility_v4_final_20260818	30	36	0.8333333333333334	237.5	50.5	43.0	-7.5	7.5
/works/OL38827W	The shadow-line	Conrad, Joseph	71	uniform_reservoir_sampling	20260713	40	25	1	26	13	0	1	0	0.667	gpt-5-mini	literary_visibility_v4_final_20260818	26	39	0.6666666666666666	47.33333333333333	106.0	98.0	-8.0	8.0
/works/OL82870W	The Sound and the Fury	William Faulkner	492	uniform_reservoir_sampling	20260713	40	31	0	31	5	1	3	0	0.838	gpt-5-mini	literary_visibility_v4_final_20260818	31	37	0.8378378378378378	412.2162162162162	28.0	23.0	-5.0	5.0
/works/OL18561767W	The story of an African farm	Olive Schreiner	74	uniform_reservoir_sampling	20260713	40	33	2	35	4	1	0	0	0.875	gpt-5-mini	literary_visibility_v4_final_20260818	35	40	0.875	64.75	103.0	87.0	-16.0	16.0
/works/OL62979W	The Sun Also Rises	Ernest Hemingway	416	uniform_reservoir_sampling	20260713	40	21	4	25	9	3	3	0	0.676	gpt-5-mini	literary_visibility_v4_final_20260818	25	37	0.6756756756756757	281.0810810810811	33.0	35.0	2.0	2.0
/works/OL52267W	The Time Machine	H. G. Wells	233	uniform_reservoir_sampling	20260713	40	22	1	23	7	8	2	0	0.605	gpt-5-mini	literary_visibility_v4_final_20260818	23	38	0.6052631578947368	141.02631578947367	62.0	67.0	5.0	5.0
/works/OL276386W	The Turn of the Screw	James, Henry	280	uniform_reservoir_sampling	20260713	40	24	1	25	13	2	0	0	0.625	gpt-5-mini	literary_visibility_v4_final_20260818	25	40	0.625	175.0	52.5	53.0	0.5	0.5
/works/OL39316W	The Waves	Virginia Woolf	358	uniform_reservoir_sampling	20260713	40	28	0	28	4	4	4	0	0.778	gpt-5-mini	literary_visibility_v4_final_20260818	28	36	0.7777777777777778	278.44444444444446	39.0	36.0	-3.0	3.0
/works/OL22372W	The way of all flesh	Butler, Samuel	35	uniform_reservoir_sampling	20260713	35	25	7	32	1	2	0	0	0.914	gpt-5-mini	literary_visibility_v4_final_20260818	32	35	0.9142857142857144	32.0	132.0	115.0	-17.0	17.0
/works/OL39575W	The years	Virginia Woolf	199	uniform_reservoir_sampling	20260713	40	17	2	19	8	12	1	0	0.487	gpt-5-mini	literary_visibility_v4_final_20260818	19	39	0.4871794871794871	96.94871794871794	66.0	76.0	10.0	10.0
/works/OL468488W	This Side of Paradise	F. Scott Fitzgerald	99	uniform_reservoir_sampling	20260713	40	22	2	24	6	7	3	0	0.649	gpt-5-mini	literary_visibility_v4_final_20260818	24	37	0.6486486486486487	64.21621621621622	93.0	88.0	-5.0	5.0
/works/OL35383W	Three Lives	Gertrude Stein	50	uniform_reservoir_sampling	20260713	40	30	2	32	4	3	1	0	0.821	gpt-5-mini	literary_visibility_v4_final_20260818	32	39	0.8205128205128205	41.02564102564102	119.0	100.0	-19.0	19.0
/works/OL1217993W	Three soldiers	John Dos Passos	31	uniform_reservoir_sampling	20260713	31	19	2	21	6	2	2	0	0.724	gpt-5-mini	literary_visibility_v4_final_20260818	21	29	0.7241379310344828	22.448275862068964	137.5	123.0	-14.5	14.5
/works/OL39396W	To the Lighthouse	Virginia Woolf	634	uniform_reservoir_sampling	20260713	40	27	1	28	4	4	4	0	0.778	gpt-5-mini	literary_visibility_v4_final_20260818	28	36	0.7777777777777778	493.1111111111112	23.0	18.0	-5.0	5.0
/works/OL25639159W	Tom Sawyer	Mark Twain	277	uniform_reservoir_sampling	20260713	40	16	6	22	14	4	0	0	0.55	gpt-5-mini	literary_visibility_v4_final_20260818	22	40	0.55	152.35000000000002	54.0	61.0	7.0	7.0
/works/OL24034W	Treasure Island	Robert Louis Stevenson	155	uniform_reservoir_sampling	20260713	40	20	6	26	6	6	2	0	0.684	gpt-5-mini	literary_visibility_v4_final_20260818	26	38	0.6842105263157895	106.05263157894736	77.0	73.0	-4.0	4.0
/works/OL40252771W	Turn of the Screw	Henry James	280	uniform_reservoir_sampling	20260713	40	29	1	30	9	1	0	0	0.75	gpt-5-mini	literary_visibility_v4_final_20260818	30	40	0.75	210.0	52.5	49.0	-3.5	3.5
/works/OL1217995W	U.S.A	John Dos Passos	106	uniform_reservoir_sampling	20260713	40	26	3	29	7	3	1	0	0.744	gpt-5-mini	literary_visibility_v4_final_20260818	29	39	0.7435897435897436	78.82051282051282	87.5	79.0	-8.5	8.5
/works/OL35695219W	Ulysses	James Joyce	2194	uniform_reservoir_sampling	20260713	40	22	5	27	9	2	2	0	0.711	gpt-5-mini	literary_visibility_v4_final_20260818	27	38	0.7105263157894737	1558.8947368421052	9.0	5.0	-4.0	4.0
/works/OL38753W	Under Western Eyes	Conrad, Joseph	181	uniform_reservoir_sampling	20260713	40	26	3	29	6	1	4	0	0.806	gpt-5-mini	literary_visibility_v4_final_20260818	29	36	0.8055555555555556	145.80555555555557	71.0	65.0	-6.0	6.0
/works/OL93840W	Une vie	Guy de Maupassant	54	uniform_reservoir_sampling	20260713	40	19	0	19	7	4	10	0	0.633	gpt-5-mini	literary_visibility_v4_final_20260818	19	30	0.6333333333333333	34.2	115.5	110.0	-5.5	5.5
/works/OL17711195W	Virginia	Maie Dove] [from old catalog Day	5433	uniform_reservoir_sampling	20260713	40	0	0	0	15	25	0	0	0.0	gpt-5-mini	literary_visibility_v4_final_20260818	0	40	0.0	0.0	4.0	135.0	131.0	131.0
/works/OL42516882W	Waverley	Scott, Walter	346	uniform_reservoir_sampling	20260713	40	26	2	28	10	1	1	0	0.718	gpt-5-mini	literary_visibility_v4_final_20260818	28	39	0.717948717948718	248.4102564102564	40.0	41.0	1.0	1.0
/works/OL74504W	White Fang	Jack London	55	uniform_reservoir_sampling	20260713	40	22	5	27	10	2	1	0	0.692	gpt-5-mini	literary_visibility_v4_final_20260818	27	39	0.6923076923076923	38.07692307692307	114.0	101.0	-13.0	13.0
/works/OL83012W	Winnetou	Karl Friedrich May	44	uniform_reservoir_sampling	20260713	40	22	3	25	13	1	1	0	0.641	gpt-5-mini	literary_visibility_v4_final_20260818	25	39	0.6410256410256411	28.205128205128208	122.5	117.0	-5.5	5.5
/works/OL9655996W	You Can	George Matthew Adams	274	uniform_reservoir_sampling	20260713	40	0	0	0	24	16	0	0	0.0	gpt-5-mini	literary_visibility_v4_final_20260818	0	40	0.0	0.0	55.0	135.0	80.0	80.0
