oa_id	title	year	ref_count	referenced_work_ids
W4214910209	Daniela Flesler and Adrián Pérez Melgosa. <i>The Memory Work of Jewish Spain</i>. Bloomington, Ind.: Indiana University Press, 2020. 390 pp.	2022	0	
W2072761372	"Literary Criticism and the Philosophy of Science: Rader's ""Fact, Theory, and Literary Explanation"""	1975	2	W2037092691|W2052879098
W2086045092	"No Names Apart: The Separation of Word and History in Derrida's ""Le Dernier Mot du Racisme"""	1986	0	
W4239404272	Books of Critical Interest	1994	0	
W1986813413	A Rejoinder to Gerald Graff	1979	0	
W2286722087	"A Leftist Plea for ""Eurocentrism"""	1998	0	
W2001676749	Theater and Democratic Thought: Arendt to Rancière	2011	8	W2152446210|W2168024823|W2503744186|W3081842743|W4235335086|W4243860760|W4300999033|W6600299538
W3037841175	Steven Ungar. <i>Critical Mass: Social Documentary in France from the Silent Era to the New Wave</i>. Minneapolis: University of Minnesota Press, 2018. 384 pp.	2020	0	
W4231133746		2005	0	
W2053557720	Chasing Film Narrative: Repetition, Recursion, and the Body in Early Cinema	2000	0	
W2052294302	My Life as a Cartoon	2014	0	
W4414327609	“I Am Restless to Live, As Nature Doth”: Cavendish and the Aesthetics of Beating Bodily Time	2025	19	W655920275|W1979946734|W2023239315|W2045875328|W2149252692|W2340751423|W2895773027|W2912890424|W3216732919|W4214518526|W4226103131|W4229926766|W4244160039|W4244212045|W4248279990|W4248497337|W4253215571|W4360618060|W4386367991
W2093979584	Spatial Form in Literature: Toward a General Theory	1980	0	
W1977407436	Flaubert and the Rhetoric of Stupidity	1976	0	
W4244385792		1977	0	
W2771422840	Goya and the Paradox of Tolerance	2017	12	W335310449|W1961250596|W2059278325|W2061332474|W2084159802|W2318873729|W2320038144|W2735234312|W2796389356|W2800618982|W4238585764|W4244165346
W3087979870	Re-membering the Belvedere Torso: Ekphrastic Restoration and the Teeth of Time	2020	31	W50866669|W136877743|W359530717|W1530547022|W1968933724|W1988113177|W1996179412|W2080350998|W2087826058|W2100448250|W2128293975|W2317243202|W2322730411|W2324633885|W2325940268|W2335771782|W2476132607|W2483517307|W2495975513|W2726221505|W2800629971|W2911746558|W3014445721|W3030195184|W4244110990|W4245779270|W4255867901|W4388379086|W6604071264|W6641212611|W6649303678
W4253604435	Giuliana Bruno. <i>Surface: Matters of Aesthetics, Materiality, and Media</i>. Chicago: The University of Chicago Press, 2014. 288 pp.	2019	0	
W2085490337	Religious Reason and Secular Affect: An Incommensurable Divide?	2009	10	W570844746|W780170342|W1967446325|W1978664007|W2023821780|W2150683055|W4243854448|W4249657864|W4300585567|W6623524828
W2070583791	Music and Melancholy	2014	3	W2498298538|W4237922596|W4243563950
W2518882590	Judith Butler. <i>Notes toward a Performative Theory of Assembly</i>. Cambridge, Mass.: Harvard University Press, 2015. 248 pp.	2016	1	W2187697406
W2913693015	Michael Wood. <i>On Empson</i>. Princeton, N.J.: Princeton University Press, 2017. 224 pp.	2019	1	W1602489485
W2081533641	Ironist Theory as a Vocation: A Response to Rorty's Reply	1990	0	
W2032737021	[Toward a Dialogue with Edward Said]: Response	1989	0	
W3151196733	The Time of Affect, or Bearing Witness to Life	2004	0	
W2075274399	The Idle Idol, or Why Abstract Art Ended up Looking Like a Chinese Room	2008	7	W1493816286|W1512457525|W2500514655|W2795828637|W3134416946|W4214518538|W4233586725
W2039879458	Novelization, a Contaminated Genre?	2005	4	W2795662177|W3200522450|W4253034036|W6855567709
W4414327630	Some Points about Contemporary Fascism	2025	0	
W4241903469	Back Matter	1978	0	
W4249611997	The Third Man	1993	0	
W2807845523	Poetry in the Age of Consumer-Generated Content	2018	9	W1557980388|W1972757415|W1977231755|W2127350894|W2253506554|W2460493302|W2549950368|W2594233358|W4241186906
W4251816385	<i>VII</i>	2009	0	
W3139047598	Wittgenstein in the Machine	2021	10	W43857184|W622035096|W1973644634|W2003714935|W2313439645|W2322680921|W2519814583|W2808583313|W4213436130|W4240375722
W4230824831		1999	0	
W3010651939	Hal Foster and Richard Serra. <i>Conversations about Sculpture</i>. New Haven, Conn.: Yale University Press, 2018. 272 pp.	2020	0	
W4246205944	Apartheid / Apartheid / [   ]	2017	6	W2008511836|W2018276495|W2325191674|W4230040326|W4242053761|W4247098389
W4245909978	Books of Critical Interest	1994	0	
W1991622827	Meaning and Significance Reinterpreted	1984	5	W1516748551|W1517415408|W1968410348|W2008745885|W2109334311
W2023920655	Can Images Kill?	2009	0	
W2080992126	The Responsibilities of Friendship: Jacques Derrida on Paul de Man's Collaboration	1989	0	
W4236634405	Penned In	1986	0	
W2010431554	IIIEthnographic Imaginary: The Genesis and Genius of <i>The Wire</i>	2011	1	W2476542262
W2952950927	“And Follow It”: Straight Lines and Infrastructural Sensibilities	2019	16	W562868445|W1511480444|W1964450454|W1986004733|W2045031658|W2054503997|W2150065919|W2155346182|W2163676504|W2379593084|W2401825191|W4210993826|W4231989628|W4240566381|W4249215385|W4249490603
W4414327745	:<i>All in All (More or Less): Rhetorical Considerations in Literature, Thought, and Experience</i>	2025	0	
W4234680988	On Framing	1984	0	
W3088886316	Fredric Jameson. <i>Allegory and Ideology</i>. New York: Verso, 2019. 410 pp.	2020	0	
W3149740081	Postdisciplinary Liaisons: Science Studies and the Humanities	2009	21	W178787634|W589722103|W602224805|W634225225|W1482419379|W1487304932|W1502313529|W1701790704|W1977993159|W1979308396|W1998619251|W2025120446|W2041840256|W2042315890|W2048069168|W2055971754|W2062781769|W2096579556|W3142250744|W4246330664|W4251998810
W3113670201	Michael Rothberg. <i>The Implicated Subject: Beyond Victims and Perpetrators</i>. Stanford, Calif.: Stanford University Press, 2019. 288 pp.	2020	0	
W2808600785	Lee Bebout. <i>Whiteness on the Border: Mapping the US Racial Imagination in Brown and White</i>. New York: New York University Press, 2016. 304 pp.Stephanie Li. <i>Playing in the White: Black Writers, White Subjects</i>. New York: Oxford University Press, 2015. 248 pp.	2018	2	W2069364675|W2074877120
W4236915409	Love Speech	2008	1	W6601284296
W2047580756	National Socialist Architecture as an Acceleration of Time	1993	0	
W4200500089	Bernard E. Harcourt. <i>Critique and Praxis: A Radical Critical Philosophy of Illusions, Values, and Actions</i>. New York: Columbia University Press. 696 pp.	2021	0	
W4234849361		1984	0	
W4210546281	Redeeming Value: Obscenity and Anglo-American Modernism	2006	0	
W3115311448	Present Tense 2020: An Iconology of the Epoch	2020	4	W2124063096|W4235768612|W4252990702|W4254745071
W4386447512	Contemporary Political Adventures of Meaning: What Is Hegemony?	2023	1	W4233765928
W4292656384	Front Cover	2022	0	
W4237793867	Contributors	2014	0	
W3141477334	For What It's Worth...	2004	0	
W2058136004	Selecting the Harlem Renaissance	1999	0	
W1984166422	Blackface, White Noise: The Jewish Jazz Singer Finds His Voice	1992	0	
W3136408721	The Algorithm Concept, 1684–1958	2021	18	W1784765900|W1964735047|W1978120551|W2001771035|W2005500245|W2012188345|W2025146585|W2056936467|W2126160338|W2318848039|W2323777246|W2479912287|W2752061190|W4206140938|W4237957593|W4245160981|W4248326498|W4400409158
W2756333782	Enzo Traverso. <i>Fire and Blood: The European Civil War, 1914–1945</i>. Trans. David Fernbach. Brooklyn, N.Y.: Verso, 2016. 304 pp.	2017	0	
W3117469402	Retinal Justice: Rats, Maps, and Masks	2020	2	W2789885432|W4233743527
W2039134768	III“But I<i>Am</i>Killing Them!” Reply to Charles Palermo and Jan Baetens on Agency and Automatism	2014	7	W1482831994|W2020859715|W4213301714|W4238197874|W4244537311|W4255200625|W4300696262
W2116760106	Holy Landscape: Israel, Palestine, and the American Wilderness	2000	0	
W2026107499	The Dismantling of a Marionette Theater; Or, Psychology and the Misinterpretation of Literature	1978	0	
W3140971046	Connoisseurship and the Stakes of Style	2005	0	
W4231466251	Back Matter	1984	0	
W4248914186		2004	0	
W2043999653	Genesis of the Media Concept	2009	6	W1966624889|W2005002225|W2486093876|W4214587447|W4231480643|W4231719431
W4251311801		1990	0	
W2027782606	"The ""Symptomatic Act"" circa 1900: Hysteria, Hypnosis, Electricity, Dance"	1995	0	
W4205261560	Volume Information	1991	0	
W2029513806	Single-World versus Plural-World Antiessentialism: A Reply to Tim Dean	1997	0	
W2071385745	The Poetics of Surrender: An Exposition and Critique of New Critical Poetics	1975	0	
W4235187449	Front Matter	2007	0	
W2005833304	Loose Talk about Religion from William James	1984	0	
W4236475324	Front Matter	1977	0	
W4244578959	Editor's Introduction	1983	0	
W2519176100	Jerome McGann. <i>The Poetry of Edgar Allan Poe: Alien Angel</i>. Cambridge, Mass.: Harvard University Press, 2014. 256 pp.	2016	0	
W4411631565	Translation as Different: A View from Linguistic Relativity	2025	30	W307235031|W1794031638|W1963565886|W1969340921|W1982008367|W1993053009|W2071342638|W2107040915|W2136267675|W2316887201|W2327117348|W2497283519|W2507666215|W2598567520|W2746386288|W2899579165|W2969467651|W2972119450|W2977287963|W3025451956|W3197171511|W4205439687|W4248363512|W4254236282|W4294576310|W4378009887|W4388654280|W4391863486|W4392063955|W4395447837
W4241797780		2002	0	
W1971637317	Notes from Babel: Toward a Colonial History of Comparative Literature	2012	18	W595765201|W1559790436|W2041905180|W2046285043|W2061348834|W2171718677|W2326964898|W2480449817|W4231283310|W4231526789|W4232754551|W4240924490|W4248733667|W4249266551|W4251358077|W4402296208|W6600808470|W6822577808
W2053679613	Hegel and Haiti	2000	0	
W1979373344	The Pseudo-Politics of Interpretation	1983	0	
W2519155388	II. Philosophers, Biologists: Some More Effort If You Wish to Become Revolutionaries!	2016	1	W1916207017
W1968274660	The Pursuit of Lew Archer	1979	0	
W4229916187	Critical Disciplinarity	2004	0	
W4243344402		1993	0	
W4280597555	Rachel Teukolsky. <i>Picture World: Image, Aesthetics, and Victorian New Media</i>. New York: Oxford University Press, 2020. 480 pp.	2022	0	
W3114692730	Heghnar Zeitlian Watenpaugh. <i>The Missing Pages: The Modern Life of a Medieval Manuscript, from Genocide to Justice</i>. Stanford, Calif.: Stanford University Press, 2019. 402 pp.	2020	0	
W3195123826	Peter Limbrick. <i>Arab Modernism as World Cinema: The Films of Moumen Smihi</i>. Oakland: University of California Press, 2020. 302 pp.	2021	0	
W2017824860	Envisioning Modernity: Desire and Discipline in the Italian Fascist Film	1996	0	
W4236736703	Adagio	2005	0	
W2026136295	"Border Crossings: Italian/German Peregrinations of the ""Theater of Totality"""	1994	0	
W2172546148	Patron Saint of the Incongruous: Rabbi Meˀir, the Talmud, and Menippean Satire	2009	16	W618014087|W619636420|W2072734240|W2079497637|W2089027983|W2212630278|W2217679513|W2330805251|W3080874357|W4232910831|W4235180473|W4235262090|W4236763428|W4242374283|W4253737017|W4388399549
W4210748261	Editorial Notes	1978	0	
W1983838758	The Arab Revolution Takes Back the Public Space	2012	5	W1543954777|W2098445686|W2167536881|W2479411792|W4390009753
W1990364787	IWho Cares about the Evolution of Stories?	2011	4	W2034951993|W2044010933|W4295126651|W6739569924
W2160247243	Documentary Film and the Modernist Avant-Garde	2001	0	
W4253531428	ILike-Minded	2012	3	W2002486512|W2151075829|W4254860957
W4234991179	Marco Wan. <i>Masculinity and the Trials of Modern Fiction</i>. New York: Routledge, 2017. 177 pp.	2018	0	
W2190891878	Why Emma Bovary Had to Be Killed	2008	2	W2051283010|W4239696031
W3170733223	Judith Butler. <i>The Force of Nonviolence: An Ethico-Political Bind</i>. New York: Verso, 2020. 209 pp.	2021	0	
W1997800219	Structure and Functions of the Title in Literature	1988	0	
W4309029837	Daniel M. Herskowitz. <i>Heidegger and His Jewish Reception</i>. New York: Cambridge University Press, 2021. 346 pp.	2022	1	W2951891730
W4200420613	Artificial Antisemitism: Critical Theory in the Age of Datafication	2021	19	W107237338|W1973287418|W1982168480|W1995341919|W2001771035|W2032045330|W2037438106|W2531099434|W3001064070|W3002029438|W3103891289|W4206360837|W4236521339|W4238276956|W4241566923|W4245888765|W4251041731|W4253075065|W4253763531
W2037431432	Playing Hooky/Simulating Work: The Random Generation of John Baldessari	2012	10	W639832766|W1507627383|W1966137530|W2022122235|W2028091535|W2064540122|W2066909155|W2312205038|W4229972742|W4249210852
W4253480240	Front Matter	1981	0	
W564543217	Robert Pinsky	1981	0	
W4309029819	Achille Mbembe. <i>Brutalisme</i>. Paris: Éditions La Découverte, 2020. 246 pp.	2022	0	
W4230784866	Books of Critical Interest	1993	0	
W2068187006	On Jonah and the Concept of Justice	1999	0	
W2016956900	"The ""l'art pour l'art"" Problem"	1979	0	
W4246004716	The Con Essay	2018	0	
W1971947703	The Dramatic Monologue and Related Lyric Forms	1976	0	
W2922138967	Peter Adey. <i>Levitation: The Science, Myth and Magic of Suspension</i>. London: Reaktion Books, 2017. 296 pp.	2019	0	
W4232639246	Back Matter	1994	0	
W1993326820	White on White	2000	0	
W3145879702	Interpreting a Distinction	2005	0	
W1992069954	The Ongoing “Soft Revolution”	2004	2	W2092719838|W4388338711
W4239402010	Radical Mediation	2015	13	W577557751|W1526836172|W2042315890|W4210967360|W4229916631|W4233002341|W4236353073|W4240430190|W4248182500|W4252213412|W4254369197|W6602694474|W6749701222
W1982627884	The Critic as Host	1977	0	
W4292655627	Moshe Halbertal. <i>Nahmanides: Law and Mysticism</i>. Trans. Daniel Tabak. New Haven, Conn.: Yale University Press, 2020. 434 pp.	2022	0	
W1972925588	On Kuhn’s Case: Psychoanalysis and the Paradigm	2007	13	W1544346885|W1621011477|W1992808497|W2011952584|W2013821356|W2077110962|W2092770424|W2498412148|W2511824688|W2517451799|W4247373746|W4251392365|W4388244335
W2922764644	Confronting the Media	2018	0	
W1966679393	“The Shame of Abu Ghraib”	2007	0	
W4252202304	Truth but No Consequences: Why Philosophy Doesn't Matter	2003	0	
W2059684713	Looking for the Styleme	1982	0	
W2149191559	Romanticism and the Life of Things: Fossils, Totems, and Images	2001	1	W1505563434
W4241629440	On Knowingness	2006	11	W187085030|W2058887555|W2264742718|W2495962202|W4239984157|W4244654421|W4245967659|W4301833608|W4388370681|W4390021426|W6637230736
W4230316588	Front Matter	1992	0	
W1997324453	Chris Ware, conference poster, “Comics: Philosophy and Practice,” May 2012	2014	0	
W1997151736	Music—Drastic or Gnostic?	2004	11	W1494676143|W2011570112|W2023737674|W2102011329|W2591463758|W3155916030|W4244375463|W4245148794|W4285073968|W4388254066|W6644744103
W4244765813	Books of Critical Interest	2005	0	
W2063684893	Vernacular Metaphysics: On Terrence Malick's<i>The Thin Red Line</i>	2012	2	W2140441023|W4248113752
W2018694677	Error in Paul de Man	1982	0	
W2053060818	Black Bodies, White Bodies: Toward an Iconography of Female Sexuality in Late Nineteenth-Century Art, Medicine, and Literature	1985	7	W602883715|W1526114432|W1614549126|W1660251293|W1994048549|W2161899020|W2316720566
W4249392606	Editor's Note	2010	0	
W4301490819	Photography and Its Shadow	2015	7	W1483716636|W2005217271|W2050210631|W2068219778|W2766347644|W4231371704|W4249657864
W2085611713	The General Enters the Library: A Note on Disciplines and Complexity	2009	1	W4300031949
W2091051031	Doing It with Words: Discourse and the Sex Education Culture Wars	2000	0	
W2298849829	Subterranean Gratification: Reading after the Picaro	2015	3	W873705416|W2329026959|W4240584591
W4231258427		1983	0	
W4210499154	Back Matter	1993	0	
W1987951208	Marrying My Bitch: J. R. Ackerley's Pack Sexualities	2000	1	W1549392253
W1973313999	Enlightening the Enlightenment: A Response to John Brenkman	1999	0	
W2089486768	For What It’s Worth …	2004	0	
W4253041470	Back Matter	1997	0	
W4243319736	Gülru Necipoğlu and Alina Payne, eds. <i>Histories of Ornament: From Global to Local</i>. Princeton, N.J.: Princeton University Press, 2016. 464 pp.	2018	0	
W4253356124	Volume Information	1987	0	
W2040402890	A Postindustrial Prelude to Postcolonialism: John Ruskin, William Morris, and Gandhism	1996	0	
W4232118089	Books of Critical Interest	2004	0	
W2013434431	Toward a Semiotics of Literature	1977	0	
W4232404362	Front Matter	1984	0	
W2089857760	The Metaphorical Process as Cognition, Imagination, and Feeling	1978	0	
W4239374331	Books of Critical Interest	1994	0	
W3137283082	John Sharp and David Thomas. <i>Fun, Taste, &amp; Games: An Aesthetics of the Idle, Unproductive, and Otherwise Playful</i>. Cambridge, Mass.: MIT Press, 2019. 239 pp.	2021	0	
W4230248865	Editorial Note	1985	0	
W4252105780	Intentionless Meaning	1983	0	
W1991894702	"""Schindler's List"" Is Not ""Shoah"": The Second Commandment, Popular Modernism, and Public Memory"	1996	0	
W2074247164	Goodheart's Arnold	1983	0	
W2561293484	The Anatomy of Schadenfreude; or, Montaigne’s Laughter	2016	8	W1930743862|W1977172733|W2252058238|W2489578192|W2796977133|W4237586225|W4244797751|W6605118376
W2002834444	It Takes One to Know One: Passing and Communities of Common Interest	1994	0	
W2913097997	Lutz Koepnick. <i>The Long Take: Art Cinema and the Wondrous</i>. Minneapolis: University of Minnesota Press, 2017. 288 pp.	2018	0	
W2024636832	Responsibilities of the Poet	1987	0	
W3141775668	What Color Is the Sacred?	2006	0	
W4206965256	Stillness	2021	2	W4232142498|W4236879610
W4235629767		2006	0	
W4232338693	Canadian Canons	1990	0	
W2156879464	Transmission of Archaic Greek Sympotic Songs: From Lesbos to Alexandria	2004	22	W341981940|W560486256|W579320053|W580429016|W1576632330|W1983543386|W1984228628|W2001304761|W2007266140|W2020138351|W2091019060|W2155315884|W2168287808|W2317965305|W2795526033|W2796394057|W2797696089|W2801495344|W2917103122|W4251298080|W4319588616|W4388390637
W4243880044	Front Matter	1975	0	
W2073509355	Rethinking the<i>Nakba</i>	2011	1	W656961056
W4411631379	:<i>The Kinds of Poetry I Want: Essays &amp; Comedies</i>	2025	1	W2952674256
W4414327605	:<i>The Likeness of Things Unlike: A Poetics of Incommensurability</i>	2025	0	
W2419995863	Anders Engberg-Pedersen. <i>Empire of Chance: The Napoleonic Wars and the Disorder of Things</i>. Cambridge, Mass.: Harvard University Press, 2015. 336 pp.	2016	0	
W4242269741	Aubrey Anable. <i>Playing with Feelings: Video Games and Affect</i>. Minneapolis: University of Minnesota Press, 2018. 176 pp.	2019	0	
W2031384829	<i>Folla/Follia:</i>Futurism and the Crowd	2002	3	W150213269|W1575830558|W2797983982
W1998044717	Chardin and the Text of Still Life	1989	0	
W1978811028	The Pope Controversy: Romantic Poetics and the English Canon	1984	1	W1569265548
W2019495904	Resetting the Agenda	1989	0	
W3142073215	The Moral of the Story	2007	0	
W2075949444	Now and in England	1977	0	
W1982474319	The Glass Front Porch for Walter Benjamin	2002	0	
W2093421007	Totalitarianism or Biopolitics? Concerning a Philosophical Interpretation of the Twentieth Century	2008	3	W2041656987|W2042905208|W2059029720
W3149886843	"Theory's Empire: Reflections on a Vocation for ""Critical Inquiry"""	2004	0	
W2042871337	IIOn Respect and Meaning: Reply to Cynthia L. Hallen	2014	0	
W4245995773	Syllepsis	1980	0	
W4243048252	Books of Critical Interest	2011	59	W386957367|W389713538|W580438603|W586205431|W588243461|W597137855|W626022014|W1575824008|W1824969115|W2266559297|W2344799952|W2345206764|W2407073106|W2481781600|W2490166428|W2501821860|W2505339097|W2523034400|W2617899669|W2797210659|W2970326126|W3114318210|W3210459005|W4206513177|W4213054434|W4214548923|W4230072821|W4230592180|W4230991378|W4233277993|W4234913597|W4235984067|W4236322072|W4237247344|W4237695439|W4240078243|W4240219063|W4244229211|W4245292503|W4245911070|W4250909316|W4251394399|W4251611506|W4251844725|W4252583073|W4256104636|W4301820536|W4405605845|W6616064199|W6617893916|W6620098311|W6628976313|W6629722923|W6632469104|W6668901835|W6767305367|W7008544748|W7020298546|W7065010113
W2009663018	Who Speaks for Bakhtin?: A Dialogic Introduction	1983	0	
W4235387242	Back Matter	1988	0	
W2036885065	"Stanley Fish's ""Interpreting the Variorum"": Advance or Retreat?"	1976	0	
W3143596848	Media in America, 1881: Garfield, Guiteau, Bell, Whitman	2005	0	
W4239170421	Project Statement	2009	0	
W2099117368	Secular Divination: Edward Said’s Humanism	2005	1	W4240048387
W3148164736	The Square Peg in the Round Hole or the History of Spaceflight	2008	0	
W1997701767	"""All the Things You Could Be by Now If Sigmund Freud's Wife Was Your Mother"": Psychoanalysis and Race"	1996	0	
W2079923752	The Hegemonic Form of Othering; Or, the Academic's Burden	1986	0	
W1967698519	"Writing with Davidson: Some Afterthoughts after Doing ""Blind Time IV: Drawing with Davidson"""	1993	1	W1990129739
W2913313770	Rob King. <i>Hokum! The Early Sound Slapstick Short and Depression-Era Mass Culture</i>. University of California Press, 2017. 272 pp.	2018	0	
W4206700874	Back Matter	1990	0	
W3151292494	Edward Said: Continuing the Conversation	2005	0	
W2293645344	A Plea for Leninist Intolerance	2002	1	W4292910542
W1997443501	Back from Syracuse?	1989	0	
W4205613146	Editor's Introduction	1987	0	
W2045166276	Flaubert's Point of View	1988	0	
W4253856179	Introductory Remarks	1996	0	
W3141181189	"Conjunctural Traces: Said's ""Inventory"""	2005	0	
W2049262565	"On ""Histoire de la folie"" as an Event"	1995	0	
W4411631526	White Women Wondering and the Contortions of Childfree Writing	2025	7	W2097909658|W2171434433|W2945766609|W3187005154|W4205262529|W4211169767|W6837270971
W3011725977	The Rivalry of Spectacle: A Debordian-Lacanian Analysis of Contemporary Chinese Culture	2020	5	W2742633436|W4231877591|W4251131786|W4390812301|W4390829609
W1979586331	How Modernism Works: A Response to T. J. Clark	1982	0	
W2673431008	Jacob Smith. <i>Eco-Sonic Media</i>. Berkeley: University of California Press, 2015. 272 pp.	2017	0	
W2027200712	Theory’s Hope	2004	0	
W4242731860	Volume Information	1990	0	
W2016989336	Semblances of Pandora: Imitation and Identity	2011	0	
W2034728061	Poetic Form and the Translator	1985	1	W2492298132
W2045345250	IVLiving in Duplicate: Victorian Science and Literature Today	2011	4	W2044010933|W2080565914|W2258121866|W3003730497
W2068832631	Shadows and Ephemera	2001	0	
W4235931801	Back Matter	1977	0	
W2808642729	Dennis Tenen. <i>Plain Text: The Poetics of Computation</i>. Stanford, Calif.: Stanford University Press, 2017. 280 pp.	2018	0	
W4238804207	Back Matter	1996	0	
W4238402426	Editor's Note: Metaphor: The Conceptual Leap	1978	0	
W3116404379	Groundhog Day and the<i>Epoché</i>	2020	18	W3026293025|W3113519613|W3113856539|W3114337468|W3115563131|W3116062407|W3116236138|W3116238731|W3116336873|W3116664336|W3117306295|W3117475390|W3117895453|W3123138056|W4230290309|W4249114396|W4249403670|W4252431521
W2074052529	Benjamin's Silence	1999	0	
W2026757036	Yes, Yes, the University in Ruins	1999	0	
W879094480	Rereading Jacques Attali’s<i>Bruits</i>	2015	17	W1971445720|W2016388916|W2021738544|W2025146585|W2061786720|W2071894754|W2086431265|W2126942812|W2169578396|W2314706032|W2323193645|W2329987401|W2796419133|W4206632103|W4237110263|W4255156306|W4400033281
W2179201542	The Core and the Flow of Film Studies	2009	9	W588417046|W1559785278|W1605381565|W2015695671|W2049335080|W2061467841|W2326333962|W2513634423|W4213427504
W2047361498	The Modernist Paradigm: The Artworld and Thomas Kuhn	2000	0	
W2083184125	Nietzschean Critique and the Hegelian Commodity, or the French Have Landed	1999	0	
W3150730535	Image, Medium, Body: A New Approach to Iconology	2005	0	
W1988703137	Explaining Our Literary Understanding: A Response to Jay Schleusener and Stanley Fish	1975	0	
W3196062215	Garrett Stewart. <i>Cinemachines: An Essay on Media and Method</i>. Chicago: University of Chicago Press, 2020. 201 pp.	2021	0	
W2005002225	iSpace: Printed English after Joyce, Shannon, and Derrida	2006	20	W587443857|W596388300|W627080915|W1601400566|W1998596688|W2038030942|W2039635244|W2057583866|W2079145130|W2088388149|W2109394932|W2126160338|W2138072246|W2236455911|W2489872516|W4230837935|W4236992980|W4251677699|W6601523666|W6812550640
W4248523253	Editorial Notes	1982	0	
W2031966486	Traditional Ballads Musically Considered	1975	0	
W1987833589	The Art Critic and the Art Historian	1975	0	
W4242265886	Front Matter	1991	0	
W3149514973	"Love, Truth, Orthodoxy, Reticence; or, What Edgar Wind Didn't See in Botticelli's ""Primavera"""	2007	0	
W2123368653	Said, Palestine, and the Humanism of Liberation	2005	1	W4234158138
W2007177826	Proust: A Retrospective Reading	1982	0	
W2052206099	The State of Shame: Australian Multiculturalism and the Crisis of Indigenous Citizenship	1998	0	
W1966442122	One More Time	1980	0	
W2063075849	Criminal Obsessions, after Foucault: Postcoloniality, Policing, and the Metaphysics of Disorder	2004	2	W1497628969|W4237786290
W1984230172	A Conspectus of Poetry: Part II	1977	0	
W4214827902	Alicia Mireles Christoff. <i>Novel Relations: Victorian Fiction and British Psychoanalysis</i>. Princeton, N.J.: Princeton University Press, 2020. 288 pp.	2022	0	
W3116795275	Criticism and Truth	2020	16	W593293127|W651610629|W2044010933|W2149989195|W2327333171|W2327942203|W2333601859|W2552156418|W2597484157|W2598639751|W2607232330|W2953189641|W3034581458|W4233395484|W4233811457|W4248977987
W4256678460	Editorial Note	2013	0	
W3145711927	Family Resemblances and Family Trees: Two Cognitive Metaphors	2004	0	
W2020508180	Music and the Claims of Text: Monteverdi, Rinuccini, and Marino	1982	0	
W2077647963	IReworking or Making Up? A Note on Photonovels in Diarmuid Costello’s Approach to Medium Theory	2014	0	
W2002114267	Reply to Jane Marcus	1985	0	
W4253605602	Editorial Note	2005	0	
W4205934633	Editorial Notes	2001	0	
W4280600591	Shay Hazkani. <i>Dear Palestine: A Social History of the 1948 War</i>. Stanford, Calif.: Stanford University Press, 2021. 352 pp.	2022	0	
W2079119584	Texts in the Wind	2004	0	
W3011769968	Lu Xun in 1966: On Valuing a Maoist Icon	2020	6	W4213442116|W4214727330|W4231877591|W4244727960|W4246879858|W4386181895
W4253023905	ILow Epic	2013	6	W568577371|W605372861|W1514663260|W1601400566|W2034607213|W4236761094
W4252431521	After Lucretius	2020	0	
W4238205384	Recent Books by Our Contributors	1978	0	
W2995341682	Communicationism: Cold War Humanism	2019	26	W182626409|W626847208|W995105634|W1985911411|W2038141221|W2048940172|W2069038530|W2086501456|W2092176364|W2109813920|W2113819323|W2159516798|W2163785926|W2184504520|W2325284321|W2333489550|W2735947867|W2796527002|W2903077478|W3183576415|W4231186963|W4236851657|W4302611486|W6608923211|W6676632872|W6701227415
W4231923891	What Is Pastoral?	1982	0	
W4234012622	Books of Critical Interest	2014	88	W164951574|W279278258|W365183288|W371482964|W374543684|W575336015|W597622099|W603837256|W616507933|W622265324|W636663656|W638138340|W645142520|W653637164|W1508955696|W1523771202|W1570429116|W1844466239|W1851338666|W1878923141|W1911913369|W2023844126|W2108817619|W2250649684|W2252017075|W2286884139|W2322977613|W2404603278|W2414691340|W2477340685|W2477649244|W2479054139|W2480358122|W2501716405|W2529203441|W2618260981|W2768214017|W2797065158|W3037607914|W4206675716|W4210427582|W4210546206|W4212808142|W4213219584|W4213348927|W4213356050|W4229759359|W4230286264|W4230631774|W4230653741|W4231072676|W4232682643|W4233975368|W4236313561|W4238018690|W4238407717|W4239007502|W4239874219|W4241149338|W4241768423|W4242157513|W4242643151|W4244013010|W4244371984|W4245455745|W4247690900|W4248627992|W4248739777|W4249949675|W4250159380|W4251535601|W4253073813|W4253093297|W4253238129|W4253657440|W4253659209|W4254208122|W4254996147|W4255229940|W4255583393|W4256066461|W4256134996|W4256193738|W4298095416|W4298126927|W4300987479|W4380740537|W4381615073
W4235159424		2003	0	
W2094853601	The Construal of Reality: Criticism in Modern and Postmodern Science	1982	0	
W4244562672	Benjamin H. D. Buchloh. <i>Formalism and Historicity: Models and Methods in Twentieth-Century Art</i>. Cambridge, Mass.: MIT Press, 2015. 592 pp.	2017	0	
