filename	n_pages	title_extracted	year_extracted	year_hint	vol	issue	n_footnotes	all_cited_names	intro_however_count	intro_against_count	intro_following_count	intro_argues_count	intro_text	error
Ablow 2025.pdf	20	Revenge Tragedy: Harriet Martineau, the Haitian Revolution, and Reparations Rachel Ablow		2025			29		0	0	1	0	"Revenge Tragedy: Harriet Martineau, the Haitian Revolution, and Reparations Rachel Ablow EarlyoninHarrietMartineau's""HistoricalRomance""oftheHaitianRev- olution,TheHourandtheMan(1841),ababyiskilled.1 The revolutionhas justbegun,andtheheroofthenovel,ToussaintL'Ouverture,isleadinghis family, along with some neighbors, to safety. Hearing people approaching, thegrouphidesinarecessneartheroadandwaitsforthemtopassby. Theywerenowverynear.WhetheritwasthatThérèse,infearofher infantcrying,presseditsoclosetoherbosomastoawakenit,or whethertherumblingandtrampingalongtheroadrouseditssleeping ear,—thechildstirred,andbeganwhatpromisedtobealongshrill wawl,ifithadnotbeenstopped.Howitwasstopped,thetrembling, sickeningmotherherselfdidnotknow.Sheonlyknewthatastrong handwrenchedthechildfromhergraspintheblackdarkness,andthat allwasstill,unless,asshethenandeverafterhadashudderingappre- hension,therewassomethingofaslightgurglewhichreachedher strainedear.[H,p.34] Assoonasthedangerhaspassed,Thérèsesearchesfranticallyforherchild but to no avail—and despite her pleading, her enslaver, M. Papalier, will notallowhertoremainbehindtocontinuehersearch.""'Itwasyourchild,'"" sheremindshim.""'Andyouaremine,too,mydear,'""Papalierresponds.""'I cannotspareyouboth'""(H,p.34).Wedonotlearnthefateofthechilduntil severalhundredpageslater,whenThérèseispersuadedbyToussainttotend to Papalier on his deathbed. ""'I swore long ago that I would not tell [who 1. SeeHarrietMartineau,TheHourandtheMan:AHistoricalRomance(NewYork,1856), p.34;hereafterabbreviatedH. 516 Rachel Ablow / Revenge Tragedy didit];andIneverwill'""Papaliertellsherwhenshedemandsthetruth:""'But you may lay the blame on me, my dear; for, as I told you, I permitted the deed.Itwasnecessary.Ourlivesdependedonit.'""Thérèse is""agonisedby suspicionsastowhosehanditwasbywhichherchildhaddied.""Neverthe- less, ""in a moment, she formed a resolve which she never broke,—never again to seek to know that which Papalier now refused to tell."" Although the novel never explicitly identifies Toussaint as responsible for the child's death,itisdifficulttoimagineanyotherwaytoaccountforbothThérèse's disquietat""thenewdoubtsthathadarisen""inthewakeofherconversation withPapalierandherdecisiontodesistfromseekingthetruthofwhatex- actlyhappenedtoherchild(H,p.303). The death is clearly described as horrifying, and the reader is encour- aged to condemn Papalier for his callous acceptance of the loss. ""'These sad accidents will happen at such times,'"" he tells Thérèse (H, p. 34). Yet at the same time, there is no suggestion in the text that Toussaint should becondemnedforhisact.Asnumerouscriticshaveobserved—andsome have complained—The Hour and the Man has nothing but praise for its centralcharacter.Asoneearlyreviewerwrote,inToussaint,Martineaupro- vides an ""impersonation of Duty—of noble purposes and lofty thoughts."" The consequence is to make him seem ""above nature and humanity—the merecreatureoftheimagination.""2MarcusWood'smorerecentassessment isstillharsher:Martineau'sgoal,h"	
Abu-Lughod 2020.pdf	27	' Imagining Palestine s Alter-Natives: Settler Colonialism and Museum Politics Lila Abu-Lughod		2020			55	Tatour	0	0	0	1	"' Imagining Palestine s Alter-Natives: Settler Colonialism and Museum Politics Lila Abu-Lughod Settler colonialism has arrived. The productive power of the paradigm wasmarkedbythe2011launchofSettlerColonialStudies.Thecentralityof thequestionofPalestinefromthestartisevidentinthemanyforumsand articlesthathavesince appeared inthis journal,theearliest being aforum edited by four emerging scholars who were then graduate students.1 The conversation they started about the frame of ""settler colonialism"" in Pal- estinian studies continues to this day as it is unpacked and interrogated.2 Thisessaybeganlifeasthe2015EdwardSaidMemorialLectureattheAmericanUniversity inCairo;tooknewformforthe2018CliffordGeertzCommemorativeLectureatPrinceton University;andthenshiftedagainthankstoaninvitationtospeakatthePalestinianMuseum inMay2018,withcosponsorshipfromtheIsraelStudiesProgramatBirzeitUniversity.Audi- encequestionsandtheguidanceofmanycolleaguesandfriendshavebeeninvaluable:Rana Barakat,ChiaraDeCesari,JuliaElyachar,DidierFassin,FerialGhazoul,RemaHammami,Lara Khaldi,CatherineLutz,TaraMatalka,LynnMeskell,MonicaMinnegal,TimothyMitchell, HelenPringle,SophieRichter-Devroe,LeslieRobinson,AhmadH.Sa'di,NaderaShalhoub- Kevorkian,LanaTatour,andmyColumbiaUniversitycolleagues,NadiaAbuEl-Haj,Mahmood Mamdani,ElizabethPovinelli,AudraSimpson,andPaigeWestdeservespecialmention.The excellentsuggestionsoftheeditorsofCriticalInquiry,particularlyOritBashkinandW.J.T. Mitchell,sharpenedmyarguments. 1. See""PastisPresent:SettlerColonialisminPalestine,""aspecialissueofSettlerColonial Studies2,no.1(2012).OmarJabarySalamanca,MeznaQato,KareemRabie,andSobhiSamour editedthevolumebasedonaconferenceattheSchoolofOrientalandAfricanStudies(SOAS) UniversityofLondon.TheissueincludedanArabictranslationofafield-defining2006essay byPatrickWolfe;seePatrickWolfe,""ArabicTranslation:SettlerColonialismandtheElimina- tionoftheNative(2006),""trans.DaliaTaha,SettlerColonialStudies2,no.1(2012):226–52.It alsoincludedaremarkable1965piecebyFayezSayeghthatframedPalestineas""settlercolo- nial""andinvokedinternationalsolidarities;seeFayezSayegh,""ZionistColonialisminPalestine (1965),""SettlerColonialStudies2,no.1(2012):206–25. 2. SeeNadimN.RouhanaandAreejSabbagh-Khoury,""Settler-ColonialCitizenship:Con- ceptualizingtheRelationshipbetweenIsraelanditsPalestinianCitizens,""SettlerColonialStudies5, 2 Lila Abu-Lughod / Imagining Palestine's Alter-Natives Iwaspuzzledinitiallybythisexplosionofthinkingandwritingaboutset- tler colonialism, struck by the apparent historical amnesia of the scholars analyzingIsrael/Palestineinthesenovelterms.Afterall,MaximeRodinson's bookwas calledIsrael: ASettlerColonial State?(translatedin1973 into En- glish). In the same year, the theme of the annual convention of the Arab- AmericanUniversityGraduates(AAUG)was""NationalLiberationandSet- tlerRegimes.""Myfather, Ibrahim Abu-Lughod, aPalestinian scholarwho since1967hadalsobeenassociatedirectoroftheprograminAfricanStudies atNorthwestern,wasoneoftheorganizers.Wit"	
Adams 2021.pdf	3	Anticipatory Care Carol J. Adams	2020	2021			4		0	0	0	0	"Anticipatory Care Carol J. Adams 5 April 2020 I'vebeentalkingtomydogsmorefrequentlythesedaysbecause,asItell them,theyhavenoideaaboutthecoronavirus pandemic oratleastaren't communicatingtheirthoughtsabouttheissuetome.Today,Inkytheres- cuedMinpinlayonthepenultimatesteptothesecondfloorasIleanedover to address him on this subject; ""You don't know anything about this, do you?""Hewasbarelycommittedtotheconversation.AsIrubbedhisback, I thought about a recent call from my sister. She had called to urge me to setupasickroominourhouse,now.Now,shedirected,beforeeithermy partnerorIfellillwiththevirus.Shelisteditemstoputintheroom(extra sheets and towels, cleaning supplies), the tasks of preparation we should donow.Idutifullywrotethelistdownbutfoundthatwhenshesaid""and clear off all surfaces, now,"" I stopped. Perhaps we have more tchotchkes thanmost,buttheideaofclearingoffallthesurfacesofthedesignatedsick- roomseemedgoingtoofar. The fault line between the real and the imagined threat of coronavirus couldbefoundrightthere—WillIdosomethingaboutthosesurfacespop- ulatedwithitems?Theideaisthatifyouremovethemnow,thentherewould be fewer surfaces that might contain the virus to wipe down if someone be- cameillwiththedisease.Ishouldhavebeenthinkingoftherealpossibilities oftheneedsofanillperson.Assomeonewhoprovidedcaretoothers,shouldn't Ihavetraversedthespacebetweentherealandthepossiblemoreeasily?A quick read of Jessica Lustig's ""What I Learned When My Husband Got SickwithCoronavirus""couldhavejumpstartedmypriorities.1Alltheyears 1. SeeJessicaLustig,""WhatILearnedWhenMyHusbandGotSickwithCoronavirus,""New YorkTimes,24Mar.2020,www.nytimes.com/2020/03/24/magazine/coronavirus-family.html ofcaregivingforourparentsthatmysistersandIshared,followingwhatI called""theruleofthegooddaughter,""2andherewasthefirsttestofwhata postparental caregiving situation might require. I was balking. My sister continued, ""Don't shake out the dirty clothes before washing them.""Who,Iwondered,shakesoutclothesbeforewashingthemanyway? Butsuchaspecificimage,thesickperson'sclothes,theneedtowashthem, theneedtowashyourownclothesaftertendingthesickperson,theperson standinginfrontofthewashingmachine,seemedtobridgetherealandthe possiblewithurgency.Shesaid,""YouneedaplanB,yougetsick,andplanC thepersonyoulivewithgetssick.""Shewasurgingwhatwemightcallan- ticipatory care. Of professional caregiving, in crisis because of federal inac- tion, an eviscerated health care system, and the absence of needed equip- ment, there is not much we individually can do—unless we are sewing masks,anineteenth-centuryanswerinatwenty-first-centuryworld.Forcol- lective caregiving, our responsibility is clear—flatten the curve. Personal caregiving such as Lustig describes (Advil in a plastic dish, doing laundry, tryingtogetherhusbandtoeatsomething,wipingdowntheshower,switches, faucets,well...everywhere)islearnedintheworkofit.Thereports,suchas Lustig's may awaken us to anticipatory care—this practical work of thinking about""Whatifthevirusstrike"	
Al-Bahloly 2020.pdf	39	The Migration of a Form: An Ancient Concept of Justice Resurfaces in the Modern Artwork Saleem Al-Bahloly		2020			69	Icharacterizethisperiodintermsofaproblemofrepresentation	0	0	0	0	"The Migration of a Form: An Ancient Concept of Justice Resurfaces in the Modern Artwork Saleem Al-Bahloly Inthesoulofmanthereisajusticewhose retributionsareinstant andentire. –Ralph WaldoEmerson1 Al-Husaynwasnothingmorethan thecryofTruth...for hisrevoltrenewsinthe souls[ofbelievers] thespirit oftrue devotion andintegrity,relieving them ofthe weightofinjustice andoppression. –Hibaal-Din al-Shahrastani2 Ihaveusedsimilitudes. –Hosea 12:10 Theysay,""WehavekilledJesustheMessiah,sonofMary,messengerofGod.""Andthey didnotkillnordidtheycrucifyhimbutrathertheykilledandcrucifiedasemblance. –Sūratal-Nisāʾ4:157 Intheyearsfollowingeventsthat,betweenFebruaryandNovember1963, ledtoameltdownofpoliticallife,anewkindofartpracticeappearedinBagh- dad.Gallerieswereopening,andtheirwallswerehungwithpaintingsand printsthatdidnottrytorepresentthesocialworldasartistshaddoneinthe 1950s.Theworksthatstartedtoappearwereinsteadturnedinward,inanat- tempttoarticulateaninner state.Thepublicspherethathadformedover theprecedingdecadescontracted,andanewrealmofindividualexperience emergedinitsplace.Itmaynotbeunusualintheshadowsofdictatorship forindividualexperiencetoacquireahermeneuticdepth,andforthatdepth toreplacethepublicityofaliberalpublicsphere,buttheshiftinartpractice thatoccurredinBaghdadduringtheseyears,fromthepaintingof lifetothe ThispaperisbasedonresearchsupportedbyagrantfromtheSocialScienceResearch Council,butitwaslargelywrittenandrewrittenduringaMellonPostdoctoralFellowshipat JohnsHopkinsUniversity.IoweagreatdebttoGabrielleSpiegelandtheparticipantsofthe MellonSeminarfortheircommentsonanearlydraft;tomyothercolleaguesatHopkins whoseconversationshapedmythinking,PaulDelnero,NiloofarHaeri,NaveedaKhan,Michael Degani,JohannaRichlin,Tamerel-Leithy,ÜnverRüstem,andLoumiaFerhat;toStefania Pandolfo,NadaShabout,ShaulSetter,andtheeditorsofCriticalInquiryforreadingdifferent versionsofthepaper;andtoMayMuzaffar,Diaal-Azzawi,Sultanal-Qassemi,andCharles Pocock.PublicationoffiguresincolorwasmadepossiblebytheBarjeelArtFoundation. Unlessotherwisenoted,alltranslationsaremyown. 1. RalphWaldoEmerson,""AnAddress,""inTheEssentialWritingsofRalphWaldoEmerson, ed.BrooksAtkinson(NewYork,2000),p.64. 2. Hibatal-Dīnal-H(cid:1)usaynīal-Shahrastānī,Nahdạtal-H(cid:1)usayn(1925;Karbala,1969),pp.47– 48;hereafterabbreviatedN. Correction:Aftertheissuewenttopress,""word""waschangedto""concept""inthesecondparagraph onp.90. formulationofwhatwemightcallagrammarofexperience,wassingularbe- cause it was initiated by the reactivation of an ancient political concept that linkedjusticetoastateof mind. This concept appeared, on the literary page of newspapers where ex- hibitionswerereviewed,underthewordtruth(al-hạ qīqa).Itcanbetraced toatheoryofgovernanceintheQurʾan,butitacquireditsdefinitivechar- acterasastateofmindinthetenthcentury,whenamysticaltraditionformed around the cultivation of inner states (ahẉ āl) and when the cultivation of thosestateswaspoliticizedbyaconfrontationoverspiritualauthoritythat eruptedbetweenthecaliphont"	
Alff 2021.pdf	19	Make Way for Infrastructure David Alff		2021			62	British Culture|ThePromiseofInfrastructure|the English	0	1	0	0	"Make Way for Infrastructure David Alff In1694,theYorkshirelawyerGeorgeMeritonpenneda""littlemethodical Pocket-Book""toacquaintroadsurveyorswiththeirduties.1Thisguideopens bydefininghighwaysin""ourLaw-Language""as""transitusalocoadlocum,the passagefromoneplacetoanother""(G,pp.1,2).Shouldaroadsurfacegrow ""foundrousandbad,""Meritonexplains,travelersmaydetouroveradjacent land""fortheKingsSubjectsoughttohaveagoodPassage,andgoodPassage istheWay,andnotonlythebeatenTrack""(G,pp.5,6).Meriton'sglossdis- tinguishesbetweenasubject'srighttomove(way),movement(passage),and movement'srecord(track).Travelersenjoyalegalwaythattracesyetexceeds thetrack'sribbonofhoofprintsandcartruts.Wherethetrackaccumulates andarchivespastuseinsoil,thewayaccommodatesusersondemandbyau- thorizingthemtobeatnewtracksaroundblockage.Roadallowsthepursuitof ""goodPassage""alongaslewofpotentialcoursesthatdefy""geographicalcon- sistency.""2Commonlaw,Meritonrecognizes,treatsthehighwayasanadap- tiveexerciseratherthanastaticterrain.3 Inrecentyears,anthropologistshavearrivedatideasofinfrastructurethat preserve the functional character of Meriton's roads. Brian Larkin defines IamgratefultoThomasLeonard-Roy,DeidreShaunaLynch,StephanieDeGooyer,andthe HarvardEighteenthCenturyandRomanticismColloquiumfortheopportunitytosharean earlydraftofthisessay.ThankyoutoJamesMulholland,HeatherKeenleyside,andtheentire 1. GeorgeMeriton,AGuidetoSurveyorsoftheHigh-Ways(London,1694),p.A4v;hereafter abbreviatedG. 2. AndrewMcRae,LiteratureandDomesticTravelinEarlyModernEngland(NewYork, 2009),p.118. 3. Meriton'sargumentwouldinfluencescoresoflaterlegalwriters,andrecirculateverbatim inpopulartreatiseslikeWilliamHawkins'sATreatiseofthePleasoftheCrown,2vols.(Lon- don,1716),1:201,andRichardBurn'sJusticeofthePeace,andParishOfficer,4vols.(London, 1793),2:500. 626 David Alff / Make Way for Infrastructure infrastructureasthingsandtherelationsthatbindthem:""matterthatenable themovementofothermatter""and""objectsthatcreatethegroundsonwhich otherobjectsoperate.""4NikhilAnand,AkhilGupta,andHannahAppeltrace infrastructuretotheoperativeintervalsthatgeneraterelation,""spatiotempo- ral projects"" that stockpile and exhaust combinatorial potential.5 Penny Harveycallsinfrastructure'shappening""assemblage,""thetamingof""un- stable and noncoherent gatherings of heterogeneous materials, skills, and practices.""6 Whether defined as relation, duration, or collation, the object chartedhereisnotafixedformbutaformalscenario,aneventbywhichstan- dardsoflivingare""formedasordinary.""7 Bystrippingawayinfrastructure'shardsurfacesandoccultedgeartoex- poseamoment ofconvergence, anunfolding when,ethnographers are re- vivingwithintheirresearchobjectcenturies-oldideasofhowpeoplederive utilityfromtheworld.8Thisarticleclaimsthateideticreductionhasbrought usfullcircle,sculptingapost-structuralideaofinfrastructurethatresembles premodernversionsofitself.Britonsoftheseventeenthandeighteenthcen- turies never imagined what English speakers today call infrastructure as a settledandsolidthing"	
Alloa 2021.pdf	4	Coronavirus: A Contingency that Eliminates Contingency Emmanuel Alloa	2020	2021			2		0	0	2	0	Coronavirus: A Contingency that Eliminates Contingency Emmanuel Alloa 20 April 2020 Themechanismissadlyfamiliar:eachcrisishasitsdesignatedculprits.For thesovereigntists,thispandemicistobeblamedonderegulatedbordercross- ings; for the anticommunists, it is the negligence of a Chinese government that would rather see its citizens die than assume its hazardous initial re- sponse;forconspiracytheoristsstill,itisanAmericanchemicalweaponover whichsecretserviceshavelostcontrol.Whilecollapsologyisrejoicing,after havingwarnedusforyearsofanimpendingimplosionoftheplanet,others stillseeitasasign,profaneordivine,ofalltherecenterrorsofhumanity,from hypermobilitytooverconsumption.Inthetwenty-firstcentury,aviralpan- demicisreplacingthetenscourgesofEgypt,akindofcollectivecastigation aimedatproducingageneralizedawakening,andwecanalreadyhearallof these self-proclaimed omens explaining to us what will have to change, in thefamousafterofourcollectiveresurrection. What is remarkable in this range of reactions is the tone of certainty that comes with their verdict. This is even more striking when one reads the explanations put forward by some leading intellectuals. Many of them seemtobelittleshakenbywhatishappeningtous,soeageraretheytoex- plaintousthateverythingtheyhavebeensayingforyearshasthusprovedto beright.Wefindourselvesenvyingtheirconfidence.Indeed,everythingwould besimplerifwecouldblamethecoronavirusoneitherfinancialcapitalismor biopolitical states of exception. One would almost catch oneself, in moments ofshameforbelongingtothehumanrace,dreamingofamasochisticrevenge onplanetEarth,asifGaiawerefinallymakingHomosapienspayforallthatit S74 Emmanuel Alloa / Coronavirus hasinflictedontheplanetforcenturies.Infact,doesn'ttheworldstrangely resemblethosepostapocalypticscenariosthatHollywoodhasfeduswithin itscatastrophe movies, with spectral-lookingmetropolises and depopulated urban arteries? In a reverse movement, as if in Disney's old documentary TheLivingDesert(dir.JamesAlgar,1953)onhowliferegainstheupperhand eveninthemosthostileenvironments,today,itlooksasifnaturewasrecol- onizingtheterritoriesleftunoccupiedbecauseofthelockdown.InGreece,it isfinwhalesthatareonceagainventuringintotheharbors,inChile,pumas comedownfromtheCordilleratofeedinthecitycenters,whileinVenice, thelagoonwatersunperturbedbycruiseshipsendupbecomingcrystalclear again. The true meaning of the coronavirus crisis would therefore be this one, its urgent ecological message, an uppercut jabbed by Mother Nature, toallthosewhodidnotwanttolistentothealarmbellsrepeatedlysounded, from André Gorz to Greta Thunberg. Howsimpleitwouldbeifwewereabletoprovideaneasyexplanationto this crisis that would win our immediate support, if only so that we could then do repentance, alone or on a planetary scale. No wonder, then, that the etiological machine is running at full throttle; great crises are above all ordeals of sense, and in the absence of visibility, it is easier to take refuge incomfortingstories—evenwhenthesehavedo	
Arnaud 2021.pdf	34	""" "" Garments of Thought : Writing Signs and the Critique of Logocentrism Sabine Arnaud"		2021			61	Muets	0	0	2	0	""" "" Garments of Thought : Writing Signs and the Critique of Logocentrism Sabine Arnaud If,whilestayinginaforeigncountry,inConstantinopleforexampleorinPersia,you wantedtodressinthenationalcostume,wouldtheartisanyouwouldcallforworry abouttheshapeofyourFrenchgarment?Wouldhecountthenumberofitsdifferent pieces?Wouldheconsideranythingotherthanyoursizeandtheproportionsofyour body?...Imitatehim:wordsandsignsarethesimplegarmentsofthought.1 With this anecdote, Rémi Valade introduced Essai sur la grammaire du langagenatureldessignesàl'usagedesinstituteursdesourds-muetsavecplanches et figures (Essay on the Grammar of theNatural Language of Signs for the UseofTeachersofDeaf-Mutes,1854),illuminatingthedistinctionbetween the syntax of sign language and that of speech. Sign language, he argued, should not translate spoken French literally but stand in direct relation to thought.Withthissalvo,hetookapowerfulpositionagainstthepositions thatabbotsCharles-Micheldel'ÉpéeandRochAmbroiseCucurronSicard put forth in the development of anothersign languagetradition, based on the autonomy of sign language. This was not a move to be taken lightly, asValadewasessentiallyestablishinghimselfinoppositiontothefirsttwo leaders of the first school to develop pedagogical techniques based on the useofsignlanguage,whichservedasamodelforthedevelopmentofped- agogyforthedeafinEuropeandintheUS.2 Unlessotherwisenoted,alltranslationsaremyown. 1. RémiValade,EssaisurlaGrammairedulangagenatureldessignesà'usagedesinstituteurs desourds-muetsavecplanchesetfigures(Paris,1854),p.xiii. 2. InthecontextofthisarticleIavoidusingDeafwithacapitalDbecauseofitsanachro- nisticcharacter.FollowingAnneliesKusters,MaartjeDeMeulder,andDaiO'Brien'sposition intheintroductiontotheirbookInnovationsinDeafStudies:TheRoleofDeafScholars,Ihave decidedtousethetermdeafwithasmalldasthemostinclusivetermthroughoutthearticle, whennoothertermispromptedbythecontext;seeAnneliesKusters,MaartjeDeMeulder, Atthetime,whilediscussingLanguedesSignesFrançaise(LSF),teachers andwritersalloverEuropewerethinkingaboutsignlanguageandgivingita universal scope. Therenown of these Frenchteachers drewassistants who wantedtolearntheirmethod,oftenwiththesupportoftheirgovernments.3 Oncetrained,theywouldmovebacktotheircountryoforiginandopena school;thisoccurredintheNetherlands,theGermanlands,Italy,andSpain, amongothers,andhadtheeffectofspreadingdel'Épée'ssystemofmethod- ical signs and making it seem universal.4 The link to American Sign Lan- guage (ASL) would turn out to be the strongest of all.5 During a trip to andDaiO'Brien,""InnovationsinDeafStudies:CriticallyMappingtheField,""inInnovationsin DeafStudies:TheRoleofDeafScholars,ed.Kusters,DeMeulder,O'Brien(NewYork,2017), pp.13–15.Ikeepthetermsdeaf-muteanddeafandmuteanytimethattheyareusedbytheau- thorsthatIquoteandinthenamesoftheinstitutions.Atthetimeofdel'ÉpéeandPierre Desloges,theappellationsinuseweredeafandmutes.Thecompoundworddeaf-mutecirculated inFrancefromtheFrenchrevolution,whenthedecisionwasmad"	
Aronowsky 2021.pdf	22	Gas Guzzling Gaia, or: A Prehistory of Climate Change Denialism Leah Aronowsky		2021			45	ScientistsonGaia|the twentieth-centuryUnitedStates	1	0	0	0	"Gas Guzzling Gaia, or: A Prehistory of Climate Change Denialism Leah Aronowsky Introduction Considerthefollowingexcerptfroma1995advertorialpublishedbythe oil and gas conglomerate known today as ExxonMobil: To thosewhothinkindustryandnaturecannotcoexist,wesayshow alittlerespectforMotherNature.Sheisonestronglady,resilientand capableofrejuvenation.Theenvironmentrecoverswellfromboth naturalandman-madedisasters....Doesthisjustifyorlessenthe impactofindustrialpollution?Ofcoursenot.Ourmainpointisthat nature,overthemillennia,haslearnedtocope.MotherNatureis prettysuccessfulintakingonhumannature.1 Theadisoftenpointedtobysocialscientistsasillustrativeofadistinctgenre ofclimatechangedenialism,inwhichfossil-fuelcorporationssoweddoubt not by denying the phenomenon of global warming but by naturalizing it. Comparing ExxonMobil's public messaging with its private reports, Geof- freySupranandNaomiOreskeshaveshownthatadslikethesewerepartof a public relations campaign meant to downplay the risks of climate change, mounted while the company's own scientists were internally sounding the alarm.2Thisessay,however,contendswithadifferentdimensionofthismar- ketingstrategy.Iamconcernedlesswiththesocialorpoliticalendsofadslike 1. QuotedinGeoffreySupranandNaomiOreskes,""AssessingExxonMobil'sClimate ChangeCommunications(1977–2014),""EnvironmentalResearchLetters12,no.8(2017):8. 2. Seeibid.SeealsoKatieJennings,DinoGrandoni,andSusanneRust,""HowExxonWent fromLeadertoSkepticonClimateChangeResearch,""LosAngelesTimes,23Oct.2015, graphics.latimes.com/exxon-research/ thesethanwiththereasoningthatfirstbroughtthemintoexistence.Iwantto know:Bywhatlogicdiditbecomepossibletothinkoftheplanetasanentity ""resilientandcapableofrejuvenation""?Whywasitthecasethatastatement aboutthenaturalworld'sabilitytorestoreitselfinthefaceofpollutants—as having""learnedtocope,""inExxonMobilspeak—madesensetobeginwith? WhatIamafterherearetheconditionsofpossibilityofclimatechangedenial- ism: the epistemicandconceptual conditions that made certainstatements aboutfossilfuels'effectontheclimatenotonlypossiblebutalsoplausible. These are the conditions—the modes of knowledge production and the theoreticalassumptionsabouttheverynatureoftheclimate—thatdefined therangeofpossibilitiesforclimatechangedenialism.Iftheclimatecrisisis adefiningfeatureofcontemporarylife,andif,followingMichelFoucault, societies are implicitly circumscribed by a set of precepts that define ""the limits and forms of the sayable,"" then a study of the historical conditions thatlentlegibilitytodenialismasadiscursivedomainwouldgoalongway towardaprojectofhistoricizingthepresent.3 In this spirit, my object of inquiry is the Gaia hypothesis, the theory— firstelaboratedbyJamesLovelockinthe1970s—thattheEarthisahomeo- staticsystemsustainedbylifeitself.Gaiaproposesthat,throughaseriesof tightlycoupledbiochemicalfeedbackloops,thewholeofplanetarylifecol- lectively and autonomously works to maintain the planet's environmental conditionswithinanarrowrangeofhabitability.I"	
Ayers 2021.pdf	4	OK, Zoomer! Bill Ayers	2020	2021			1		0	0	1	0	"OK, Zoomer! Bill Ayers 27 April 2020 Yes,yes,I'mteachingmyclassesonZoom(☹).It'sweirdforme,butI've gotit(Ithink),and,againstmywillandbetterjudgment,Ifeelalittlethrill and a burst of relief each time class ends without the internet exploding. I push all the right buttons, issue all the appropriate commands. Oh, joy! (☺).Sohereweare,suddenly,allofus:distancelearning,e-learning,online teaching, virtual classrooms—thewhole bewildering turmoil. I soldier on, necessarilybutnothappily,allthewhilewithanirritatingchorusofcheer- leadersinthebackgroundpushingmeforward:""onlinelearningisanexcel- lent way to increase student engagement and differentiate instruction;"" ""digital tools save time and do the heavy lifting by providing ready to use lesson plans, instructional materials, and assessments;"" ""distance learning can continue delivering instruction without disruption even in events like snowdaysorthe COVID-19pandemic.""EverylineoffendswhatI knowto betrueaboutteachingandmysenseofwhatitcanachieve,butwow!snow daysorCOVID-19—thatprettymuchcoversthewaterfront;wait!betteradd floodsandfiresandextremeweather. IwasparticularlyannoyedwhenIsawmyneighborArneDuncan,former SecretaryofEducation,onTVfinding,asalways,asilverlininginthecatas- trophe(after Katrina, youmayremember, hefamously declared thatNew Orleans was now liberated to create a whole new school system from scratch!),thistimeusheringinthepandemicasdressrehearsalforthe""class- roomsofthefuture.""Comeon,Arne—Zoomisnotthefutureofclassroom lifeorteaching.Infact,thatresponsebetraysastaggeringignoranceabout the nature of each. When I saw Arne jogging while on my walk the other S86 Bill Ayers / OK, Zoomer! day, I suppressed the desire to strangle him and, fortunately, remembered thatIcouldn'tgetcloserthansixfeet. Of course distance learning is nothing new—I took a correspondence course on figure drawing in the 1950s (a bust in my case, although I liked thecoloredpencils)andwastemptedtotakeanotheronbodybuildingof- fered by Charles Atlas (the advertisement in the back of my comic books promised I could transform myself from a ""97-pound weakling"" into a tough guy who would never again allow abullyto kick sandin myface at thebeach—ofcourseIdidn'thaveabeach,butwhatever).Correspondence coursesanddistancelearningstretchinalldirections—backto1873andthe foundingoftheUSSocietytoEncourageStudiesatHome,onwardto2008 whensalvationwasofferedintheformofMOOCs,ormassiveopenonline courses.AcolleagueofmineattheUniversityofIllinoisatChicagotoldme in1995thate-learningrepresentedtheendofeducationalinequity:""Inthe remotestvillageintheThirdWorld,orthemostsegregatedpoorneighbor- hoodinthiscity,astudentwillbeabletoaccessthebestprofessorsandhear thebestlectureevergivenonRomeoandJuliet!""OMG! The""GreatBooksProgram""hasbeenaroundfordecades,andthe""Great Courses,""aseriesofvideoclassesproducedanddistributedbythefor-profit Teaching Company based inChantilly, Virginia, claimsto havedeveloped over seven hundred courses and sold over fourteen million copies—"	
