work_id	title	author_name_pop	first_publish_year	jstor_mention_count	via_creators	via_jtitle	last_name
/works/OL1411629W	Die Blendung	Elias Canetti	1946	22	0	22	canetti
/works/OL39093W	Chance	Conrad, Joseph	1913	22	0	22	conrad
/works/OL627081W	Pale Fire	Vladimir Vladimirovich Nabokov	1945	22	1	21	nabokov
/works/OL110969W	El Aleph	Borges, Jorge Luis	1949	22	1	21	borges
/works/OL505583W	Nightwood	Barnes, Djuna.	1936	22	0	22	barnes
/works/OL42219816W	Dead souls	Nikolai Vasilevich Gogol	1948	22	3	19	gogol
/works/OL354731W	The village	Mulk Raj Anand	1939	21	16	5	anand
/works/OL1276171W	Romances sans paroles	Paul Verlaine	1887	21	9	12	verlaine
/works/OL17381093W	Mary Barton	Gaskell, Elizabeth Cleghorn	1911	21	3	18	gaskell
/works/OL110971W	Ficciones	Borges, Jorge Luis	1945	21	3	18	borges
/works/OL36528707W	Cranford	Gaskell, Elizabeth Cleghorn	1883	21	2	19	gaskell
/works/OL21170134W	Till we have faces	C. S. Lewis	1901	21	2	19	lewis
/works/OL39440028W	"The ""Assommoir."""	Emile Zola	1884	21	2	19	zola
/works/OL42483873W	The immoralist	André Gide	1949	21	1	20	gide
/works/OL54031W	A Connecticut Yankee in King Arthur's Court	Mark Twain	1889	20	1	19	twain
/works/OL1451547W	Michael Kohlhaas	Heinrich von Kleist	1902	20	0	20	kleist
/works/OL33135942W	Robinson Crusoe	Daniel Defoe	1884	20	5	15	defoe
/works/OL38733821W	Daniel Deronda	George Eliot	1880	20	2	18	eliot
/works/OL12209513W	Destiny	May Allis De Cou	1898	20	3	17	cou
/works/OL17882909W	Romola	George Eliot	1898	20	4	16	eliot
/works/OL793866W	Cervantes	Miguel de Cervantes Saavedra	1923	20	11	9	saavedra
/works/OL15891563W	Vanity Fair	Thackeray, William Makepeace	1931	20	1	19	thackeray
/works/OL25168041W	The Woodlanders	Hardy, Thomas	1912	20	5	15	hardy
/works/OL24848962W	The return of the native	Hardy, Thomas	1905	20	0	20	hardy
/works/OL31783746W	Uncle Tom's cabin	Stowe, Harriet Beecher	1898	20	3	17	stowe
/works/OL12104222W	Monkey	Chʻeng-en Wu	1943	19	12	7	wu
/works/OL464013W	Harmonium	Wallace Stevens	1923	19	3	16	stevens
/works/OL43355124W	The pilgrim's progress	Bunyan, John	1908	19	2	17	bunyan
/works/OL33053182W	A Farewell to Arms	Ernest Hemingway	1935	19	1	18	hemingway
/works/OL81277W	Kangaroo	Lawrence, D. H.	1923	19	7	12	lawrence
/works/OL1337018W	P. G. Wodehouse	P. G. Wodehouse	1934	19	1	18	wodehouse
/works/OL20109634W	News from Nowhere	Morris, William	1897	19	5	14	morris
/works/OL12795W	O Pioneers!	Willa Cather	1913	19	4	15	cather
/works/OL24937842W	The Works of Edgar Allan Poe	Poe, Edgar Allan	1927	19	4	15	poe
/works/OL1066517W	Major Barbara	Bernard Shaw	1909	19	5	14	shaw
/works/OL631007W	L'immoraliste	André Gide	1902	18	1	17	gide
/works/OL1437468W	Simplicissimus	Hans Jakob Christoph von Grimmelshausen	1908	18	4	14	grimmelshausen
/works/OL32647987W	The hamlet	William Faulkner	1940	18	1	17	faulkner
/works/OL26681W	Le chevalier au lion	Chrétien	1944	18	3	15	chr tien
/works/OL39014555W	Virginia	Ellen Anderson Gholson Glasgow	1923	18	3	15	glasgow
/works/OL35671206W	The mill on the Floss	George Eliot	1908	18	2	16	eliot
/works/OL276321W	The Bostonians	James, Henry	1885	18	3	15	james
/works/OL14858283W	All the King's Men	Robert Penn Warren	1946	18	4	14	warren
/works/OL498434W	Das Schloß	Franz Kafka	1926	18	0	18	kafka
/works/OL64365W	Brave New World	Aldous Huxley	1932	18	7	11	huxley
/works/OL1064049W	Notre-Dame	Victor Hugo	1888	18	3	15	hugo
/works/OL247045W	The Consul	Davis, Richard Harding	1911	18	16	2	davis
/works/OL181959W	Options	Henry, O.	1909	18	18	0	henry
/works/OL15210981W	Murphy	Beckett, Samuel	1947	18	0	18	beckett
/works/OL144820W	Adventure	Jack London	1911	18	1	17	london
/works/OL42939537W	The wild palms	William Faulkner	1947	18	2	16	faulkner
/works/OL175545W	Peterburg	Andrey Bely	1916	18	3	15	bely
/works/OL3045989W	Pilgrimage	Dorothy Miller Richardson	1938	18	2	16	richardson
/works/OL43793139W	Shadows	Will Scott	1928	18	15	3	scott
/works/OL2771987W	Herland	Gilman, Charlotte Perkins	1915	18	4	14	gilman
/works/OL100239W	An American Tragedy	Theodore Dreiser	1900	18	2	16	dreiser
/works/OL52248W	Marriage	H. G. Wells	1912	17	13	4	wells
/works/OL20946857W	Adam Bede	George Eliot	1885	17	3	14	eliot
/works/OL39436159W	The voyage out	Virginia Woolf	1926	17	0	17	woolf
/works/OL498411W	Amerika	Franz Kafka	1927	17	1	16	kafka
/works/OL29261071W	The Brother	Dorothy Clarke Wilson	1944	17	10	7	wilson
/works/OL1230631W	La Chute	Albert Camus	1917	17	0	17	camus
/works/OL25129727W	Hedda Gabler	Henrik Ibsen	1890	17	8	9	ibsen
/works/OL1230715W	La Peste	Albert Camus	1942	17	1	16	camus
/works/OL81191W	The plumed serpent	Lawrence, D. H.	1926	17	4	13	lawrence
/works/OL1931507W	Call It Sleep	Henry Roth	1934	17	0	17	roth
/works/OL17691306W	Gerard	Lucinda B[arbour] Helm	1884	17	16	1	helm
/works/OL827326W	The Beetle	Richard Marsh	1897	17	5	12	marsh
/works/OL42216785W	Tender is the night	F. Scott Fitzgerald	1948	16	3	13	fitzgerald
/works/OL18448451W	Aesop's fables	Aesop.	1933	16	1	15	aesop
/works/OL890325W	Modern love	Meredith, George	1891	16	0	16	meredith
/works/OL17971410W	Los de abajo	Mariano Azuela	1939	16	5	11	azuela
/works/OL1518264W	Sherlock Holmes	Doyle, Arthur Conan	1935	16	2	14	doyle
/works/OL5693599W	Arizona	Brady, Cyrus Townsend	1914	16	15	1	brady
/works/OL1168007W	Animal Farm	George Orwell	1945	16	1	15	orwell
/works/OL11474483W	Die Judenbuche	Annette von Droste-Hülshoff	1910	16	0	16	drosteh lshoff
/works/OL43498736W	Dombey and son	Charles Dickens	1880	16	1	15	dickens
/works/OL857189W	Effi Briest	Theodor Fontane	1894	16	1	15	fontane
/works/OL32089601W	The forlorn hope	A. L. O. E.	1898	16	13	3	e
/works/OL5960308W	The earthquake	Arthur Cheney Train	1918	15	1	14	train
/works/OL1586933W	Democracy	Desmond, Shaw	1919	15	14	1	desmond
/works/OL2999155W	The Empress	Carola Oman	1932	15	0	15	oman
/works/OL15913055W	Sartor resartus	Carlyle, Thomas	1893	15	0	15	carlyle
/works/OL71163W	Perelandra	C. S. Lewis	1943	15	0	15	lewis
/works/OL200996W	Claire	Edwin Kirkman Hart	1903	15	10	5	hart
/works/OL503904W	Petronius	Petronius Arbiter.	1913	15	3	12	arbiter
/works/OL751152W	Schlafwandler	Hermann Broch	1932	15	3	12	broch
/works/OL276444W	The Princess Casamassima	James, Henry	1886	15	0	15	james
/works/OL1500097W	Cassia	Edith Matilda Thomas	1905	15	15	0	thomas
/works/OL6271196W	The unfortunate traveller	Nash, Thomas	1892	15	1	14	nash
/works/OL630997W	Les Faux-monnayeurs	André Gide	1925	15	1	14	gide
/works/OL44754882W	Oliver Twist	Charles Dickens	1950	15	4	11	dickens
/works/OL24935031W	Notre-Dame de Paris	Victor Hugo	1900	15	2	13	hugo
/works/OL7632380W	The Master	J. Wesley Johnston	1923	14	11	3	johnston
/works/OL7756030W	Judith	Grace Alexander	1906	14	9	5	alexander
/works/OL276435W	The sacred fount	James, Henry	1901	14	1	13	james
/works/OL39059W	Romance	Conrad, Joseph	1900	14	0	14	conrad
/works/OL40875W	No country for old men	Cormac McCarthy	1900	14	1	13	mccarthy
/works/OL25869628W	Nothing	Henry Green	1950	14	10	4	green
/works/OL44390329W	Almayer's folly	Conrad, Joseph	1947	14	1	13	conrad
/works/OL505439W	Under the Volcano	Malcolm Lowry	1947	14	1	13	lowry
/works/OL7661620W	The immigrant	Carl M. Nielsen	1942	14	14	0	nielsen
/works/OL466942W	Radetzkymarsch	Joseph Roth	1932	14	0	14	roth
/works/OL19667070W	A journal of the plague year	Daniel Defoe	1931	14	2	12	defoe
/works/OL1254915W	Sylvie	Gérard de Nerval	1887	14	2	12	nerval
/works/OL498556W	Die Verwandlung	Franz Kafka	1915	14	0	14	kafka
/works/OL67238W	The country of the pointed firs	Sarah Orne Jewett	1896	13	1	12	jewett
/works/OL71072W	The Screwtape Letters	C. S. Lewis	1942	13	6	7	lewis
/works/OL17660970W	The Chouans	Honoré de Balzac	1893	13	2	11	balzac
/works/OL42468585W	Moby Dick	Herman Melville	1921	13	3	10	melville
